tau11,tau12,tau13,tau22,tau23,tau33,azimuth sigma 1,plunge sigma 1,azimuth sigma 2,plunge sigma 2,azimuth sigma 3,plunge sigma 3,shape ratio,friction,SHmax,principal strike 1,principal dip 1,principal rake 1,principal strike 2,principal dip 2,principal rake 2
0.7723584026652789,0.5335820011704662,0.048822051168030164,-0.2626972062407496,0.019714615641874676,-0.5096611964245297,155.59472342104857,87.05403247756307,292.86082701038447,2.1647304861035366,22.93635165857307,1.997214542105354,0.015256040041326252,0.45,22.9375214622289,291.56643291775083,59.13697023183791,-92.52204615914263,114.36940081093329,55.14373448172153,-87.36167288396831
