value,mean of all data,stdev,mean of ci95 data,stdev of ci95,2.5%,97.5%,half width 95% percentil
Sigma1 Azimuth,110.53327760049105,4.17573848065959,110.45820150130173,3.6036421272498447,102.9518090205635,118.49251986344916,7.770355421442829
Sigma1 Plunge,14.717300654924365,6.74288157389945,14.695648476433465,6.00612076240003,1.2732454782494949,26.895266718713316,12.81101062023191
Sigma2 Azimuth,290.038197644626,48.04882079050737,290.51016177618544,44.74969759642452,199.00468882778037,6.291602461967727,83.64345681709368
Sigma2 Plunge,67.63043133326721,9.802350167150436,68.0350740969034,7.726862808463991,43.66980513856312,83.9118548344549,20.12102484794589
Sigma3 Azimuth,21.086416885353653,6.630277794530272,20.76067347769731,4.79228199232646,10.080058423906411,38.26619040822512,14.093065992159355
Sigma3 Plunge,13.499780767282973,11.656599922722052,12.777568114529684,9.66134941063808,0.4275713960270938,43.98734669085228,21.779887647412593
SHmax,110.6062620922714,4.26187279660208,110.49197921769562,3.568186196010559,102.94044097028244,119.54079775478125,8.300178392249407
Shape Ratio,0.7968595398780619,0.07341713013831755,0.7975146142764195,0.06414951687508665,0.6427428388234298,0.9339423787098006,0.1455997699431854
