#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
122.502 1.62 33.2 -0.227891 0.536581 -0.30869 -0.218144 -0.941983 -2.53639 24.0 X Y 0 SS
123.19 1.71 47.6 -0.24772 0.656995 -0.409274 -0.219619 -1.09148 -2.90348 24.0 X Y 1 SS
122.929 1.252 33.6 1.26766 -1.26386 -0.00380042 -1.51022 0.0409575 0.0764823 25.0 X Y 2 R
122.879 1.205 43.9 2.185 -2.13139 -0.053615 -2.42459 -0.129981 -0.399647 24.0 X Y 3 R
121.52 1.093 35.0 -5.00155 0.549417 4.45213 -0.231818 0.966705 1.65682 24.0 X Y 4 N
122.975 1.291 25.0 4.74105 -4.76487 0.0238189 -4.56931 -0.339752 0.257846 25.0 X Y 5 R
123.59 1.9 31.8 0.714245 -0.987178 0.272933 -0.487866 0.488846 -0.0486066 24.0 X Y 6 R-SS
123.118 1.391 30.0 0.830318 -0.898165 0.067847 -0.532073 0.238271 -0.178264 25.0 X Y 7 R-SS
122.92 1.34 40.5 -0.733657 1.17595 -0.442293 0.125583 -2.32017 -2.47627 25.0 X Y 8 SS-N
123.473 1.182 30.0 -0.747766 1.24702 -0.49925 0.162876 -2.33123 -2.43852 25.0 X Y 9 SS-N
123.357 1.226 35.3 1.49458 -1.63665 0.142073 -1.11421 0.462183 -0.390441 24.0 X Y 10 R-SS
122.932 1.241 30.7 7.99269 -6.48592 -1.50677 -5.05377 2.86453 3.14123 24.0 X Y 11 R
123.36 1.54 41.3 0.619733 -0.449779 -0.169954 -0.872746 -0.314814 -0.300839 24.0 X Y 12 R
123.89 1.197 30.0 0.906938 -0.642918 -0.264019 -0.426935 -0.508342 -0.441329 25.0 X Y 13 R
123.29 1.19 15.0 1.02627 -0.714099 -0.312172 -0.452938 -0.546082 -0.501222 25.0 X Y 14 R
123.36 1.33 33.0 1.71784 -1.57049 -0.147349 -4.06421 0.62643 0.568181 24.0 X Y 15 R
122.849 1.164 30.5 1.40978 -1.3194 -0.0903804 -1.09137 0.063118 -0.498 24.0 X Y 16 R
123.501 1.336 28.0 1.11522 -0.86189 -0.253333 -1.3989 -1.56487 -0.568577 24.0 X Y 17 R
123.019 1.132 30.4 5.83714 -6.98478 1.14764 -5.08606 3.84988 0.631283 23.0 X Y 18 R
121.436 1.086 30.9 -2.3633 0.536942 1.82635 0.0946786 1.63115 1.19812 24.0 X Y 19 N
123.089 1.338 29.3 1.10888 -1.08898 -0.0198953 -0.89455 -0.00881377 -0.183021 24.0 X Y 20 R
123.024 1.252 34.9 2.56494 -2.56934 0.00440327 -3.26635 0.333315 0.0872294 24.0 X Y 21 R
