6.85	50.17	600
2.97	45.775	1464
2.53	42.17	893
-4.02	38.87	1117
11.93	42.6	800
12.7	41.73	949
14.139	40.827	458
14.426	40.821	1281
13.897	40.73	789
14.83	39.48	-70
15.213	38.789	924
15.064	38.638	399
14.933	38.49	590
14.962	38.404	500
14.999	37.748	3295
12.7	37.1	-8
12.02	36.77	836
14.399	39.284	-779
23.336	37.615	760
24.439	36.699	751
25.396	36.404	367
27.16	36.586	698
27.14	36.671	180
28.52	38.58	750
33.6	37.667	1302
34.17	38.13	3253
34.57	38.25	2143
34.621	38.537	1683
35.447	38.531	3864
39.83	37.67	1957
42.229	38.654	2948
43.874	39.356	3514
44.3	39.7	5165
42.442	43.351	5642
44.5	42.7	5050
43.7	41.542	3290
44.2	40.53	4095
45	40.283	3597
45.497	39.797	2575
45.74	40.028	3029
45.992	39.742	3139
41.83	15.55	244
42.18	15.05	191
42.75	14.02	624
42.73	13.72	422
39.92	14.88	904
40.3	14.242	-48
40.408	13.975	287
40.553	13.793	578
40.6	13.725	668
40.67	13.6	613
40.631	13.512	988
40.722	13.51	493
41.809	13.579	1625
41.7	13.37	2218
41.65	13.27	1875
41.725	13.18	1611
41.599	13.098	1338
41.161	13.106	493
41.063	13.284	655
40.987	13.304	784
40.853	13.088	1250
40.185	13.013	1745
40.573	12.888	1496
40.48	12.595	1401
40.07	12.38	1302
40.82	12.17	600
40.242	11.816	852
41.208	11.88	625
42.2	12.38	600
42.404	12.469	1993
42.53	12.55	600
42.43	12.95	987
42.47	11.58	298
41.48	11.75	700
41.63	11.28	1068
41.27	11.08	1459
41.042	10.58	1383
40.702	10.082	2145
40.84	10.07	1733
40.33	9.78	900
40.28	9.57	878
40.13	9.35	1151
39.93	8.975	2007
39.75	8.95	1100
39.701	8.788	1380
39.475	8.558	2447
38.98	8.78	1850
39.35	8.43	1765
39.188	8.357	1873
39.05	8.221	2267
39.137	8.159	2343
39.062	8.013	1886
38.902	7.874	1889
38.35	8.05	2281
38.78	7.77	2335
38.58	7.47	2075
38.39	7.193	2320
38.1	7.07	1700
35.43	7.42	2728
37.97	6.76	1594
37.713	5.708	1150
35.88	5.1	912
37.488	4.063	1111
36.049	4.059	490
36.04	3.496	518
36.6	2.63	800
37.97	2.32	1707
36.57	2.32	1032
36.43	1.98	817
37.9	1.57	699
36.33	1.5	1285
36.23	1.15	1528
36.18	0.92	1697
36.12	0.77	1446
36.075	0.62	1130
37.87	0.23	750
36.07	-0.2	2278
34.5	-0.38	1751
36.27	-0.52	2126
36.22	-0.65	2856
36.292	-0.904	2434
36.446	-0.914	2776
36.357	-1.151	2356
35.914	-2.764	2962
37.88	-2.68	2188
36.75	-3.25	4565
31.933	-4.889	1146
33.554	-8.989	2614
33.668	-9.135	2953
33.792	-9.229	2176
30.25	0.7	1615
30.25	0.45	1430
29.92	-0.08	1067
30.08	-0.2	1554
30.191	-0.471	1707
29.2	-1.408	3058
29.25	-1.52	3470
29.45	-1.506	4490
29.485	-1.458	3696
29.678	-1.383	4103
29.72	-1.23	2440
28.75	-2.32	1460
8.52	3.35	2260
8.63	3.35	2009
8.762	3.588	2999
9.17	4.203	4095
9.717	4.758	500
10.5	6.25	3011
8.5	17.68	1780
2.83	19.83	700
5	22.67	1467
5.83	23.33	2918
5.83	23.92	1672
16.33	21.33	2000
16.45	21.03	3265
17.28	20.92	3100
18.53	19.8	3415
24.27	12.95	3042
25.85	14.57	1779
26.47	15.32	2000
32.75	18.33	670
40.858	36.536	516
37.583	32.333	1100
36.17	27.8	1950
37.25	27.08	1920
37.75	25.17	1370
40.2	26.58	1625
39.92	25	2093
39.78	23.08	1744
41.38	22.8	1475
41.63	18.37	587
42.83	17.05	305
44.08	15.63	3100
44.236	15.245	2506
45.1	15.4	1550
44.67	14.57	3500
46.12	13.58	1737
48.3	14.067	604
50.935	15.515	464
46.43	37.75	3707
47.835	38.268	4784
52.109	35.951	5670
60	28.07	3490
60.67	28.17	1500
61.13	28.6	3940
43.33	-11.47	1087
45.17	-12.83	660
43.38	-11.75	2361
49.15	-12.6	1475
48.48	-13.32	214
48.67	-14.3	2878
46.7	-19.033	1800
46.942	-19.85	2644
55.708	-21.244	2632
77.825	-37.721	-650
77.52	-37.83	881
77.53	-38.72	268
73.513	-53.106	2745
72.6	-53.03	230
69.5	-49.58	1840
52.2	-46.43	1090
51.75	-46.42	934
50.23	-46.1	775
37.95	-46.63	672
37.75	-46.9	1230
173.9	-35.3	388
174.27	-35.75	397
174.87	-36.9	260
176.25	-37.28	355
