#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
123.39 -0.01 36.0 3.43688 0.0997736 -3.53665 -0.909353 2.2208 -1.42435 24.0 X Y 0 R-SS
123.327 -0.561 35.0 4.00356 0.172237 -4.1758 -1.10111 2.44743 -1.53381 24.0 X Y 1 R-SS
123.38 -0.17 43.9 -0.119601 0.885789 -0.766187 -0.437942 -0.343785 -2.00223 24.0 X Y 2 SS
122.141 -0.297 20.0 0.0392254 0.3291 -0.368325 0.149731 -0.363646 -2.3403 24.0 X Y 3 SS
122.68 -0.47 33.0 -2.26499 4.62764 -2.36265 -2.78387 2.71727 0.652413 23.0 X Y 4 N-SS
123.3 -0.7 40.0 2.17659 -1.80371 -0.37288 0.852284 4.40255 -2.72928 23.0 X Y 5 R-SS
121.7 -0.9 36.0 0.0385811 7.66925 -7.70783 -0.605378 -0.124604 -1.89709 23.0 X Y 6 SS
122.7 -0.6 34.0 1.00757 -0.71026 -0.297309 -0.809457 -0.621367 1.46141 23.0 X Y 7 R-SS
123.1 -0.5 45.0 1.23722 -0.940242 -0.296977 0.932365 0.147429 -0.607755 24.0 X Y 8 R
121.45 -0.99 33.0 -1.16982 1.28008 -0.110265 5.42512 0.747491 -0.349976 23.0 X Y 9 N
121.88 -1.01 33.0 -0.329699 0.360776 -0.0310768 1.52901 0.210672 -0.0986366 24.0 X Y 10 N
121.12 -1.09 33.0 3.49436 -0.635184 -2.85917 -0.125395 0.503816 -1.38754 22.0 X Y 11 R
121.88 -0.93 15.0 -3.2176 4.79111 -1.57351 -2.1841 -2.26933 -1.95214 23.0 X Y 12 N-SS
123.4 -0.2 33.0 0.824209 0.349123 -1.17333 -0.635373 0.289839 -0.646991 23.0 X Y 13 R-SS
122.5 -0.7 21.0 0.0770598 0.961681 -1.03874 -0.409298 0.276024 0.101662 24.0 X Y 14 SS-R
123.19 -0.598 39.1 1.87616 -3.82611 1.94995 -2.97604 2.00005 -1.92473 23.0 X Y 15 R-SS
121.361 -1.314 20.0 1.9682 0.0672406 -2.03544 -0.68233 -0.1727 -0.52935 25.0 X Y 16 R
121.3 -1.26 15.0 2.271 0.069457 -2.34045 -0.767007 -0.199219 -0.60133 25.0 X Y 17 R
122.018 -0.733 20.1 -6.984 1.48641 5.49759 -0.03038 1.44863 -2.92952 23.0 X Y 18 N
121.95 -0.87 33.0 -1.48841 0.952397 0.536008 0.200639 0.322855 -0.813964 24.0 X Y 19 N
123.424 -0.683 41.4 -0.234156 0.0646492 0.169507 -0.398967 -1.38539 -4.85609 23.0 X Y 20 SS
123.11 -0.41 33.0 0.864841 0.144728 -1.00957 0.458129 -0.113559 -0.376939 24.0 X Y 21 R-SS
123.36 -0.64 33.0 1.91428 -2.16048 0.246199 0.0186446 0.797456 -0.423315 24.0 X Y 22 R
121.8 -1.26 42.0 0.38808 -0.639988 0.251908 -1.06831 0.321026 -0.66264 23.0 X Y 23 R-SS
123.294 -0.372 30.0 1.79691 1.23953 -3.03644 1.71087 -0.476023 -1.56299 25.0 X Y 24 R-SS
123.31 -0.448 36.2 3.56785 0.159332 -3.72718 1.86315 -0.825045 -2.21625 23.0 X Y 25 R-SS
123.23 -0.41 45.0 3.79784 0.0434172 -3.84126 0.699548 -0.552997 -0.680708 23.0 X Y 26 R
123.54 -0.49 31.0 3.18016 1.35886 -4.53902 2.76033 -0.596616 -2.71406 23.0 X Y 27 R-SS
123.248 -0.397 35.7 0.59903 0.255961 -0.854991 0.519949 -0.112382 -0.511234 25.0 X Y 28 R-SS
121.87 -0.56 22.2 -0.0170801 1.31831 -1.30123 0.214763 0.153378 -2.48151 23.0 X Y 29 SS
