% ini datanya
%  stike   dip   rake
   220   36   126
   357   61   67
   348   77   -7
   176   87   9
   229   41   -156
   266   31   154
   322   86   2
   166   56   147
   226   29   67
   124   8   -49
   124   8   -49
   211   42   98
   318   47   -35
   233   56   141
   221   64   175
   36   43   21
   210   52   112
   357   43   65
   327   40   -98
   294   46   -110
   91   74   -175
   171   51   52
   281   47   121
   24   35   17
   163   59   35
   178   52   51
   21   43   107
   168   55   37
   168   55   37
   166   85   -2
   177   63   -20
   177   63   -20
   207   44   36
   128   39   -62
   59   40   126
   110   48   -148
   10   51   -28
   198   40   79
   346   51   53
   43   75   169
   166   53   -8
   249   30   -134
   263   29   -161
   167   45   -7
   144   67   22
   138   41   -61
   139   42   -59
   138   75   6
   158   40   37
