% ini datanya
%  stike   dip   rake
   83   18   123
   107   12   116
   107   17   57
   321   76   99
   192   35   120
   339   43   111
   34   36   74
   200   36   109
   59   25   90
   298   23   45
   51   39   123
   63   39   165
   28   36   107
   9   36   96
   208   30   102
   275   58   -35
   164   46   36
   263   7   180
   80   28   117
   9   40   56
   79   35   133
   80   60   -164
   226   51   100
   2   51   55
   18   45   73
   148   48   28
   349   41   23
   40   35   101
   209   31   99
   195   41   67
   228   45   114
   239   65   90
   208   30   102
   16   42   74
   192   70   -86
   182   88   106
   345   58   63
   191   58   66
   5   30   83
   126   87   88
   211   29   113
   206   59   110
   221   65   95
   179   63   49
   99   88   -90
   62   82   151
   30   26   80
   32   26   122
   111   87   -85
   6   42   101
   181   77   88
   188   39   83
   349   50   34
   206   43   86
   211   35   108
   219   44   113
   194   30   83
   127   44   2
   23   37   91
   22   62   124
   315   80   57
   2   50   93
   29   36   94
   244   65   115
   212   59   60
   3   60   89
   213   69   132
   349   59   82
   334   63   58
   10   81   84
   14   62   103
   17   54   113
   234   69   -46
   188   56   82
   206   53   119
   18   77   -93
   165   88   33
   22   75   111
   158   71   71
   127   69   37
   44   60   105
   197   54   91
   205   80   81
   26   54   96
   165   67   27
   201   41   94
   196   37   82
   4   45   77
   202   59   75
   219   45   119
   11   45   75
   344   79   11
   183   33   104
   37   37   93
   206   44   100
   332   39   42
   168   84   -72
   181   58   57
   223   52   114
   24   49   88
   65   59   127
   7   88   87
   16   49   67
   128   73   -21
   23   47   72
   226   69   129
   72   61   102
   180   54   95
   231   66   100
   342   38   95
   188   80   85
   230   24   118
   295   88   85
   295   22   3
   44   43   113
   298   84   85
   248   80   179
   229   50   135
   193   30   94
   201   39   109
   251   44   107
   28   63   91
   6   46   92
   354   54   119
   46   58   115
   47   55   108
   12   73   77
   318   75   68
   181   64   103
   17   69   92
   209   50   89
   209   57   102
   206   74   101
   215   75   -95
   229   66   118
   10   42   82
   43   56   121
   197   6   121
   330   57   31
   51   39   123
   167   74   58
   263   7   180
   16   28   98
   186   31   74
   8   34   78
   59   49   153
   4   62   83
   21   66   123
   200   48   97
   176   26   86
   204   52   88
   275   85   -18
   177   72   59
   346   52   77
   189   53   85
   24   59   121
   206   78   -83
   188   46   104
   336   52   59
   110   14   41
   334   72   4
   356   13   -119
   33   42   114
   353   53   36
   23   36   82
   51   26   86
   345   49   32
   201   62   68
   26   71   123
   357   56   77
   205   55   91
   175   64   55
   153   79   -2
   94   84   -80
   222   46   101
   22   77   115
   279   62   -44
   215   57   98
   202   46   103
   12   51   98
   4   45   77
   19   40   96
   5   27   62
   207   48   121
   214   60   106
   313   30   74
   283   68   -42
   165   66   47
   12   47   88
   50   55   131
   203   49   81
   230   72   135
   34   51   91
   2   43   70
   1   54   80
   198   43   81
   266   51   132
   190   25   94
   1   53   53
   153   63   83
   35   80   -94
   14   48   116
   12   47   80
   13   63   116
   182   74   114
   197   58   85
   319   73   31
   37   40   102
   194   72   81
   355   49   63
   33   69   129
   217   50   109
   220   53   118
   204   56   91
   29   79   -89
   334   61   115
   12   66   100
   148   84   13
   15   64   102
   295   71   52
   321   54   67
   201   37   77
   18   34   79
   35   11   122
   183   81   84
   205   57   82
   20   80   173
   342   51   35
   216   58   103
   173   80   79
   358   75   104
