"// "
"// Example data file for Orient 3 (Vollmer, 2015)"
// Latitude and longitude formated as spherical projection data
"// "
"// Earthquake epicenters 1980-1990, M greater than 4.5 "
"// "
"// From 5-Minute Gridded Global Relief Data Collection (ETOPO5) "
"// Released on ""GLOBAL RELIEF CD-ROM"" (Original Version 1993, updated June 2005 for "
// online users)(2005).
"// "
// File: WORLDEQ.5
"// "
"// World Data Service for Geophysics, Boulder NGDC Data Announcement 93-MGG-01"
"// "
// http://www.ngdc.noaa.gov/mgg/fliers/93mgg01.html
"// "
// -------------------------------------------------------------------------------------
Longitude Sphere,Latitude Sphere,Type
-120.3,36.3,EQ
153.5,46.4,EQ
153.3,46.5,EQ
-178.3,-20.3,EQ
153.5,46.2,EQ
126.4,3.9,EQ
-174.9,-18.3,EQ
149.7,-9.5,EQ
179.4,-34.0,EQ
-179.6,-21.5,EQ
179.6,-33.9,EQ
-82.6,5.4,EQ
150.1,44.5,EQ
-178.0,-31.7,EQ
147.0,43.1,EQ
-174.2,-21.3,EQ
121.7,15.4,EQ
-70.8,-28.0,EQ
147.4,-6.0,EQ
-95.2,16.2,EQ
166.0,54.9,EQ
142.8,-3.3,EQ
-109.4,20.0,EQ
-109.4,20.0,EQ
-109.4,20.0,EQ
146.9,43.1,EQ
-109.4,20.0,EQ
-120.3,36.2,EQ
-74.9,-40.9,EQ
161.3,-61.9,EQ
161.1,-61.7,EQ
-83.0,8.2,EQ
37.8,-4.2,EQ
-109.5,20.0,EQ
121.6,24.4,EQ
127.1,-8.0,EQ
123.4,-7.3,EQ
150.9,-5.4,EQ
-109.2,19.9,EQ
152.5,-4.8,EQ
119.9,15.1,EQ
70.1,36.5,EQ
128.3,2.3,EQ
143.3,11.9,EQ
-173.5,-21.4,EQ
-176.6,-14.8,EQ
-62.9,-58.6,EQ
-46.5,17.6,EQ
-46.5,17.6,EQ
-46.6,17.6,EQ
103.3,-7.1,EQ
69.2,-22.2,EQ
128.1,3.0,EQ
-179.3,-24.8,EQ
20.4,38.5,EQ
139.1,40.4,EQ
20.4,38.5,EQ
-175.6,-18.9,EQ
-82.6,4.9,EQ
-73.2,-16.0,EQ
142.0,40.9,EQ
-83.5,9.0,EQ
144.5,38.5,EQ
154.1,-6.7,EQ
-173.8,-21.1,EQ
168.1,-15.0,EQ
-177.6,-30.5,EQ
150.9,-5.4,EQ
-127.3,40.9,EQ
121.7,0.6,EQ
136.6,-1.2,EQ
130.1,28.2,EQ
-174.1,51.4,EQ
-77.1,0.1,EQ
-73.0,6.8,EQ
145.9,-6.1,EQ
-69.4,18.0,EQ
140.3,35.3,EQ
-27.8,-56.0,EQ
-74.8,-10.6,EQ
-74.8,-10.6,EQ
123.8,-9.3,EQ
167.5,-13.6,EQ
-69.1,-19.1,EQ
171.3,-13.8,EQ
141.9,37.9,EQ
139.9,33.4,EQ
143.2,23.8,EQ
-26.0,-59.0,EQ
-178.6,-31.7,EQ
156.9,51.6,EQ
154.4,48.2,EQ
-177.9,-18.3,EQ
-138.9,-21.9,EQ
131.6,-5.2,EQ
123.0,-8.5,EQ
139.1,40.5,EQ
139.2,40.7,EQ
139.4,41.0,EQ
139.1,40.3,EQ
138.8,40.2,EQ
139.3,40.8,EQ
139.3,41.0,EQ
139.2,40.9,EQ
139.4,41.1,EQ
139.3,41.0,EQ
138.9,41.2,EQ
139.0,41.2,EQ
139.0,41.4,EQ
139.0,40.2,EQ
139.4,41.0,EQ
138.8,40.3,EQ
139.1,40.8,EQ
154.9,-9.7,EQ
139.0,41.1,EQ
139.1,40.7,EQ
48.6,32.6,EQ
-72.9,6.6,EQ
139.2,40.4,EQ
139.0,40.1,EQ
99.6,-1.8,EQ
121.8,15.5,EQ
122.6,4.2,EQ
155.4,49.2,EQ
142.0,36.9,EQ
-125.4,40.5,EQ
138.9,40.4,EQ
143.5,42.6,EQ
139.4,40.7,EQ
-174.9,-15.6,EQ
78.2,49.7,EQ
125.5,1.1,EQ
103.1,-4.7,EQ
-177.9,52.1,EQ
-70.0,-20.1,EQ
79.7,34.5,EQ
139.4,40.8,EQ
139.4,40.8,EQ
139.0,40.4,EQ
120.7,13.8,EQ
-174.6,-17.0,EQ
-172.8,-15.7,EQ
88.6,43.9,EQ
9.7,-53.0,EQ
-71.2,-9.5,EQ
179.7,-24.8,EQ
174.9,-50.4,EQ
139.0,40.4,EQ
-176.5,-19.5,EQ
-17.6,-37.2,EQ
119.9,0.6,EQ
129.1,-7.1,EQ
103.4,27.1,EQ
127.6,-7.6,EQ
146.1,-6.1,EQ
75.7,39.2,EQ
139.9,-3.6,EQ
-172.9,-16.1,EQ
-172.8,-16.3,EQ
-172.9,-15.9,EQ
26.7,-26.9,EQ
-66.9,-24.4,EQ
150.4,45.3,EQ
29.1,-50.7,EQ
102.9,-5.2,EQ
129.0,-3.9,EQ
139.0,40.2,EQ
139.0,40.2,EQ
139.0,40.3,EQ
-174.1,51.4,EQ
122.6,-5.9,EQ
122.8,75.5,EQ
139.1,40.3,EQ
-68.5,-21.3,EQ
-176.3,-24.2,EQ
126.5,1.6,EQ
-120.5,36.2,EQ
122.5,-4.3,EQ
139.2,40.9,EQ
79.0,49.9,EQ
96.4,-45.5,EQ
169.0,-13.0,EQ
127.3,1.5,EQ
33.2,28.5,EQ
152.7,46.8,EQ
150.5,45.2,EQ
62.5,4.3,EQ
140.7,-53.6,EQ
-179.4,-27.2,EQ
-27.2,-56.1,EQ
92.9,34.2,EQ
-173.6,-15.2,EQ
127.6,5.3,EQ
-71.9,8.1,EQ
-153.2,56.7,EQ
124.0,9.0,EQ
-97.5,-36.4,EQ
147.3,-6.4,EQ
159.6,52.2,EQ
35.5,-44.8,EQ
131.3,-5.6,EQ
156.4,-8.2,EQ
131.8,33.6,EQ
138.9,40.2,EQ
127.0,-2.7,EQ
139.1,41.0,EQ
179.1,-23.6,EQ
148.7,44.4,EQ
83.6,-42.8,EQ
168.6,-17.5,EQ
139.1,41.3,EQ
139.3,41.4,EQ
139.3,41.4,EQ
139.2,41.4,EQ
-179.0,-32.3,EQ
-74.3,-8.6,EQ
151.0,-5.5,EQ
139.0,41.3,EQ
-173.4,-15.4,EQ
131.6,-3.8,EQ
122.4,24.1,EQ
122.4,24.2,EQ
122.4,24.1,EQ
129.4,29.7,EQ
139.1,41.5,EQ
139.2,41.1,EQ
139.1,41.4,EQ
138.9,40.1,EQ
139.6,-51.7,EQ
-176.8,-26.7,EQ
52.4,-37.3,EQ
120.2,-9.1,EQ
103.3,21.7,EQ
122.4,24.2,EQ
147.1,45.1,EQ
125.6,5.3,EQ
-177.2,-30.3,EQ
-178.8,-32.8,EQ
-177.4,-19.0,EQ
137.7,32.3,EQ
123.3,23.1,EQ
-177.5,-22.0,EQ
-80.0,-8.7,EQ
-178.7,-32.9,EQ
122.5,24.0,EQ
139.4,41.5,EQ
167.6,-17.9,EQ
179.1,-23.7,EQ
167.8,-18.1,EQ
-179.8,-23.9,EQ
-173.9,-18.5,EQ
-141.3,60.2,EQ
168.1,-14.7,EQ
-138.9,-21.7,EQ
-176.0,-24.8,EQ
-174.8,-22.4,EQ
84.0,43.7,EQ
-172.9,-15.4,EQ
138.9,40.3,EQ
-68.4,-21.5,EQ
-63.1,18.7,EQ
121.4,18.7,EQ
147.8,44.0,EQ
128.3,2.6,EQ
149.5,44.4,EQ
155.2,-6.8,EQ
149.4,44.4,EQ
149.5,44.3,EQ
149.5,44.5,EQ
-178.3,-20.7,EQ
149.7,44.1,EQ
140.4,32.3,EQ
131.5,-5.6,EQ
149.5,44.3,EQ
-25.4,-57.9,EQ
141.1,36.9,EQ
138.9,40.1,EQ
94.7,5.7,EQ
122.4,20.2,EQ
154.3,-5.6,EQ
139.2,41.6,EQ
-83.7,9.5,EQ
-83.7,9.7,EQ
-118.9,37.5,EQ
122.4,24.3,EQ
-28.0,-55.6,EQ
155.7,49.8,EQ
126.8,4.4,EQ
166.9,-12.4,EQ
-123.4,-55.8,EQ
128.9,26.4,EQ
-174.9,-24.2,EQ
171.0,-22.6,EQ
170.9,-22.8,EQ
171.0,-22.7,EQ
27.2,40.3,EQ
171.0,-22.7,EQ
171.0,-22.8,EQ
-25.6,-57.9,EQ
171.0,-22.7,EQ
-174.1,-21.5,EQ
144.7,13.8,EQ
166.3,-11.6,EQ
98.1,1.7,EQ
169.6,-21.7,EQ
171.0,-22.7,EQ
125.7,12.2,EQ
-68.8,-20.5,EQ
170.9,-22.6,EQ
-177.4,-19.2,EQ
170.7,-22.6,EQ
27.8,-7.3,EQ
28.0,-7.5,EQ
128.4,2.4,EQ
-70.6,-19.8,EQ
-173.4,-21.7,EQ
169.0,-19.4,EQ
-120.4,36.2,EQ
179.9,-25.2,EQ
146.8,-6.4,EQ
53.3,51.3,EQ
53.3,51.3,EQ
53.3,51.3,EQ
128.4,27.4,EQ
-53.0,-60.9,EQ
-53.6,-60.9,EQ
-53.6,-61.0,EQ
-108.3,24.0,EQ
56.4,27.6,EQ
-147.3,61.0,EQ
27.9,-7.6,EQ
28.0,-7.6,EQ
106.3,-6.7,EQ
21.9,35.8,EQ
-175.6,-19.0,EQ
126.5,5.6,EQ
57.9,27.7,EQ
168.1,-18.9,EQ
-176.9,52.3,EQ
103.4,21.8,EQ
-140.9,60.3,EQ
126.5,5.5,EQ
126.5,5.5,EQ
-93.6,14.7,EQ
129.3,-7.2,EQ
126.7,-7.7,EQ
177.7,-19.0,EQ
155.6,49.2,EQ
126.5,5.4,EQ
-177.7,-18.5,EQ
121.7,-0.1,EQ
129.5,-7.1,EQ
121.7,-0.1,EQ
121.8,-0.0,EQ
179.1,-23.6,EQ
121.7,-0.1,EQ
121.7,-0.1,EQ
-178.1,-31.4,EQ
121.7,-0.1,EQ
-177.9,-23.0,EQ
121.7,-0.0,EQ
121.7,-0.1,EQ
141.7,37.3,EQ
121.6,-0.1,EQ
121.8,-0.1,EQ
-113.7,-27.5,EQ
121.7,-0.0,EQ
121.8,-0.2,EQ
121.7,-0.2,EQ
-87.2,12.7,EQ
121.7,-0.1,EQ
121.7,-0.1,EQ
136.9,33.7,EQ
121.7,-0.0,EQ
141.0,33.7,EQ
121.7,0.0,EQ
119.2,-11.1,EQ
121.7,-0.1,EQ
121.6,-0.2,EQ
121.8,-0.0,EQ
177.6,-19.2,EQ
121.6,-0.0,EQ
-178.2,-28.0,EQ
121.7,-0.1,EQ
121.8,0.1,EQ
121.6,-0.1,EQ
121.7,-0.1,EQ
121.7,-0.1,EQ
123.9,1.0,EQ
126.3,0.4,EQ
121.7,-0.2,EQ
121.7,0.1,EQ
121.7,-0.1,EQ
127.4,6.0,EQ
145.5,18.3,EQ
-80.9,-1.2,EQ
-68.5,-22.2,EQ
121.7,-0.2,EQ
129.5,-7.6,EQ
121.7,-0.1,EQ
11.3,45.9,EQ
121.7,-0.1,EQ
167.3,-14.6,EQ
-120.4,36.2,EQ
49.2,36.9,EQ
-120.4,36.2,EQ
121.6,-0.2,EQ
121.8,-0.1,EQ
121.6,-0.2,EQ
121.7,-0.1,EQ
119.8,-7.4,EQ
121.5,-0.2,EQ
121.6,-0.2,EQ
121.7,-0.1,EQ
-176.4,-28.0,EQ
121.6,-0.1,EQ
121.8,-0.2,EQ
-46.3,23.9,EQ
139.6,39.7,EQ
121.7,-0.1,EQ
121.7,-0.2,EQ
158.4,53.9,EQ
119.5,-8.1,EQ
121.8,0.1,EQ
121.6,-0.2,EQ
121.7,-0.0,EQ
-26.2,-59.8,EQ
121.7,-0.2,EQ
-177.3,-15.3,EQ
-120.4,36.2,EQ
138.9,40.2,EQ
121.7,-0.1,EQ
-82.5,5.5,EQ
121.7,-0.0,EQ
121.6,-0.1,EQ
120.1,0.7,EQ
121.7,-0.1,EQ
121.8,-0.1,EQ
-178.1,-28.0,EQ
-176.3,-28.2,EQ
120.0,0.6,EQ
147.7,43.7,EQ
142.7,42.0,EQ
171.4,-22.3,EQ
105.6,-6.7,EQ
146.7,14.3,EQ
57.0,10.5,EQ
140.9,32.3,EQ
126.6,5.4,EQ
121.7,-0.2,EQ
121.7,-0.1,EQ
-170.6,52.4,EQ
-75.2,-13.1,EQ
130.3,-3.3,EQ
117.8,1.3,EQ
120.1,0.7,EQ
116.9,-49.3,EQ
-126.9,-20.1,EQ
44.4,-40.7,EQ
-126.9,-20.1,EQ
96.7,30.5,EQ
145.4,19.2,EQ
147.2,17.0,EQ
-179.9,-36.2,EQ
145.8,-3.4,EQ
121.7,-0.1,EQ
-91.8,-40.4,EQ
-75.8,-48.3,EQ
122.1,20.4,EQ
153.5,45.1,EQ
117.4,-7.2,EQ
177.7,-16.4,EQ
140.2,-3.6,EQ
165.1,-12.1,EQ
128.4,27.3,EQ
27.9,-52.1,EQ
-69.3,-24.3,EQ
167.9,-17.4,EQ
7.5,-22.3,EQ
-178.3,-19.9,EQ
143.1,21.7,EQ
-91.3,14.4,EQ
128.3,-8.1,EQ
-138.9,-21.8,EQ
-69.2,-24.0,EQ
159.7,52.9,EQ
167.9,-17.3,EQ
-62.2,-3.6,EQ
167.8,-17.2,EQ
123.9,12.5,EQ
16.0,51.6,EQ
-93.9,16.1,EQ
24.8,40.1,EQ
-153.1,60.5,EQ
149.2,44.5,EQ
130.1,-6.5,EQ
83.7,-43.0,EQ
120.0,-10.4,EQ
53.9,39.8,EQ
77.2,-34.9,EQ
169.1,-19.2,EQ
139.1,35.5,EQ
58.3,-31.8,EQ
-45.1,22.4,EQ
-13.3,-27.5,EQ
-147.2,60.1,EQ
132.6,-0.4,EQ
-79.8,-8.3,EQ
110.4,-5.8,EQ
-152.7,56.5,EQ
58.3,8.5,EQ
-176.0,-23.8,EQ
123.8,25.9,EQ
118.8,-10.1,EQ
121.0,18.7,EQ
121.0,18.8,EQ
127.3,1.8,EQ
119.9,15.0,EQ
65.8,-17.8,EQ
111.4,-8.9,EQ
-23.3,-58.3,EQ
178.0,-19.2,EQ
129.5,-7.1,EQ
111.2,-8.7,EQ
139.9,-50.6,EQ
60.7,-29.9,EQ
-74.0,9.0,EQ
-109.8,-13.0,EQ
-178.7,-17.2,EQ
169.4,-63.4,EQ
123.7,-9.1,EQ
153.2,47.4,EQ
84.6,-41.7,EQ
166.6,-12.0,EQ
-66.7,-23.9,EQ
-174.5,-17.1,EQ
143.1,12.3,EQ
123.9,-0.1,EQ
-179.2,-30.1,EQ
141.1,36.7,EQ
103.2,-4.7,EQ
166.8,-14.0,EQ
111.2,-8.7,EQ
161.3,55.9,EQ
120.9,18.2,EQ
179.5,-31.6,EQ
-174.3,-22.5,EQ
123.9,-8.6,EQ
123.5,-8.7,EQ
123.9,-8.6,EQ
123.6,-8.7,EQ
-173.0,-19.0,EQ
151.3,-3.9,EQ
151.4,-3.8,EQ
54.9,73.4,EQ
151.2,-3.8,EQ
-75.1,-14.9,EQ
127.1,2.2,EQ
51.8,40.7,EQ
117.6,-8.5,EQ
-101.5,-36.3,EQ
141.8,27.9,EQ
-42.6,30.1,EQ
156.1,50.9,EQ
127.9,4.6,EQ
126.6,3.7,EQ
94.1,-44.4,EQ
87.5,3.2,EQ
121.2,-7.4,EQ
-112.6,-28.7,EQ
-177.1,-23.5,EQ
167.1,-14.8,EQ
130.8,-7.1,EQ
-34.5,7.3,EQ
160.4,53.9,EQ
167.9,-16.2,EQ
146.6,-3.6,EQ
-62.9,18.6,EQ
133.7,-4.6,EQ
151.1,-6.0,EQ
95.1,24.6,EQ
151.0,-5.9,EQ
-124.8,40.3,EQ
150.9,-5.4,EQ
151.0,-5.9,EQ
74.0,39.2,EQ
131.5,33.5,EQ
139.1,-2.8,EQ
169.6,-20.7,EQ
126.0,8.2,EQ
125.9,8.2,EQ
151.5,46.2,EQ
148.7,45.1,EQ
148.8,-3.4,EQ
-73.0,6.8,EQ
-121.4,35.8,EQ
126.3,9.6,EQ
179.3,-65.2,EQ
-71.1,-30.7,EQ
130.5,-6.4,EQ
-172.1,-16.7,EQ
94.7,25.1,EQ
-26.5,-56.3,EQ
-111.8,-29.6,EQ
-163.6,53.5,EQ
-112.1,-29.9,EQ
-116.4,37.3,EQ
25.8,-52.5,EQ
-111.9,-29.4,EQ
-69.9,-17.3,EQ
-179.8,-24.0,EQ
141.0,36.6,EQ
41.4,-15.4,EQ
-176.8,-31.5,EQ
133.0,-0.6,EQ
121.1,-8.1,EQ
169.8,-21.0,EQ
158.7,-9.3,EQ
-164.1,54.1,EQ
141.8,38.2,EQ
120.3,-7.6,EQ
-14.2,-17.0,EQ
-38.0,8.3,EQ
-147.5,61.0,EQ
-147.5,61.0,EQ
122.3,24.0,EQ
-17.0,0.2,EQ
20.9,37.5,EQ
-82.5,4.0,EQ
126.9,8.5,EQ
-120.3,36.2,EQ
-155.1,19.3,EQ
122.4,24.1,EQ
27.2,35.4,EQ
124.9,-0.2,EQ
20.9,43.2,EQ
125.9,6.4,EQ
140.6,35.6,EQ
126.4,7.8,EQ
-65.2,-57.3,EQ
166.2,-11.7,EQ
77.8,-44.0,EQ
-120.4,36.2,EQ
126.5,8.9,EQ
-170.7,52.2,EQ
-177.3,-25.6,EQ
147.1,14.8,EQ
131.5,-5.4,EQ
71.1,36.5,EQ
126.6,7.5,EQ
-100.6,18.1,EQ
147.8,43.0,EQ
143.3,22.7,EQ
143.1,40.3,EQ
-70.1,-24.9,EQ
163.9,-10.7,EQ
-175.7,-24.0,EQ
-73.1,-36.4,EQ
141.4,-2.8,EQ
-79.2,-3.7,EQ
145.8,18.1,EQ
152.9,-4.7,EQ
-93.2,16.1,EQ
-178.8,-21.0,EQ
122.5,-0.0,EQ
-175.4,-21.4,EQ
-179.8,-24.0,EQ
120.8,18.0,EQ
-166.9,-63.7,EQ
93.2,7.9,EQ
95.0,4.7,EQ
160.0,52.9,EQ
-177.5,-16.6,EQ
-27.1,-60.4,EQ
-24.8,-56.0,EQ
127.2,1.8,EQ
147.1,-6.2,EQ
-93.8,16.9,EQ
-178.1,-36.4,EQ
140.0,-3.8,EQ
155.0,47.3,EQ
140.4,-3.6,EQ
180.0,-23.8,EQ
127.8,1.4,EQ
-68.5,18.2,EQ
-69.2,19.3,EQ
-69.1,-19.0,EQ
122.1,24.1,EQ
64.2,3.2,EQ
-153.8,56.3,EQ
150.3,47.6,EQ
-27.7,-56.0,EQ
122.3,24.1,EQ
175.5,-16.8,EQ
93.0,20.5,EQ
68.0,-20.4,EQ
139.3,40.7,EQ
139.2,40.7,EQ
122.2,24.0,EQ
161.5,55.6,EQ
121.0,18.4,EQ
117.2,-5.9,EQ
95.7,25.5,EQ
128.3,2.9,EQ
-89.3,12.5,EQ
-83.4,8.4,EQ
48.3,46.8,EQ
48.3,46.8,EQ
48.3,46.8,EQ
48.3,46.8,EQ
48.2,46.8,EQ
-83.6,-41.9,EQ
151.2,-3.7,EQ
151.1,-3.7,EQ
-12.8,-7.0,EQ
28.4,-1.6,EQ
151.2,-3.6,EQ
122.3,23.9,EQ
122.3,24.0,EQ
54.5,73.3,EQ
-24.4,-1.1,EQ
-177.2,-30.5,EQ
126.1,11.0,EQ
167.5,-15.7,EQ
-26.4,62.0,EQ
-156.4,57.4,EQ
172.3,-63.5,EQ
165.4,-11.4,EQ
26.9,36.7,EQ
-110.9,-36.1,EQ
132.5,41.2,EQ
132.5,41.2,EQ
142.8,-4.6,EQ
71.4,36.2,EQ
-171.1,50.8,EQ
100.1,1.1,EQ
43.1,11.5,EQ
115.4,-11.2,EQ
165.9,-10.7,EQ
-14.7,-12.7,EQ
-14.6,-12.8,EQ
-70.7,-26.6,EQ
-85.4,10.9,EQ
51.0,13.2,EQ
164.2,-10.6,EQ
126.2,1.1,EQ
-179.1,-21.2,EQ
-94.5,14.9,EQ
43.3,11.9,EQ
43.2,11.7,EQ
141.5,30.6,EQ
117.0,-10.4,EQ
160.6,-10.1,EQ
150.8,45.6,EQ
150.7,45.5,EQ
138.7,-1.3,EQ
161.4,55.7,EQ
105.5,-8.1,EQ
141.0,36.5,EQ
154.6,-6.6,EQ
145.2,-3.4,EQ
-107.8,-34.3,EQ
139.5,33.9,EQ
145.7,20.1,EQ
121.4,20.1,EQ
151.3,-4.7,EQ
-70.6,-26.5,EQ
-70.7,-26.3,EQ
-70.5,-26.4,EQ
121.8,24.1,EQ
78.2,-35.6,EQ
147.6,-6.7,EQ
78.8,49.9,EQ
-71.3,-26.3,EQ
88.8,41.6,EQ
141.4,34.6,EQ
-151.4,62.5,EQ
-70.9,-26.7,EQ
67.1,-16.3,EQ
103.5,-4.7,EQ
-74.3,43.9,EQ
153.6,47.5,EQ
122.6,24.0,EQ
130.7,44.2,EQ
117.5,-49.6,EQ
78.5,-39.8,EQ
146.0,-5.5,EQ
94.6,5.7,EQ
-70.5,-26.1,EQ
103.2,-5.8,EQ
12.9,38.7,EQ
125.4,11.6,EQ
25.3,40.3,EQ
-177.9,-18.4,EQ
-178.1,51.1,EQ
-71.6,-29.8,EQ
-13.4,-31.2,EQ
-79.1,-3.7,EQ
164.2,-10.6,EQ
146.8,15.8,EQ
-44.5,27.2,EQ
128.1,-2.9,EQ
-82.7,8.1,EQ
-70.8,-25.6,EQ
153.8,47.3,EQ
-91.0,13.7,EQ
137.5,-3.7,EQ
125.3,-6.4,EQ
-71.0,-26.2,EQ
144.4,41.7,EQ
-91.4,13.8,EQ
-46.3,24.5,EQ
-21.8,-0.9,EQ
141.8,38.7,EQ
-34.7,7.3,EQ
141.6,31.1,EQ
-71.1,-26.9,EQ
-173.3,-15.9,EQ
139.8,36.1,EQ
156.3,-8.1,EQ
156.3,-8.4,EQ
156.4,-7.7,EQ
121.1,1.1,EQ
-70.1,-23.7,EQ
137.9,37.2,EQ
154.6,-6.8,EQ
150.0,44.8,EQ
-70.5,-26.1,EQ
139.5,-3.0,EQ
-25.1,-56.9,EQ
-173.8,-20.8,EQ
166.3,-13.7,EQ
-17.5,37.6,EQ
-90.0,12.6,EQ
115.2,-11.5,EQ
-179.2,-34.9,EQ
146.5,-56.7,EQ
123.3,0.0,EQ
43.5,11.6,EQ
-87.7,12.6,EQ
-66.7,-24.3,EQ
-174.0,-20.9,EQ
128.3,2.6,EQ
115.0,-11.9,EQ
-69.2,-30.8,EQ
94.4,22.0,EQ
29.4,40.1,EQ
136.2,-4.2,EQ
-25.5,-60.7,EQ
-25.7,-60.5,EQ
-24.9,-60.4,EQ
-25.4,-60.6,EQ
126.8,4.2,EQ
-25.2,-60.3,EQ
-25.3,-60.4,EQ
142.5,41.8,EQ
-76.7,-12.8,EQ
166.1,-10.8,EQ
-179.8,-23.4,EQ
120.9,1.1,EQ
118.1,-11.4,EQ
-172.6,-18.1,EQ
78.9,49.9,EQ
-180.0,-36.5,EQ
122.2,1.6,EQ
151.7,-6.3,EQ
120.8,1.1,EQ
139.9,36.2,EQ
-179.5,-31.4,EQ
-24.9,-60.3,EQ
-113.9,44.1,EQ
-113.9,44.1,EQ
126.8,4.6,EQ
-114.1,44.2,EQ
-114.1,44.3,EQ
71.4,36.4,EQ
42.2,40.3,EQ
42.2,40.3,EQ
-74.9,-40.2,EQ
148.8,-6.7,EQ
133.9,35.5,EQ
152.9,47.8,EQ
137.4,30.2,EQ
102.1,-4.7,EQ
119.2,-9.0,EQ
67.3,-0.5,EQ
111.4,-8.8,EQ
-83.6,8.9,EQ
126.0,1.0,EQ
146.7,14.4,EQ
-79.4,-4.0,EQ
104.5,-5.8,EQ
-168.3,52.3,EQ
-57.3,31.4,EQ
165.8,-11.0,EQ
150.8,45.3,EQ
147.1,-5.6,EQ
90.0,34.0,EQ
166.3,-12.6,EQ
-177.4,-20.2,EQ
-177.7,-20.1,EQ
115.2,35.2,EQ
128.2,1.4,EQ
128.3,1.3,EQ
128.0,1.3,EQ
128.2,1.4,EQ
128.3,1.4,EQ
-111.0,-13.3,EQ
128.2,1.3,EQ
128.2,1.4,EQ
128.1,1.4,EQ
128.6,2.7,EQ
128.2,1.5,EQ
128.1,1.4,EQ
128.3,1.4,EQ
128.0,1.2,EQ
128.4,1.5,EQ
128.3,1.3,EQ
5.3,50.7,EQ
128.3,1.4,EQ
-174.6,-18.9,EQ
-179.8,-23.6,EQ
156.1,-6.9,EQ
128.2,1.4,EQ
128.5,-7.5,EQ
-100.2,-36.2,EQ
128.3,1.4,EQ
126.2,11.3,EQ
142.3,41.3,EQ
114.2,-50.2,EQ
10.3,44.7,EQ
142.7,28.6,EQ
-177.1,-65.4,EQ
179.2,-23.1,EQ
121.8,-0.2,EQ
123.0,4.3,EQ
-71.9,-29.5,EQ
141.9,38.9,EQ
144.3,14.7,EQ
125.8,6.3,EQ
-170.6,52.5,EQ
125.4,-5.0,EQ
-27.0,-56.4,EQ
-74.1,-15.7,EQ
-26.2,-58.9,EQ
105.4,-6.1,EQ
130.6,-6.8,EQ
120.5,0.4,EQ
-77.1,-5.6,EQ
151.8,-5.4,EQ
120.4,1.1,EQ
8.2,73.5,EQ
122.1,-0.2,EQ
115.3,-11.3,EQ
161.7,55.5,EQ
141.8,31.2,EQ
141.8,31.2,EQ
142.0,-4.2,EQ
96.1,26.2,EQ
168.0,-15.9,EQ
141.6,37.4,EQ
-155.5,19.4,EQ
119.2,-9.0,EQ
-63.2,-28.2,EQ
-163.7,53.6,EQ
-13.5,-7.2,EQ
39.5,39.8,EQ
161.6,55.6,EQ
126.5,2.0,EQ
45.9,34.3,EQ
148.4,43.7,EQ
79.0,50.1,EQ
-174.3,-18.3,EQ
-158.0,55.3,EQ
-92.4,14.4,EQ
130.6,-7.4,EQ
-175.0,-15.8,EQ
144.3,12.1,EQ
-15.8,-1.3,EQ
-79.9,0.5,EQ
70.6,36.3,EQ
-78.1,-5.0,EQ
-178.4,-31.1,EQ
-87.5,12.7,EQ
-178.3,-18.1,EQ
-75.6,-15.1,EQ
131.0,-7.3,EQ
120.9,1.3,EQ
152.3,47.3,EQ
128.2,-7.5,EQ
-152.2,56.4,EQ
-152.3,56.4,EQ
-152.5,56.4,EQ
-152.5,56.5,EQ
-152.3,56.5,EQ
127.7,-8.5,EQ
71.2,36.3,EQ
126.0,9.8,EQ
-108.7,24.3,EQ
-71.6,-28.9,EQ
120.3,-7.2,EQ
22.8,35.0,EQ
125.0,10.0,EQ
125.9,11.5,EQ
155.5,-40.5,EQ
152.0,-5.5,EQ
-76.3,-3.8,EQ
-82.5,4.0,EQ
138.6,-2.3,EQ
-179.9,-24.2,EQ
-155.3,56.8,EQ
-68.9,-31.4,EQ
-82.3,7.4,EQ
131.1,29.9,EQ
-80.1,-44.4,EQ
152.0,-5.5,EQ
152.2,-5.5,EQ
-70.4,-23.8,EQ
-75.9,-44.9,EQ
170.7,-21.9,EQ
78.2,49.8,EQ
-124.8,-55.7,EQ
154.9,48.2,EQ
128.1,-7.6,EQ
140.0,32.6,EQ
146.6,-6.2,EQ
-177.8,-19.5,EQ
153.6,-4.8,EQ
147.4,-5.6,EQ
142.8,41.8,EQ
-90.8,13.8,EQ
-26.4,-56.5,EQ
72.1,-6.9,EQ
72.5,-7.2,EQ
71.7,-6.6,EQ
72.3,-6.8,EQ
-177.7,51.0,EQ
71.7,-6.9,EQ
71.3,-6.7,EQ
72.4,-6.8,EQ
72.3,-6.9,EQ
115.2,-9.5,EQ
71.4,-6.7,EQ
71.6,-6.7,EQ
71.0,-6.3,EQ
71.5,-6.8,EQ
71.4,-6.6,EQ
-15.5,-49.6,EQ
72.0,-6.8,EQ
71.7,-6.7,EQ
71.3,-6.5,EQ
71.8,-6.7,EQ
-91.9,14.1,EQ
6.8,76.6,EQ
-91.9,14.1,EQ
71.8,-6.7,EQ
123.6,0.2,EQ
71.1,-6.6,EQ
38.6,7.0,EQ
-172.9,-15.2,EQ
-127.5,43.6,EQ
-88.1,12.6,EQ
130.4,-6.5,EQ
72.4,-6.7,EQ
159.7,53.9,EQ
71.4,-6.5,EQ
