"// "
"// Example data file for Orient 3 (Vollmer, 2015)"
// Latitude and longitude formated as spherical projection data
"// "
"// Earthquake epicenters 1980-1990, M greater than 4.5 "
"// "
"// From 5-Minute Gridded Global Relief Data Collection (ETOPO5) "
"// Released on ""GLOBAL RELIEF CD-ROM"" (Original Version 1993, updated June 2005 for "
// online users)(2005).
"// "
// File: WORLDEQ.5
"// "
"// World Data Service for Geophysics, Boulder NGDC Data Announcement 93-MGG-01"
"// "
// http://www.ngdc.noaa.gov/mgg/fliers/93mgg01.html
"// "
// -------------------------------------------------------------------------------------
Longitude Sphere,Latitude Sphere,Type
-28.4,0.9,EQ
140.4,28.7,EQ
151.3,-3.8,EQ
-177.8,-31.3,EQ
-175.3,-17.3,EQ
144.8,42.8,EQ
128.1,-7.0,EQ
-78.6,3.3,EQ
140.5,28.8,EQ
149.4,44.5,EQ
140.3,28.7,EQ
144.5,12.3,EQ
122.0,-8.4,EQ
-178.0,51.1,EQ
-179.8,-23.8,EQ
-178.6,-31.7,EQ
126.9,6.2,EQ
107.5,-7.4,EQ
68.6,-5.2,EQ
170.4,-21.6,EQ
124.6,0.1,EQ
-71.9,-33.2,EQ
126.4,1.3,EQ
-78.6,3.0,EQ
-178.0,-14.8,EQ
151.7,-5.0,EQ
-67.0,-28.0,EQ
-80.2,-45.0,EQ
-71.9,-32.6,EQ
-69.6,-17.6,EQ
102.6,-4.1,EQ
-94.0,15.8,EQ
-116.5,37.2,EQ
122.1,24.6,EQ
-174.0,-16.7,EQ
-72.3,-36.5,EQ
95.8,-45.1,EQ
-90.5,14.7,EQ
77.0,36.6,EQ
113.7,-9.5,EQ
-75.0,-40.8,EQ
-69.7,-29.1,EQ
78.9,49.9,EQ
83.0,34.6,EQ
-11.1,71.4,EQ
124.1,-0.7,EQ
147.0,-56.3,EQ
123.8,-0.1,EQ
153.3,-4.6,EQ
148.5,-9.4,EQ
-178.6,-17.6,EQ
148.6,-9.4,EQ
166.6,-11.7,EQ
132.7,30.3,EQ
102.9,-3.1,EQ
146.7,-3.4,EQ
-178.0,-16.0,EQ
155.9,-6.9,EQ
-176.0,-28.4,EQ
127.5,4.9,EQ
61.1,29.5,EQ
-67.1,-24.0,EQ
-67.1,-24.1,EQ
163.5,-11.0,EQ
142.5,48.4,EQ
163.6,-11.1,EQ
163.6,-11.0,EQ
163.7,-10.9,EQ
163.7,-11.0,EQ
163.7,-11.0,EQ
163.8,-10.9,EQ
-40.6,9.5,EQ
104.4,33.9,EQ
148.3,-5.8,EQ
41.1,-10.6,EQ
41.2,-10.7,EQ
41.2,-10.7,EQ
-78.1,-1.9,EQ
-79.1,-8.8,EQ
152.2,47.9,EQ
-71.9,-33.4,EQ
168.8,-19.5,EQ
-68.1,-21.3,EQ
124.3,9.4,EQ
-64.6,18.9,EQ
-82.3,6.1,EQ
-73.0,6.9,EQ
154.9,-6.6,EQ
127.3,1.2,EQ
41.2,-10.6,EQ
179.4,-37.6,EQ
122.0,20.7,EQ
-178.0,-30.8,EQ
98.4,1.4,EQ
-176.6,-24.5,EQ
78.7,49.9,EQ
-78.7,-10.4,EQ
87.2,18.4,EQ
146.8,-3.4,EQ
126.5,8.3,EQ
-26.8,0.9,EQ
140.8,26.1,EQ
147.0,-3.3,EQ
-69.4,-27.9,EQ
143.8,40.6,EQ
56.3,-33.8,EQ
56.4,-33.7,EQ
138.4,-4.2,EQ
146.4,-54.8,EQ
152.8,-4.4,EQ
153.0,-4.4,EQ
140.0,27.2,EQ
139.9,27.2,EQ
152.7,-4.4,EQ
167.8,-17.2,EQ
-178.6,-30.4,EQ
126.6,1.4,EQ
152.6,-4.3,EQ
45.9,42.1,EQ
-97.0,17.5,EQ
143.5,29.1,EQ
128.5,2.9,EQ
130.5,29.2,EQ
144.7,46.7,EQ
-63.1,18.5,EQ
-94.2,17.3,EQ
-72.2,-33.4,EQ
-10.7,-46.9,EQ
95.5,5.7,EQ
-177.8,-29.7,EQ
145.5,15.1,EQ
129.8,-6.5,EQ
-72.2,-33.4,EQ
117.7,-9.7,EQ
142.0,22.6,EQ
-72.1,-33.0,EQ
137.8,-3.3,EQ
125.3,6.0,EQ
-108.5,19.6,EQ
163.4,-11.1,EQ
149.8,-59.7,EQ
153.0,-5.3,EQ
124.2,-9.3,EQ
110.3,-8.5,EQ
-72.9,-17.5,EQ
-91.6,-38.6,EQ
-73.0,-17.6,EQ
138.7,-2.6,EQ
178.8,-23.6,EQ
152.8,-4.3,EQ
121.1,-8.2,EQ
-25.3,-56.6,EQ
118.2,-9.3,EQ
-72.1,-33.0,EQ
101.7,-5.7,EQ
112.9,-9.4,EQ
56.1,-33.9,EQ
-45.0,25.9,EQ
-45.1,25.9,EQ
122.9,-0.4,EQ
152.6,-4.2,EQ
178.8,51.2,EQ
97.3,19.2,EQ
121.4,17.5,EQ
-116.8,34.5,EQ
-86.9,12.6,EQ
152.9,-4.3,EQ
160.2,52.0,EQ
-71.7,-32.8,EQ
154.4,-6.0,EQ
-172.9,51.6,EQ
159.1,52.2,EQ
-71.9,-33.1,EQ
78.2,-37.2,EQ
70.8,36.5,EQ
40.9,66.0,EQ
-16.8,0.2,EQ
140.9,33.4,EQ
117.3,-10.8,EQ
146.6,19.8,EQ
177.0,-38.8,EQ
126.1,10.2,EQ
78.8,50.0,EQ
178.2,-38.0,EQ
164.9,-10.3,EQ
-68.0,19.0,EQ
161.1,-10.1,EQ
-108.7,19.4,EQ
148.8,-6.3,EQ
148.8,-6.3,EQ
148.8,-6.4,EQ
148.7,-6.6,EQ
148.8,-6.5,EQ
148.8,-6.4,EQ
28.3,34.4,EQ
110.6,-8.6,EQ
146.9,-6.5,EQ
123.9,14.7,EQ
123.9,14.6,EQ
147.0,-5.5,EQ
-76.6,-8.8,EQ
78.2,49.9,EQ
117.8,-11.5,EQ
-173.7,-15.2,EQ
-116.4,37.3,EQ
150.0,45.4,EQ
-178.2,-20.3,EQ
-166.6,52.8,EQ
166.3,-11.4,EQ
-78.7,-5.4,EQ
85.0,-26.5,EQ
-113.4,-27.0,EQ
152.5,-4.4,EQ
127.5,-7.5,EQ
122.4,-32.2,EQ
132.4,-6.1,EQ
166.6,-11.9,EQ
152.0,-5.0,EQ
140.5,37.4,EQ
-26.9,-60.2,EQ
167.4,-15.3,EQ
164.6,56.2,EQ
70.9,36.2,EQ
71.2,36.3,EQ
71.1,36.2,EQ
71.1,36.3,EQ
-94.6,17.7,EQ
71.3,36.3,EQ
147.0,-5.7,EQ
153.0,-5.3,EQ
71.2,36.3,EQ
-89.2,13.3,EQ
122.8,4.9,EQ
122.8,4.8,EQ
128.6,2.4,EQ
126.4,5.4,EQ
140.6,34.7,EQ
173.5,52.4,EQ
52.3,28.9,EQ
71.1,36.3,EQ
168.4,-18.9,EQ
95.2,29.2,EQ
26.5,45.7,EQ
-25.3,-57.7,EQ
179.8,-24.4,EQ
70.8,36.2,EQ
70.8,36.1,EQ
124.0,-0.0,EQ
123.5,7.5,EQ
-75.7,-44.9,EQ
128.0,4.0,EQ
71.1,36.1,EQ
-120.1,36.1,EQ
152.6,-5.2,EQ
175.5,-64.7,EQ
121.9,24.4,EQ
160.4,53.6,EQ
-178.3,-20.1,EQ
-177.7,-31.2,EQ
141.0,36.4,EQ
154.6,-7.0,EQ
169.7,-20.6,EQ
120.4,0.1,EQ
169.3,-19.2,EQ
168.4,-18.9,EQ
127.1,1.6,EQ
53.0,27.8,EQ
117.8,-9.7,EQ
-178.0,-19.5,EQ
128.5,-3.8,EQ
113.5,-6.1,EQ
113.4,-6.1,EQ
113.5,-6.2,EQ
130.4,-6.1,EQ
154.3,-61.6,EQ
153.1,-5.7,EQ
-67.1,-31.6,EQ
-174.6,-15.3,EQ
129.4,-6.9,EQ
173.6,52.4,EQ
125.5,0.4,EQ
104.8,-5.4,EQ
120.2,16.9,EQ
125.9,12.5,EQ
162.7,56.2,EQ
105.4,-6.0,EQ
152.9,-4.2,EQ
148.1,8.8,EQ
140.2,11.1,EQ
140.2,11.2,EQ
140.3,11.2,EQ
168.7,54.1,EQ
95.6,36.1,EQ
-73.5,-38.4,EQ
121.2,19.9,EQ
141.8,37.8,EQ
117.2,-7.0,EQ
140.4,11.1,EQ
102.9,-4.4,EQ
125.9,-2.4,EQ
71.0,36.3,EQ
-75.5,-15.0,EQ
128.5,-3.8,EQ
152.8,-4.3,EQ
-173.5,-15.2,EQ
-178.7,-32.0,EQ
-75.6,-15.1,EQ
129.1,26.0,EQ
122.0,0.2,EQ
-93.3,-38.4,EQ
141.0,28.0,EQ
-7.0,-57.4,EQ
67.2,-15.4,EQ
140.8,28.1,EQ
140.7,28.0,EQ
140.8,27.8,EQ
59.3,37.1,EQ
140.7,27.9,EQ
140.4,27.6,EQ
-88.7,13.0,EQ
140.9,28.0,EQ
140.8,28.1,EQ
140.9,28.0,EQ
140.7,28.2,EQ
128.2,2.8,EQ
140.8,28.2,EQ
128.2,2.7,EQ
-124.2,-55.7,EQ
140.8,28.3,EQ
-75.6,-15.0,EQ
166.5,-11.6,EQ
72.0,36.1,EQ
141.0,28.2,EQ
36.1,5.5,EQ
90.3,41.7,EQ
126.9,-1.0,EQ
126.9,3.1,EQ
-179.0,-16.1,EQ
-78.9,-9.2,EQ
-174.9,-22.9,EQ
-1.5,71.9,EQ
69.1,-23.0,EQ
69.1,-23.0,EQ
-78.3,-8.4,EQ
169.5,-22.1,EQ
146.3,44.6,EQ
-174.7,-22.4,EQ
75.3,39.4,EQ
75.2,39.4,EQ
75.1,39.6,EQ
-66.8,-24.1,EQ
120.8,13.9,EQ
-177.8,-22.0,EQ
156.7,50.2,EQ
75.1,39.3,EQ
-108.5,21.8,EQ
158.9,53.8,EQ
128.7,2.7,EQ
-45.0,23.4,EQ
97.7,25.4,EQ
148.9,-6.9,EQ
142.2,36.2,EQ
-44.6,26.5,EQ
141.0,27.6,EQ
-179.0,-20.9,EQ
-173.3,-17.5,EQ
-67.5,-21.5,EQ
-25.4,-58.9,EQ
171.1,-22.2,EQ
-179.0,-21.0,EQ
-179.0,-21.0,EQ
142.6,40.2,EQ
-25.3,-57.2,EQ
-25.4,-57.3,EQ
144.3,22.1,EQ
140.5,28.2,EQ
140.8,28.1,EQ
75.5,39.4,EQ
130.3,-3.2,EQ
140.9,27.8,EQ
140.8,28.1,EQ
71.0,36.3,EQ
140.9,28.0,EQ
140.8,28.1,EQ
172.6,53.1,EQ
-18.5,67.7,EQ
119.9,17.0,EQ
119.9,16.9,EQ
-75.5,-15.0,EQ
140.8,28.1,EQ
140.7,27.9,EQ
163.6,55.5,EQ
-75.3,19.8,EQ
140.8,28.0,EQ
-92.1,-38.9,EQ
102.7,23.8,EQ
148.0,43.8,EQ
121.4,0.7,EQ
119.3,17.1,EQ
140.7,28.2,EQ
140.7,28.1,EQ
-172.9,-17.7,EQ
140.8,28.0,EQ
146.9,-5.4,EQ
144.0,12.4,EQ
71.0,36.0,EQ
140.7,28.2,EQ
32.8,-8.8,EQ
140.7,28.1,EQ
128.2,1.4,EQ
126.4,5.6,EQ
71.0,36.3,EQ
128.5,-7.4,EQ
-24.6,-56.8,EQ
97.7,25.4,EQ
146.3,-5.9,EQ
142.6,37.6,EQ
140.7,28.2,EQ
111.1,-9.6,EQ
130.3,-3.1,EQ
130.3,-3.1,EQ
130.3,-3.1,EQ
-26.2,-59.6,EQ
21.2,37.4,EQ
140.7,28.0,EQ
-30.1,-56.2,EQ
152.9,-4.3,EQ
140.5,28.4,EQ
122.5,9.5,EQ
167.7,-17.6,EQ
-26.6,-56.3,EQ
-178.9,-21.0,EQ
140.5,28.4,EQ
93.6,14.8,EQ
149.9,-6.5,EQ
104.9,-5.9,EQ
140.9,27.9,EQ
153.4,46.3,EQ
114.1,-9.8,EQ
-178.0,-21.0,EQ
168.8,60.4,EQ
149.9,-6.5,EQ
149.7,-6.4,EQ
120.8,13.7,EQ
-76.8,-4.8,EQ
150.2,-6.6,EQ
150.1,-6.6,EQ
139.8,27.2,EQ
122.9,24.6,EQ
139.9,27.3,EQ
150.1,-6.6,EQ
150.0,-6.4,EQ
140.3,28.4,EQ
139.5,10.6,EQ
154.4,-6.0,EQ
112.2,-11.1,EQ
108.8,-8.0,EQ
97.7,25.4,EQ
150.0,-6.6,EQ
166.5,-15.0,EQ
-173.5,-15.4,EQ
-132.0,-54.3,EQ
-132.4,-54.4,EQ
138.9,-2.1,EQ
75.4,39.4,EQ
75.3,39.4,EQ
75.8,39.3,EQ
126.3,1.6,EQ
150.0,-6.5,EQ
-136.4,59.1,EQ
136.2,-4.1,EQ
126.6,7.1,EQ
136.2,-4.0,EQ
136.0,-4.1,EQ
135.8,-4.3,EQ
135.8,-4.3,EQ
-179.2,-29.7,EQ
-97.2,18.0,EQ
-175.6,-19.2,EQ
139.2,40.4,EQ
-173.9,-16.8,EQ
119.3,-10.8,EQ
148.5,-6.1,EQ
-173.5,-20.8,EQ
129.4,-7.0,EQ
128.5,2.1,EQ
140.7,28.1,EQ
41.1,-10.6,EQ
-66.9,-28.1,EQ
49.4,31.6,EQ
155.8,49.6,EQ
146.4,-3.4,EQ
-178.4,-18.1,EQ
-8.0,-49.4,EQ
141.3,28.4,EQ
-70.7,-28.1,EQ
-102.5,18.2,EQ
-101.5,17.8,EQ
140.9,28.1,EQ
140.7,28.0,EQ
140.9,28.0,EQ
140.9,28.1,EQ
140.9,28.3,EQ
122.3,24.6,EQ
-177.1,-26.5,EQ
-101.6,17.8,EQ
140.8,28.0,EQ
140.7,28.1,EQ
-13.4,-46.7,EQ
-102.5,-3.7,EQ
140.8,28.1,EQ
141.0,28.0,EQ
140.7,28.1,EQ
140.8,28.2,EQ
118.8,-11.3,EQ
122.4,-8.9,EQ
130.4,-7.2,EQ
17.6,42.9,EQ
-44.3,12.5,EQ
140.8,28.1,EQ
65.3,3.3,EQ
136.3,-4.1,EQ
136.4,-4.1,EQ
65.3,3.2,EQ
-13.7,-17.8,EQ
141.0,28.1,EQ
140.5,11.1,EQ
140.8,28.1,EQ
140.9,28.3,EQ
130.0,-6.4,EQ
144.0,13.2,EQ
-44.3,12.4,EQ
-102.7,18.2,EQ
-44.3,12.5,EQ
-84.0,9.3,EQ
143.5,12.0,EQ
140.7,28.3,EQ
-178.7,-34.7,EQ
-71.6,-33.6,EQ
-176.9,-35.2,EQ
-178.7,-35.1,EQ
-178.8,-35.1,EQ
150.7,-5.3,EQ
-178.7,-35.2,EQ
-178.9,-35.2,EQ
159.9,-9.8,EQ
-174.6,-22.2,EQ
-72.1,-34.0,EQ
124.9,4.3,EQ
26.6,34.5,EQ
71.2,36.3,EQ
-178.8,-35.1,EQ
-178.4,-35.0,EQ
-101.2,17.3,EQ
129.9,-6.5,EQ
-174.1,-20.9,EQ
140.8,28.1,EQ
140.8,28.0,EQ
140.8,28.1,EQ
22.3,41.6,EQ
126.6,2.2,EQ
-178.8,-34.9,EQ
-67.9,-25.0,EQ
140.6,27.9,EQ
140.8,28.0,EQ
-72.7,-17.8,EQ
166.2,-13.4,EQ
-44.8,13.3,EQ
-168.9,52.3,EQ
-179.2,-33.8,EQ
114.8,-11.6,EQ
151.4,43.9,EQ
-168.8,52.3,EQ
169.8,-19.5,EQ
71.6,36.5,EQ
75.8,39.4,EQ
-23.1,-58.7,EQ
140.8,34.8,EQ
75.5,39.3,EQ
140.0,27.6,EQ
140.1,35.8,EQ
48.4,-18.3,EQ
140.5,28.1,EQ
144.0,22.9,EQ
130.4,-6.5,EQ
144.0,21.9,EQ
140.9,27.9,EQ
-124.3,62.2,EQ
-124.2,62.1,EQ
-17.9,-52.0,EQ
169.4,-19.0,EQ
140.3,38.4,EQ
147.2,19.6,EQ
96.0,4.0,EQ
-25.1,-57.7,EQ
-66.3,-22.8,EQ
107.1,-6.8,EQ
-174.2,-21.1,EQ
140.9,28.3,EQ
-159.6,54.8,EQ
-71.4,-34.1,EQ
-159.5,54.9,EQ
-174.2,-21.1,EQ
140.6,28.3,EQ
54.9,26.8,EQ
142.0,41.5,EQ
-177.9,-18.7,EQ
-174.4,-22.4,EQ
153.2,-4.3,EQ
-159.7,54.9,EQ
-178.1,-30.8,EQ
-176.4,-21.7,EQ
143.0,42.3,EQ
141.4,36.6,EQ
92.5,27.1,EQ
-89.7,13.2,EQ
-29.9,0.9,EQ
93.8,8.5,EQ
179.9,-25.2,EQ
69.8,40.3,EQ
-175.6,-19.1,EQ
-111.9,-14.9,EQ
140.6,28.2,EQ
140.2,35.6,EQ
147.4,-6.7,EQ
-178.9,-35.0,EQ
-34.1,56.8,EQ
136.9,37.6,EQ
146.3,46.3,EQ
176.3,-17.5,EQ
62.7,4.5,EQ
130.7,-5.5,EQ
-178.8,-35.1,EQ
125.2,10.5,EQ
6.6,44.8,EQ
121.0,-7.7,EQ
-178.8,-29.0,EQ
166.0,-13.6,EQ
-178.2,-18.2,EQ
66.7,-20.2,EQ
66.8,-20.4,EQ
66.7,-20.2,EQ
148.1,44.0,EQ
125.7,10.4,EQ
-179.2,-20.2,EQ
-179.2,-20.2,EQ
125.2,-11.1,EQ
153.1,-5.8,EQ
66.8,-20.0,EQ
-173.3,-15.2,EQ
140.8,28.4,EQ
-68.6,-31.4,EQ
127.1,6.1,EQ
140.7,28.1,EQ
-67.2,-27.5,EQ
-171.3,52.1,EQ
105.6,-9.2,EQ
140.8,28.0,EQ
124.3,-7.1,EQ
140.7,28.1,EQ
140.8,28.1,EQ
-178.2,-21.9,EQ
154.0,-61.2,EQ
140.6,28.3,EQ
-159.5,54.8,EQ
-139.0,-21.9,EQ
124.1,16.1,EQ
144.3,-5.0,EQ
-154.3,58.5,EQ
6.8,36.5,EQ
-178.8,-17.7,EQ
151.6,-3.7,EQ
130.8,-7.3,EQ
-176.0,-15.4,EQ
175.9,-16.4,EQ
127.4,1.8,EQ
140.6,27.7,EQ
140.8,28.3,EQ
103.1,-5.7,EQ
54.8,36.7,EQ
151.0,-9.6,EQ
151.1,-9.6,EQ
54.8,36.9,EQ
-102.5,18.2,EQ
151.0,-9.5,EQ
-69.3,-23.5,EQ
151.0,-9.5,EQ
126.1,1.1,EQ
150.9,-9.5,EQ
151.0,-9.5,EQ
143.9,12.4,EQ
-174.3,-16.8,EQ
66.5,-14.8,EQ
179.9,-24.3,EQ
66.7,-15.0,EQ
175.5,51.8,EQ
-78.4,-10.4,EQ
140.7,28.2,EQ
66.6,-14.8,EQ
125.0,13.4,EQ
-166.9,53.2,EQ
-63.2,-28.7,EQ
-176.4,-27.6,EQ
151.2,-9.5,EQ
177.0,-38.9,EQ
142.4,18.3,EQ
146.4,18.2,EQ
122.2,24.8,EQ
179.3,51.3,EQ
121.3,20.1,EQ
123.9,-0.0,EQ
175.9,-18.1,EQ
175.9,-18.2,EQ
122.0,0.3,EQ
140.8,28.2,EQ
-70.7,-35.2,EQ
120.2,13.7,EQ
-77.0,-12.2,EQ
-177.5,-16.6,EQ
-151.4,62.5,EQ
-175.2,-18.3,EQ
140.1,35.3,EQ
146.0,-7.1,EQ
-26.2,-58.7,EQ
-74.9,-40.5,EQ
124.9,5.5,EQ
-173.3,-16.2,EQ
42.3,40.3,EQ
-179.3,-35.3,EQ
137.0,7.7,EQ
124.2,6.8,EQ
124.2,6.6,EQ
140.8,28.1,EQ
-174.7,-22.8,EQ
-178.9,-34.1,EQ
140.6,28.0,EQ
140.8,28.1,EQ
140.6,27.8,EQ
140.6,27.8,EQ
140.7,27.8,EQ
123.7,-9.8,EQ
140.6,28.3,EQ
-66.7,-27.9,EQ
24.0,41.3,EQ
-33.1,5.8,EQ
-32.5,4.2,EQ
-13.2,-29.0,EQ
129.2,-7.0,EQ
140.4,33.0,EQ
129.7,-3.0,EQ
143.2,12.9,EQ
-98.2,-36.5,EQ
-77.7,-1.5,EQ
127.2,1.9,EQ
145.6,19.0,EQ
-13.1,-28.9,EQ
151.6,-10.7,EQ
-159.8,54.8,EQ
-69.6,-32.4,EQ
-70.1,-33.2,EQ
-178.2,-30.7,EQ
-88.7,13.1,EQ
-13.4,-47.2,EQ
140.8,27.9,EQ
148.3,44.2,EQ
140.8,28.0,EQ
119.5,-2.3,EQ
177.3,51.6,EQ
140.7,28.1,EQ
-13.4,-47.1,EQ
78.4,-38.6,EQ
-178.7,-17.6,EQ
179.6,-34.4,EQ
136.2,-4.1,EQ
160.5,53.8,EQ
134.9,-1.6,EQ
134.3,-1.7,EQ
134.4,-1.7,EQ
-112.2,-25.1,EQ
134.7,-1.7,EQ
134.4,-1.8,EQ
-69.4,-21.4,EQ
-13.4,-32.3,EQ
-179.9,-25.9,EQ
157.9,-9.0,EQ
128.9,28.7,EQ
71.0,37.8,EQ
165.8,-11.7,EQ
111.8,-10.4,EQ
148.6,43.7,EQ
166.1,-11.6,EQ
-174.6,51.4,EQ
135.0,-1.7,EQ
126.7,2.4,EQ
168.6,-18.5,EQ
140.8,28.0,EQ
-178.0,-20.8,EQ
19.4,41.7,EQ
152.8,-4.4,EQ
149.4,-5.9,EQ
-148.7,-59.7,EQ
140.6,28.1,EQ
144.6,13.6,EQ
141.6,34.4,EQ
-40.6,9.2,EQ
18.7,42.3,EQ
-24.8,-59.5,EQ
108.5,-8.6,EQ
163.2,-11.7,EQ
127.1,5.7,EQ
121.9,22.6,EQ
146.3,-55.1,EQ
-175.0,-22.0,EQ
125.2,24.1,EQ
125.2,24.1,EQ
-75.7,-9.5,EQ
125.1,24.1,EQ
149.9,46.5,EQ
-138.9,-21.9,EQ
125.2,24.2,EQ
178.6,-36.8,EQ
-179.0,-21.1,EQ
140.6,28.2,EQ
-90.9,13.9,EQ
-61.4,11.8,EQ
166.2,-14.0,EQ
166.4,-13.8,EQ
166.4,-14.1,EQ
166.2,-14.0,EQ
166.4,-13.8,EQ
166.3,-13.9,EQ
152.9,-4.3,EQ
30.0,-8.7,EQ
166.2,-14.1,EQ
166.1,-13.8,EQ
166.2,-13.8,EQ
166.2,-14.1,EQ
166.2,-13.9,EQ
-63.7,-22.8,EQ
71.4,36.4,EQ
140.7,28.1,EQ
97.7,-0.4,EQ
-15.8,-39.7,EQ
166.6,-13.9,EQ
-179.3,-32.4,EQ
61.3,-29.2,EQ
-174.2,-16.4,EQ
-179.0,-21.1,EQ
-26.1,-59.6,EQ
66.7,-16.5,EQ
-27.9,-55.8,EQ
-179.5,-32.3,EQ
166.7,-13.8,EQ
129.5,28.0,EQ
139.8,41.2,EQ
-178.3,-32.3,EQ
-179.9,-32.7,EQ
140.5,26.9,EQ
-179.7,-22.4,EQ
118.3,-11.3,EQ
-72.9,6.8,EQ
149.9,-5.6,EQ
-109.4,-35.2,EQ
-116.0,37.1,EQ
-178.3,-20.6,EQ
166.4,-13.9,EQ
-26.1,-59.6,EQ
157.3,49.6,EQ
141.1,43.1,EQ
134.9,-1.6,EQ
-80.9,-2.0,EQ
-178.0,-17.9,EQ
166.2,-13.8,EQ
-115.2,-22.0,EQ
105.8,-5.7,EQ
-178.5,-30.7,EQ
-177.4,-30.0,EQ
146.9,44.2,EQ
150.0,-7.0,EQ
166.1,-13.7,EQ
108.2,-6.7,EQ
-28.1,0.8,EQ
-64.8,-25.0,EQ
126.6,3.7,EQ
126.7,3.6,EQ
151.0,-3.6,EQ
-85.9,11.6,EQ
140.6,28.1,EQ
58.0,14.7,EQ
128.6,2.3,EQ
-85.8,11.7,EQ
166.2,-14.2,EQ
166.3,-14.1,EQ
-67.7,-21.4,EQ
136.5,-47.7,EQ
166.2,-14.3,EQ
53.5,-36.0,EQ
53.5,-36.0,EQ
128.4,-4.5,EQ
-176.6,-21.8,EQ
140.6,28.1,EQ
26.2,39.2,EQ
154.3,-5.3,EQ
140.7,28.1,EQ
-74.8,5.2,EQ
-173.6,-15.2,EQ
159.6,52.9,EQ
-71.0,-28.3,EQ
123.6,0.1,EQ
140.3,-3.7,EQ
161.2,-10.4,EQ
166.5,-14.0,EQ
166.6,-14.1,EQ
166.6,-13.9,EQ
166.7,-14.1,EQ
166.7,-14.1,EQ
166.5,-14.2,EQ
125.7,24.6,EQ
12.3,50.3,EQ
166.6,-14.2,EQ
166.4,-14.1,EQ
147.2,42.8,EQ
-177.8,-31.0,EQ
142.9,12.5,EQ
-178.4,-15.6,EQ
-178.4,-15.6,EQ
166.4,-13.8,EQ
167.3,-14.4,EQ
-179.0,-21.3,EQ
152.6,46.6,EQ
166.9,-13.6,EQ
125.2,5.1,EQ
-124.2,62.2,EQ
-124.4,62.1,EQ
166.3,-14.0,EQ
-124.3,62.1,EQ
54.3,-35.1,EQ
-34.8,7.1,EQ
166.3,-14.3,EQ
126.6,3.7,EQ
140.9,28.1,EQ
136.2,-4.1,EQ
170.0,-14.1,EQ
-175.9,-22.7,EQ
142.9,12.3,EQ
180.0,-24.6,EQ
-124.1,62.1,EQ
-66.7,-24.0,EQ
-124.1,62.0,EQ
-178.5,-21.7,EQ
-74.4,-10.9,EQ
-70.1,-34.1,EQ
92.1,27.1,EQ
-178.3,-33.4,EQ
104.2,-5.8,EQ
104.3,-5.7,EQ
142.8,12.5,EQ
-177.2,51.6,EQ
-33.5,57.2,EQ
122.2,0.4,EQ
139.8,30.3,EQ
-156.5,56.6,EQ
154.3,-5.8,EQ
-70.6,-19.9,EQ
166.8,-13.6,EQ
166.5,-13.2,EQ
166.4,-14.3,EQ
-116.5,37.2,EQ
130.6,-5.9,EQ
104.3,-5.8,EQ
-68.8,18.4,EQ
104.2,-5.9,EQ
140.5,28.1,EQ
166.2,-13.4,EQ
-27.1,-56.0,EQ
-177.9,-31.7,EQ
119.8,-0.3,EQ
135.1,-3.3,EQ
150.7,-5.5,EQ
-150.3,61.5,EQ
-151.3,63.6,EQ
104.3,-5.8,EQ
-173.5,-17.0,EQ
122.8,-8.0,EQ
128.8,-3.9,EQ
-175.4,-16.5,EQ
-108.4,19.3,EQ
165.0,56.0,EQ
112.1,-34.3,EQ
-5.0,-40.7,EQ
126.9,-1.0,EQ
93.8,10.6,EQ
167.8,-17.6,EQ
167.8,-17.6,EQ
-108.5,19.4,EQ
131.4,-5.6,EQ
9.6,-53.2,EQ
146.2,43.0,EQ
-70.8,-32.2,EQ
168.8,-19.8,EQ
120.0,0.8,EQ
119.9,0.8,EQ
145.9,-3.5,EQ
127.5,-1.3,EQ
126.4,1.7,EQ
166.5,-13.8,EQ
-178.7,-15.9,EQ
167.6,-17.4,EQ
-178.6,-21.2,EQ
128.5,2.4,EQ
127.4,-1.3,EQ
95.3,1.6,EQ
88.3,26.9,EQ
-71.1,-35.8,EQ
144.0,12.4,EQ
-27.9,-56.1,EQ
86.5,28.6,EQ
140.8,27.8,EQ
9.5,-53.0,EQ
166.4,-13.7,EQ
166.4,-13.7,EQ
166.4,-13.7,EQ
166.4,-13.8,EQ
140.7,28.1,EQ
166.4,-13.7,EQ
166.5,-13.8,EQ
166.4,-13.8,EQ
129.4,-7.2,EQ
-77.5,-9.5,EQ
-71.3,-20.1,EQ
-79.4,-4.0,EQ
-102.2,-36.0,EQ
-102.0,18.0,EQ
69.5,34.2,EQ
123.0,24.8,EQ
123.9,23.5,EQ
153.5,-5.0,EQ
121.1,-1.3,EQ
-44.9,13.4,EQ
71.0,36.3,EQ
-121.2,36.6,EQ
154.9,-6.4,EQ
155.2,-7.1,EQ
123.0,24.8,EQ
123.0,24.8,EQ
123.0,24.8,EQ
170.3,-21.4,EQ
170.1,-21.3,EQ
126.1,5.9,EQ
138.7,29.8,EQ
140.8,28.1,EQ
140.9,28.0,EQ
122.0,24.8,EQ
140.9,28.1,EQ
120.8,13.7,EQ
-178.9,-17.5,EQ
-78.4,-10.7,EQ
-175.8,-24.0,EQ
140.9,28.0,EQ
-173.1,51.6,EQ
95.6,21.1,EQ
167.5,-15.5,EQ
142.9,26.9,EQ
-80.0,0.6,EQ
161.3,-10.4,EQ
