"// "
"// Example data file for Orient 3 (Vollmer, 2015)"
// Latitude and longitude formated as spherical projection data
"// "
// Modern continental outlines from data file Modern.cno of EdGCM Global Climate
// Modeling software (2005) http://edgcm.columbia.edu/:
"// "
"// Chandler, M.A., S.J. Richards, and M.J. Shopsin, 2005: EdGCM: Enhancing climate "
"// science education through climate modeling research projects. In Proceedings of the "
"// 85th Annual Meeting of the American Meteorological Society, 14th Symposium on "
"// Education, Jan 8-14, 2005, San Diego, CA, pp. P1.5. http://edgcm.columbia.edu"
"// "
"// Note: This file contains NaN (Not a Number) values for latitude and longitude to "
"// indicate the end of a polygon. The original file used a single ""999"" value instead."
"// A type ""CO"" is assigned, and a comment column contains the polygon name."
"// "
// -------------------------------------------------------------------------------------
Longitude Sphere,Latitude Sphere,Type,Comment
-80.9,-1.0,CO,CO-03(NA-SA)
-80.8,-1.7,CO,CO-03(NA-SA)
-80.8,-2.2,CO,CO-03(NA-SA)
-80.9,-2.3,CO,CO-03(NA-SA)
-80.6,-2.5,CO,CO-03(NA-SA)
-80.2,-3.0,CO,CO-03(NA-SA)
-80.1,-2.5,CO,CO-03(NA-SA)
-79.7,-2.5,CO,CO-03(NA-SA)
-79.8,-2.8,CO,CO-03(NA-SA)
-80.0,-3.3,CO,CO-03(NA-SA)
-80.3,-3.5,CO,CO-03(NA-SA)
-80.8,-3.8,CO,CO-03(NA-SA)
-81.3,-4.3,CO,CO-03(NA-SA)
-81.3,-4.7,CO,CO-03(NA-SA)
-81.2,-5.2,CO,CO-03(NA-SA)
-80.8,-5.7,CO,CO-03(NA-SA)
-81.2,-6.0,CO,CO-03(NA-SA)
-80.8,-6.3,CO,CO-03(NA-SA)
-80.3,-6.5,CO,CO-03(NA-SA)
-80.0,-6.8,CO,CO-03(NA-SA)
-79.7,-7.3,CO,CO-03(NA-SA)
-79.5,-7.8,CO,CO-03(NA-SA)
-79.0,-8.2,CO,CO-03(NA-SA)
-78.7,-8.7,CO,CO-03(NA-SA)
-78.5,-9.2,CO,CO-03(NA-SA)
-78.3,-9.7,CO,CO-03(NA-SA)
-78.2,-10.2,CO,CO-03(NA-SA)
-77.7,-10.8,CO,CO-03(NA-SA)
-77.5,-11.3,CO,CO-03(NA-SA)
-77.2,-11.8,CO,CO-03(NA-SA)
-77.0,-12.2,CO,CO-03(NA-SA)
-76.7,-12.5,CO,CO-03(NA-SA)
-76.5,-13.0,CO,CO-03(NA-SA)
-76.2,-13.7,CO,CO-03(NA-SA)
-76.2,-14.2,CO,CO-03(NA-SA)
-75.8,-14.7,CO,CO-03(NA-SA)
-75.5,-15.0,CO,CO-03(NA-SA)
-75.2,-15.3,CO,CO-03(NA-SA)
-74.5,-15.8,CO,CO-03(NA-SA)
-74.0,-15.8,CO,CO-03(NA-SA)
-73.5,-16.3,CO,CO-03(NA-SA)
-72.8,-16.6,CO,CO-03(NA-SA)
-72.5,-16.7,CO,CO-03(NA-SA)
-72.0,-17.0,CO,CO-03(NA-SA)
-71.5,-17.2,CO,CO-03(NA-SA)
-71.2,-17.7,CO,CO-03(NA-SA)
-70.8,-17.8,CO,CO-03(NA-SA)
-70.3,-18.2,CO,CO-03(NA-SA)
-70.3,-18.8,CO,CO-03(NA-SA)
-70.3,-19.3,CO,CO-03(NA-SA)
-70.1,-20.0,CO,CO-03(NA-SA)
-70.2,-20.5,CO,CO-03(NA-SA)
-70.2,-21.0,CO,CO-03(NA-SA)
-70.1,-21.5,CO,CO-03(NA-SA)
-70.2,-22.0,CO,CO-03(NA-SA)
-70.3,-22.5,CO,CO-03(NA-SA)
-70.5,-23.0,CO,CO-03(NA-SA)
-70.5,-23.5,CO,CO-03(NA-SA)
-70.5,-24.0,CO,CO-03(NA-SA)
-70.6,-24.5,CO,CO-03(NA-SA)
-70.5,-25.0,CO,CO-03(NA-SA)
-70.5,-25.4,CO,CO-03(NA-SA)
-70.7,-25.8,CO,CO-03(NA-SA)
-70.6,-26.3,CO,CO-03(NA-SA)
-70.9,-27.0,CO,CO-03(NA-SA)
-70.9,-27.5,CO,CO-03(NA-SA)
-71.2,-28.0,CO,CO-03(NA-SA)
-71.3,-28.5,CO,CO-03(NA-SA)
-71.5,-29.0,CO,CO-03(NA-SA)
-71.3,-29.3,CO,CO-03(NA-SA)
-71.3,-30.0,CO,CO-03(NA-SA)
-71.6,-30.3,CO,CO-03(NA-SA)
-71.7,-30.7,CO,CO-03(NA-SA)
-71.6,-31.3,CO,CO-03(NA-SA)
-71.5,-31.8,CO,CO-03(NA-SA)
-71.5,-32.2,CO,CO-03(NA-SA)
-71.3,-32.5,CO,CO-03(NA-SA)
-71.7,-33.2,CO,CO-03(NA-SA)
-71.6,-33.7,CO,CO-03(NA-SA)
-71.8,-34.0,CO,CO-03(NA-SA)
-71.9,-34.5,CO,CO-03(NA-SA)
-72.2,-35.0,CO,CO-03(NA-SA)
-72.5,-35.5,CO,CO-03(NA-SA)
-72.7,-36.0,CO,CO-03(NA-SA)
-72.8,-36.5,CO,CO-03(NA-SA)
-73.1,-36.7,CO,CO-03(NA-SA)
-73.1,-37.2,CO,CO-03(NA-SA)
-73.5,-37.2,CO,CO-03(NA-SA)
-73.7,-37.7,CO,CO-03(NA-SA)
-73.4,-38.2,CO,CO-03(NA-SA)
-73.4,-38.6,CO,CO-03(NA-SA)
-73.3,-39.0,CO,CO-03(NA-SA)
-73.2,-39.5,CO,CO-03(NA-SA)
-73.7,-40.0,CO,CO-03(NA-SA)
-73.7,-40.6,CO,CO-03(NA-SA)
-73.8,-41.0,CO,CO-03(NA-SA)
-73.7,-41.4,CO,CO-03(NA-SA)
-73.6,-41.8,CO,CO-03(NA-SA)
-73.2,-41.8,CO,CO-03(NA-SA)
-73.0,-41.5,CO,CO-03(NA-SA)
-72.5,-41.7,CO,CO-03(NA-SA)
-72.8,-42.0,CO,CO-03(NA-SA)
-72.5,-42.2,CO,CO-03(NA-SA)
-72.8,-42.3,CO,CO-03(NA-SA)
-72.8,-43.0,CO,CO-03(NA-SA)
-73.0,-43.4,CO,CO-03(NA-SA)
-72.8,-43.8,CO,CO-03(NA-SA)
-73.2,-44.2,CO,CO-03(NA-SA)
-73.0,-44.4,CO,CO-03(NA-SA)
-73.4,-44.7,CO,CO-03(NA-SA)
-73.3,-45.0,CO,CO-03(NA-SA)
-73.6,-45.5,CO,CO-03(NA-SA)
-73.7,-45.2,CO,CO-03(NA-SA)
-73.8,-45.0,CO,CO-03(NA-SA)
-73.6,-44.7,CO,CO-03(NA-SA)
-73.7,-44.4,CO,CO-03(NA-SA)
-73.5,-44.2,CO,CO-03(NA-SA)
-73.8,-43.8,CO,CO-03(NA-SA)
-74.3,-44.2,CO,CO-03(NA-SA)
-74.5,-44.6,CO,CO-03(NA-SA)
-74.3,-45.0,CO,CO-03(NA-SA)
-74.5,-45.3,CO,CO-03(NA-SA)
-74.7,-45.6,CO,CO-03(NA-SA)
-74.5,-45.8,CO,CO-03(NA-SA)
-75.0,-45.9,CO,CO-03(NA-SA)
-74.7,-46.2,CO,CO-03(NA-SA)
-75.5,-46.6,CO,CO-03(NA-SA)
-75.5,-46.9,CO,CO-03(NA-SA)
-75.0,-46.7,CO,CO-03(NA-SA)
-74.5,-46.8,CO,CO-03(NA-SA)
-74.0,-46.8,CO,CO-03(NA-SA)
-74.4,-47.4,CO,CO-03(NA-SA)
-74.5,-47.8,CO,CO-03(NA-SA)
-74.5,-48.3,CO,CO-03(NA-SA)
-74.9,-47.8,CO,CO-03(NA-SA)
-75.3,-47.8,CO,CO-03(NA-SA)
-75.4,-48.2,CO,CO-03(NA-SA)
-75.4,-48.6,CO,CO-03(NA-SA)
-75.6,-49.2,CO,CO-03(NA-SA)
-75.4,-49.4,CO,CO-03(NA-SA)
-75.5,-49.8,CO,CO-03(NA-SA)
-75.0,-49.9,CO,CO-03(NA-SA)
-75.3,-50.2,CO,CO-03(NA-SA)
-75.3,-50.8,CO,CO-03(NA-SA)
-74.5,-50.0,CO,CO-03(NA-SA)
-74.7,-50.4,CO,CO-03(NA-SA)
-74.5,-50.8,CO,CO-03(NA-SA)
-74.8,-50.7,CO,CO-03(NA-SA)
-75.0,-51.2,CO,CO-03(NA-SA)
-75.3,-51.6,CO,CO-03(NA-SA)
-74.5,-51.3,CO,CO-03(NA-SA)
-74.3,-51.0,CO,CO-03(NA-SA)
-74.2,-51.5,CO,CO-03(NA-SA)
-74.3,-51.8,CO,CO-03(NA-SA)
-75.0,-51.7,CO,CO-03(NA-SA)
-75.0,-52.3,CO,CO-03(NA-SA)
-74.5,-52.4,CO,CO-03(NA-SA)
-74.2,-52.2,CO,CO-03(NA-SA)
-74.0,-52.6,CO,CO-03(NA-SA)
-73.5,-52.7,CO,CO-03(NA-SA)
-73.5,-52.9,CO,CO-03(NA-SA)
-73.2,-53.2,CO,CO-03(NA-SA)
-72.5,-53.4,CO,CO-03(NA-SA)
-72.0,-53.2,CO,CO-03(NA-SA)
-71.5,-52.8,CO,CO-03(NA-SA)
-71.1,-52.8,CO,CO-03(NA-SA)
-71.3,-53.2,CO,CO-03(NA-SA)
-72.2,-53.4,CO,CO-03(NA-SA)
-72.0,-53.7,CO,CO-03(NA-SA)
-71.3,-53.8,CO,CO-03(NA-SA)
-70.9,-53.8,CO,CO-03(NA-SA)
-70.9,-53.2,CO,CO-03(NA-SA)
-70.7,-52.8,CO,CO-03(NA-SA)
-70.0,-52.5,CO,CO-03(NA-SA)
-69.6,-52.5,CO,CO-03(NA-SA)
-69.5,-52.3,CO,CO-03(NA-SA)
-69.0,-52.3,CO,CO-03(NA-SA)
-68.3,-52.3,CO,CO-03(NA-SA)
-68.8,-51.8,CO,CO-03(NA-SA)
-69.0,-51.4,CO,CO-03(NA-SA)
-69.2,-51.0,CO,CO-03(NA-SA)
-69.0,-50.5,CO,CO-03(NA-SA)
-68.5,-50.2,CO,CO-03(NA-SA)
-67.8,-50.0,CO,CO-03(NA-SA)
-67.7,-49.5,CO,CO-03(NA-SA)
-67.5,-49.0,CO,CO-03(NA-SA)
-67.0,-48.7,CO,CO-03(NA-SA)
-66.3,-48.3,CO,CO-03(NA-SA)
-65.8,-48.0,CO,CO-03(NA-SA)
-65.7,-47.5,CO,CO-03(NA-SA)
-65.7,-47.2,CO,CO-03(NA-SA)
-66.5,-47.2,CO,CO-03(NA-SA)
-67.0,-46.8,CO,CO-03(NA-SA)
-67.4,-46.5,CO,CO-03(NA-SA)
-67.5,-46.0,CO,CO-03(NA-SA)
-67.2,-45.5,CO,CO-03(NA-SA)
-66.8,-45.3,CO,CO-03(NA-SA)
-66.2,-45.0,CO,CO-03(NA-SA)
-65.6,-45.0,CO,CO-03(NA-SA)
-65.6,-44.7,CO,CO-03(NA-SA)
-65.2,-44.5,CO,CO-03(NA-SA)
-65.2,-44.0,CO,CO-03(NA-SA)
-65.3,-43.7,CO,CO-03(NA-SA)
-65.0,-43.3,CO,CO-03(NA-SA)
-64.3,-43.0,CO,CO-03(NA-SA)
-65.0,-42.8,CO,CO-03(NA-SA)
-64.5,-42.5,CO,CO-03(NA-SA)
-64.2,-42.8,CO,CO-03(NA-SA)
-63.7,-42.8,CO,CO-03(NA-SA)
-63.6,-42.6,CO,CO-03(NA-SA)
-63.8,-42.1,CO,CO-03(NA-SA)
-64.5,-42.3,CO,CO-03(NA-SA)
-65.0,-42.1,CO,CO-03(NA-SA)
-65.0,-41.5,CO,CO-03(NA-SA)
-65.2,-41.0,CO,CO-03(NA-SA)
-64.8,-40.8,CO,CO-03(NA-SA)
-64.3,-41.0,CO,CO-03(NA-SA)
-63.8,-41.2,CO,CO-03(NA-SA)
-63.0,-41.2,CO,CO-03(NA-SA)
-62.3,-40.9,CO,CO-03(NA-SA)
-62.2,-40.6,CO,CO-03(NA-SA)
-62.4,-40.3,CO,CO-03(NA-SA)
-62.2,-39.8,CO,CO-03(NA-SA)
-62.0,-39.5,CO,CO-03(NA-SA)
-62.3,-39.2,CO,CO-03(NA-SA)
-62.2,-38.8,CO,CO-03(NA-SA)
-62.0,-39.0,CO,CO-03(NA-SA)
-61.3,-39.0,CO,CO-03(NA-SA)
-60.5,-38.9,CO,CO-03(NA-SA)
-60.0,-38.8,CO,CO-03(NA-SA)
-59.3,-38.8,CO,CO-03(NA-SA)
-58.7,-38.6,CO,CO-03(NA-SA)
-58.2,-38.4,CO,CO-03(NA-SA)
-57.6,-38.2,CO,CO-03(NA-SA)
-57.4,-37.7,CO,CO-03(NA-SA)
-57.0,-37.3,CO,CO-03(NA-SA)
-56.7,-36.8,CO,CO-03(NA-SA)
-56.7,-36.3,CO,CO-03(NA-SA)
-57.2,-36.3,CO,CO-03(NA-SA)
-57.4,-35.8,CO,CO-03(NA-SA)
-57.2,-35.3,CO,CO-03(NA-SA)
-57.5,-35.0,CO,CO-03(NA-SA)
-58.3,-34.7,CO,CO-03(NA-SA)
-58.5,-34.3,CO,CO-03(NA-SA)
-58.3,-34.0,CO,CO-03(NA-SA)
-57.8,-34.4,CO,CO-03(NA-SA)
-57.2,-34.4,CO,CO-03(NA-SA)
-56.8,-34.7,CO,CO-03(NA-SA)
-56.3,-34.8,CO,CO-03(NA-SA)
-55.7,-34.8,CO,CO-03(NA-SA)
-55.0,-34.8,CO,CO-03(NA-SA)
-54.5,-34.8,CO,CO-03(NA-SA)
-54.0,-34.5,CO,CO-03(NA-SA)
-53.6,-34.2,CO,CO-03(NA-SA)
-53.5,-33.8,CO,CO-03(NA-SA)
-53.0,-33.5,CO,CO-03(NA-SA)
-52.6,-33.0,CO,CO-03(NA-SA)
-52.4,-32.5,CO,CO-03(NA-SA)
-52.0,-32.2,CO,CO-03(NA-SA)
-51.5,-31.8,CO,CO-03(NA-SA)
-51.0,-31.5,CO,CO-03(NA-SA)
-50.7,-31.0,CO,CO-03(NA-SA)
-50.3,-30.5,CO,CO-03(NA-SA)
-50.2,-30.0,CO,CO-03(NA-SA)
-49.8,-29.5,CO,CO-03(NA-SA)
-49.4,-29.0,CO,CO-03(NA-SA)
-49.0,-28.7,CO,CO-03(NA-SA)
-48.7,-28.5,CO,CO-03(NA-SA)
-48.6,-28.0,CO,CO-03(NA-SA)
-48.5,-27.5,CO,CO-03(NA-SA)
-48.6,-27.0,CO,CO-03(NA-SA)
-48.6,-26.3,CO,CO-03(NA-SA)
-48.6,-25.8,CO,CO-03(NA-SA)
-48.2,-25.4,CO,CO-03(NA-SA)
-47.7,-25.0,CO,CO-03(NA-SA)
-47.3,-24.6,CO,CO-03(NA-SA)
-46.8,-24.2,CO,CO-03(NA-SA)
-46.3,-24.0,CO,CO-03(NA-SA)
-45.8,-23.7,CO,CO-03(NA-SA)
-45.4,-23.8,CO,CO-03(NA-SA)
-45.0,-23.3,CO,CO-03(NA-SA)
-44.5,-23.3,CO,CO-03(NA-SA)
-44.7,-23.0,CO,CO-03(NA-SA)
-44.0,-22.9,CO,CO-03(NA-SA)
-43.5,-23.0,CO,CO-03(NA-SA)
-43.0,-23.0,CO,CO-03(NA-SA)
-42.5,-22.9,CO,CO-03(NA-SA)
-42.0,-22.9,CO,CO-03(NA-SA)
-42.0,-22.5,CO,CO-03(NA-SA)
-41.5,-22.3,CO,CO-03(NA-SA)
-41.0,-22.0,CO,CO-03(NA-SA)
-41.0,-21.5,CO,CO-03(NA-SA)
-40.8,-21.0,CO,CO-03(NA-SA)
-40.3,-20.5,CO,CO-03(NA-SA)
-40.2,-20.0,CO,CO-03(NA-SA)
-39.7,-19.5,CO,CO-03(NA-SA)
-39.6,-19.0,CO,CO-03(NA-SA)
-39.6,-18.5,CO,CO-03(NA-SA)
-39.5,-18.0,CO,CO-03(NA-SA)
-39.2,-17.7,CO,CO-03(NA-SA)
-39.2,-17.2,CO,CO-03(NA-SA)
-39.1,-16.6,CO,CO-03(NA-SA)
-38.9,-16.0,CO,CO-03(NA-SA)
-39.0,-15.5,CO,CO-03(NA-SA)
-39.0,-15.0,CO,CO-03(NA-SA)
-39.1,-14.5,CO,CO-03(NA-SA)
-39.0,-14.0,CO,CO-03(NA-SA)
-38.9,-13.3,CO,CO-03(NA-SA)
-38.4,-13.0,CO,CO-03(NA-SA)
-38.0,-12.6,CO,CO-03(NA-SA)
-37.6,-12.0,CO,CO-03(NA-SA)
-37.3,-11.5,CO,CO-03(NA-SA)
-37.0,-11.0,CO,CO-03(NA-SA)
-36.8,-10.8,CO,CO-03(NA-SA)
-36.2,-10.4,CO,CO-03(NA-SA)
-36.0,-10.0,CO,CO-03(NA-SA)
-35.6,-9.6,CO,CO-03(NA-SA)
-35.3,-9.2,CO,CO-03(NA-SA)
-35.1,-8.7,CO,CO-03(NA-SA)
-34.8,-8.2,CO,CO-03(NA-SA)
-34.7,-7.5,CO,CO-03(NA-SA)
-34.8,-7.0,CO,CO-03(NA-SA)
-35.0,-6.4,CO,CO-03(NA-SA)
-35.2,-5.8,CO,CO-03(NA-SA)
-35.4,-5.3,CO,CO-03(NA-SA)
-36.0,-5.1,CO,CO-03(NA-SA)
-36.5,-5.2,CO,CO-03(NA-SA)
-37.0,-5.1,CO,CO-03(NA-SA)
-37.3,-4.7,CO,CO-03(NA-SA)
-37.8,-4.5,CO,CO-03(NA-SA)
-38.2,-4.2,CO,CO-03(NA-SA)
-38.5,-3.8,CO,CO-03(NA-SA)
-39.0,-3.5,CO,CO-03(NA-SA)
-39.5,-3.2,CO,CO-03(NA-SA)
-40.0,-2.8,CO,CO-03(NA-SA)
-40.5,-2.8,CO,CO-03(NA-SA)
-41.0,-3.0,CO,CO-03(NA-SA)
-41.5,-3.0,CO,CO-03(NA-SA)
-42.0,-2.7,CO,CO-03(NA-SA)
-42.5,-2.7,CO,CO-03(NA-SA)
-43.0,-2.5,CO,CO-03(NA-SA)
-43.5,-2.4,CO,CO-03(NA-SA)
-44.0,-2.7,CO,CO-03(NA-SA)
-44.6,-2.8,CO,CO-03(NA-SA)
-44.4,-2.3,CO,CO-03(NA-SA)
-44.7,-1.9,CO,CO-03(NA-SA)
-44.8,-1.5,CO,CO-03(NA-SA)
-45.3,-1.7,CO,CO-03(NA-SA)
-45.5,-1.3,CO,CO-03(NA-SA)
-46.2,-1.2,CO,CO-03(NA-SA)
-46.7,-1.0,CO,CO-03(NA-SA)
-47.3,-0.7,CO,CO-03(NA-SA)
-47.8,-0.7,CO,CO-03(NA-SA)
-48.2,-0.8,CO,CO-03(NA-SA)
-48.5,-1.6,CO,CO-03(NA-SA)
-48.7,-1.4,CO,CO-03(NA-SA)
-48.6,-1.0,CO,CO-03(NA-SA)
-48.4,-0.3,CO,CO-03(NA-SA)
-49.0,-0.2,CO,CO-03(NA-SA)
-49.5,-0.2,CO,CO-03(NA-SA)
-50.0,-0.2,CO,CO-03(NA-SA)
-50.4,-0.4,CO,CO-03(NA-SA)
-50.4,-1.0,CO,CO-03(NA-SA)
-50.6,-1.7,CO,CO-03(NA-SA)
-50.8,-1.0,CO,CO-03(NA-SA)
-51.4,-1.2,CO,CO-03(NA-SA)
-51.3,-0.7,CO,CO-03(NA-SA)
-51.2,-0.2,CO,CO-03(NA-SA)
-50.8,0.2,CO,CO-03(NA-SA)
-50.4,0.5,CO,CO-03(NA-SA)
-50.0,1.0,CO,CO-03(NA-SA)
-49.9,1.8,CO,CO-03(NA-SA)
-50.5,1.8,CO,CO-03(NA-SA)
-50.7,2.5,CO,CO-03(NA-SA)
-51.0,3.2,CO,CO-03(NA-SA)
-51.0,3.7,CO,CO-03(NA-SA)
-51.5,4.3,CO,CO-03(NA-SA)
-51.8,4.5,CO,CO-03(NA-SA)
-52.3,4.8,CO,CO-03(NA-SA)
-52.7,5.2,CO,CO-03(NA-SA)
-53.2,5.4,CO,CO-03(NA-SA)
-53.7,5.6,CO,CO-03(NA-SA)
-54.0,5.7,CO,CO-03(NA-SA)
-54.5,5.8,CO,CO-03(NA-SA)
-55.0,5.9,CO,CO-03(NA-SA)
-55.5,5.9,CO,CO-03(NA-SA)
-56.0,5.8,CO,CO-03(NA-SA)
-56.5,5.8,CO,CO-03(NA-SA)
-57.1,5.9,CO,CO-03(NA-SA)
-57.3,6.3,CO,CO-03(NA-SA)
-57.7,6.5,CO,CO-03(NA-SA)
-58.2,6.8,CO,CO-03(NA-SA)
-58.6,6.8,CO,CO-03(NA-SA)
-58.5,7.2,CO,CO-03(NA-SA)
-58.7,7.6,CO,CO-03(NA-SA)
-59.2,7.9,CO,CO-03(NA-SA)
-59.7,8.2,CO,CO-03(NA-SA)
-60.3,8.6,CO,CO-03(NA-SA)
-61.0,8.4,CO,CO-03(NA-SA)
-60.8,9.0,CO,CO-03(NA-SA)
-61.0,9.5,CO,CO-03(NA-SA)
-61.6,9.7,CO,CO-03(NA-SA)
-62.0,9.8,CO,CO-03(NA-SA)
-62.3,9.8,CO,CO-03(NA-SA)
-62.7,10.2,CO,CO-03(NA-SA)
-63.0,10.5,CO,CO-03(NA-SA)
-62.2,10.7,CO,CO-03(NA-SA)
-62.8,10.7,CO,CO-03(NA-SA)
-63.4,10.7,CO,CO-03(NA-SA)
-64.0,10.7,CO,CO-03(NA-SA)
-64.5,10.2,CO,CO-03(NA-SA)
-65.0,10.1,CO,CO-03(NA-SA)
-65.6,10.2,CO,CO-03(NA-SA)
-66.0,10.3,CO,CO-03(NA-SA)
-66.2,10.6,CO,CO-03(NA-SA)
-66.6,10.6,CO,CO-03(NA-SA)
-67.0,10.5,CO,CO-03(NA-SA)
-67.6,10.5,CO,CO-03(NA-SA)
-68.2,10.4,CO,CO-03(NA-SA)
-68.3,10.8,CO,CO-03(NA-SA)
-68.4,11.2,CO,CO-03(NA-SA)
-68.8,11.4,CO,CO-03(NA-SA)
-69.3,11.5,CO,CO-03(NA-SA)
-69.7,11.5,CO,CO-03(NA-SA)
-69.9,12.2,CO,CO-03(NA-SA)
-70.3,11.9,CO,CO-03(NA-SA)
-70.2,11.5,CO,CO-03(NA-SA)
-70.6,11.3,CO,CO-03(NA-SA)
-71.0,11.1,CO,CO-03(NA-SA)
-71.4,10.9,CO,CO-03(NA-SA)
-71.4,10.3,CO,CO-03(NA-SA)
-71.1,9.8,CO,CO-03(NA-SA)
-71.1,9.2,CO,CO-03(NA-SA)
-71.7,9.0,CO,CO-03(NA-SA)
-71.8,9.4,CO,CO-03(NA-SA)
-72.0,9.8,CO,CO-03(NA-SA)
-71.8,10.2,CO,CO-03(NA-SA)
-71.5,10.6,CO,CO-03(NA-SA)
-71.7,11.0,CO,CO-03(NA-SA)
-71.9,11.5,CO,CO-03(NA-SA)
-71.4,11.7,CO,CO-03(NA-SA)
-71.3,11.9,CO,CO-03(NA-SA)
-71.2,12.1,CO,CO-03(NA-SA)
-71.3,12.3,CO,CO-03(NA-SA)
-71.7,12.4,CO,CO-03(NA-SA)
-72.0,12.2,CO,CO-03(NA-SA)
-72.2,11.8,CO,CO-03(NA-SA)
-72.7,11.7,CO,CO-03(NA-SA)
-73.0,11.4,CO,CO-03(NA-SA)
-73.5,11.2,CO,CO-03(NA-SA)
-74.2,11.3,CO,CO-03(NA-SA)
-74.4,10.9,CO,CO-03(NA-SA)
-74.8,11.0,CO,CO-03(NA-SA)
-75.3,10.8,CO,CO-03(NA-SA)
-75.5,10.5,CO,CO-03(NA-SA)
-75.6,10.0,CO,CO-03(NA-SA)
-75.6,9.5,CO,CO-03(NA-SA)
-76.0,9.4,CO,CO-03(NA-SA)
-76.2,9.0,CO,CO-03(NA-SA)
-76.8,8.6,CO,CO-03(NA-SA)
-76.8,7.8,CO,CO-03(NA-SA)
-77.2,8.3,CO,CO-03(NA-SA)
-77.5,8.7,CO,CO-03(NA-SA)
-77.6,8.8,CO,CO-03(NA-SA)
-77.8,9.0,CO,CO-03(NA-SA)
-78.3,9.3,CO,CO-03(NA-SA)
-78.7,9.4,CO,CO-03(NA-SA)
-79.1,9.6,CO,CO-03(NA-SA)
-79.6,9.6,CO,CO-03(NA-SA)
-79.8,9.2,CO,CO-03(NA-SA)
-80.3,9.1,CO,CO-03(NA-SA)
-80.8,8.9,CO,CO-03(NA-SA)
-81.4,8.8,CO,CO-03(NA-SA)
-81.8,9.0,CO,CO-03(NA-SA)
-82.2,9.0,CO,CO-03(NA-SA)
-82.3,9.4,CO,CO-03(NA-SA)
-82.4,9.5,CO,CO-03(NA-SA)
-82.7,9.7,CO,CO-03(NA-SA)
-83.2,10.0,CO,CO-03(NA-SA)
-83.4,10.4,CO,CO-03(NA-SA)
-83.6,10.8,CO,CO-03(NA-SA)
-83.7,10.8,CO,CO-03(NA-SA)
-83.8,11.3,CO,CO-03(NA-SA)
-83.7,11.7,CO,CO-03(NA-SA)
-83.7,12.2,CO,CO-03(NA-SA)
-83.5,12.7,CO,CO-03(NA-SA)
-83.5,13.3,CO,CO-03(NA-SA)
-83.5,13.8,CO,CO-03(NA-SA)
-83.3,14.3,CO,CO-03(NA-SA)
-83.3,15.0,CO,CO-03(NA-SA)
-83.4,15.2,CO,CO-03(NA-SA)
-83.8,15.3,CO,CO-03(NA-SA)
-84.3,15.8,CO,CO-03(NA-SA)
-84.7,15.8,CO,CO-03(NA-SA)
-85.0,15.9,CO,CO-03(NA-SA)
-85.5,15.8,CO,CO-03(NA-SA)
-86.0,15.9,CO,CO-03(NA-SA)
-86.5,15.8,CO,CO-03(NA-SA)
-87.0,15.7,CO,CO-03(NA-SA)
-87.6,15.8,CO,CO-03(NA-SA)
-88.2,15.6,CO,CO-03(NA-SA)
-88.5,15.8,CO,CO-03(NA-SA)
-88.6,15.8,CO,CO-03(NA-SA)
-88.6,15.9,CO,CO-03(NA-SA)
-89.0,16.0,CO,CO-03(NA-SA)
-88.5,16.3,CO,CO-03(NA-SA)
-88.3,17.0,CO,CO-03(NA-SA)
-88.3,17.5,CO,CO-03(NA-SA)
-88.2,18.3,CO,CO-03(NA-SA)
-88.2,18.3,CO,CO-03(NA-SA)
-87.9,17.9,CO,CO-03(NA-SA)
-87.7,18.4,CO,CO-03(NA-SA)
-87.6,19.0,CO,CO-03(NA-SA)
-87.5,19.5,CO,CO-03(NA-SA)
-87.4,20.0,CO,CO-03(NA-SA)
-87.3,20.5,CO,CO-03(NA-SA)
-86.8,20.9,CO,CO-03(NA-SA)
-86.8,21.3,CO,CO-03(NA-SA)
-87.1,21.5,CO,CO-03(NA-SA)
-87.6,21.5,CO,CO-03(NA-SA)
-88.0,21.6,CO,CO-03(NA-SA)
-88.5,21.5,CO,CO-03(NA-SA)
-89.0,21.3,CO,CO-03(NA-SA)
-89.5,21.3,CO,CO-03(NA-SA)
-90.0,21.2,CO,CO-03(NA-SA)
-90.3,21.0,CO,CO-03(NA-SA)
-90.4,20.4,CO,CO-03(NA-SA)
-90.5,20.0,CO,CO-03(NA-SA)
-90.7,19.7,CO,CO-03(NA-SA)
-90.7,19.3,CO,CO-03(NA-SA)
-91.0,19.1,CO,CO-03(NA-SA)
-91.3,18.8,CO,CO-03(NA-SA)
-91.2,18.6,CO,CO-03(NA-SA)
-91.8,18.4,CO,CO-03(NA-SA)
-91.8,18.6,CO,CO-03(NA-SA)
-92.4,18.7,CO,CO-03(NA-SA)
-93.0,18.4,CO,CO-03(NA-SA)
-93.6,18.3,CO,CO-03(NA-SA)
-94.2,18.2,CO,CO-03(NA-SA)
-94.5,18.2,CO,CO-03(NA-SA)
-94.8,18.5,CO,CO-03(NA-SA)
-95.3,18.7,CO,CO-03(NA-SA)
-95.8,18.8,CO,CO-03(NA-SA)
-96.2,19.3,CO,CO-03(NA-SA)
-96.4,19.7,CO,CO-03(NA-SA)
-96.7,20.2,CO,CO-03(NA-SA)
-97.0,20.5,CO,CO-03(NA-SA)
-97.3,20.8,CO,CO-03(NA-SA)
-97.4,21.3,CO,CO-03(NA-SA)
-97.3,21.6,CO,CO-03(NA-SA)
-97.7,21.9,CO,CO-03(NA-SA)
