// Seismic data of intermediate depth earthquakes (100 to 300 km) from the 
// Tonga- Kermadec region, epicenters between 16S and 28S, and 175E and 170W. 
// This set includes both nodal planes as Domain 1 and 2.
//
// From: Global Centroid-Moment-Tensor (CMT) Project
// www.globalcmt.org 
//
// Dziewonski, A. M., T.-A. Chou and J. H. Woodhouse, Determination of earthquake source 
//    parameters from waveform data for studies of global and regional seismicity, 
//    J. Geophys. Res., 86, 2825-2852, 1981. doi:10.1029/JB086iB04p02825
// Ekström, G., M. Nettles, and A. M. Dziewonski, The global CMT project 2004-2010: 
//    Centroid-moment tensors for 13,017 earthquakes, Phys. Earth Planet. Inter., 
//    200-201, 1-9, 2012. doi:10.1016/j.pepi.2012.04.002 
//
ID	Station	Elevation	Latitude	Longitude	Strike	Dip	Rake	Weight	Type	Domain	Notes
67336	C201011292011A	-129.600	-16.5800000	-173.7100000	24.000000	84.000000	68.000000	5.130	CMT	2	TONGA ISLANDS
11761	B101786B	-129.800	-16.4700000	-173.1400000	262.000000	28.000000	-179.000000	5.192	CMT	1	TONGA ISLANDS
11762	B101786B	-129.800	-16.4700000	-173.1400000	353.000000	89.000000	-62.000000	5.192	CMT	2	TONGA ISLANDS
24821	B032495B	-130.100	-24.3700000	-176.6600000	87.000000	34.000000	-50.000000	5.587	CMT	1	SOUTH OF FIJI ISLANDS
24822	B032495B	-130.100	-24.3700000	-176.6600000	313.000000	65.000000	-113.000000	5.587	CMT	2	SOUTH OF FIJI ISLANDS
55465	C200708261237A	-130.300	-17.3400000	-173.8400000	352.000000	1.000000	-67.000000	6.082	CMT	1	TONGA ISLANDS
55466	C200708261237A	-130.300	-17.3400000	-173.8400000	195.000000	89.000000	-91.000000	6.082	CMT	2	TONGA ISLANDS
43259	C070904C	-130.700	-17.1900000	-173.8900000	166.000000	16.000000	122.000000	5.023	CMT	1	TONGA ISLANDS
43260	C070904C	-130.700	-17.1900000	-173.8900000	20.000000	76.000000	81.000000	5.023	CMT	2	TONGA ISLANDS
4747	B060681A	-130.800	-22.2900000	-175.9700000	261.000000	46.000000	-1.000000	5.207	CMT	1	FIJI ISLANDS REGION
4748	B060681A	-130.800	-22.2900000	-175.9700000	170.000000	89.000000	-136.000000	5.207	CMT	2	FIJI ISLANDS REGION
4713	B052881C	-131.200	-17.2400000	-174.1900000	113.000000	40.000000	11.000000	5.225	CMT	1	TONGA ISLANDS
4714	B052881C	-131.200	-17.2400000	-174.1900000	212.000000	83.000000	130.000000	5.225	CMT	2	TONGA ISLANDS
68333	C201102240301A	-131.400	-17.6800000	-174.0400000	253.000000	9.000000	39.000000	5.437	CMT	1	TONGA ISLANDS
68334	C201102240301A	-131.400	-17.6800000	-174.0400000	22.000000	84.000000	97.000000	5.437	CMT	2	TONGA ISLANDS
39713	B020203B	-131.500	-26.4100000	-177.1300000	101.000000	11.000000	-52.000000	5.429	CMT	1	SOUTH OF FIJI ISLANDS
39714	B020203B	-131.500	-26.4100000	-177.1300000	319.000000	82.000000	-96.000000	5.429	CMT	2	SOUTH OF FIJI ISLANDS
94311	C201611291807A	-131.600	-20.6100000	-175.1300000	274.000000	56.000000	14.000000	5.148	CMT	1	TONGA ISLANDS
94312	C201611291807A	-131.600	-20.6100000	-175.1300000	12.000000	78.000000	145.000000	5.148	CMT	2	TONGA ISLANDS
41529	B120403A	-131.600	-18.7700000	-173.9200000	207.000000	15.000000	-73.000000	5.118	CMT	1	TONGA ISLANDS
41530	B120403A	-131.600	-18.7700000	-173.9200000	44.000000	75.000000	-95.000000	5.118	CMT	2	TONGA ISLANDS
96781	C201706232133A	-131.700	-23.3100000	-176.3300000	7.000000	9.000000	-86.000000	5.247	CMT	1	SOUTH OF FIJI ISLANDS
96782	C201706232133A	-131.700	-23.3100000	-176.3300000	191.000000	81.000000	-91.000000	5.247	CMT	2	SOUTH OF FIJI ISLANDS
12811	B061687A	-132.100	-22.8500000	-176.6700000	164.000000	21.000000	112.000000	5.553	CMT	1	SOUTH OF FIJI ISLANDS
12812	B061687A	-132.100	-22.8500000	-176.6700000	7.000000	71.000000	82.000000	5.553	CMT	2	SOUTH OF FIJI ISLANDS
49283	C200601190537A	-132.200	-16.0400000	-173.3200000	54.000000	26.000000	19.000000	5.270	CMT	1	TONGA ISLANDS
49284	C200601190537A	-132.200	-16.0400000	-173.3200000	161.000000	82.000000	115.000000	5.270	CMT	2	TONGA ISLANDS
95297	C201702161954A	-133.100	-16.4200000	-173.7900000	108.000000	30.000000	-150.000000	5.126	CMT	1	TONGA ISLANDS
95298	C201702161954A	-133.100	-16.4200000	-173.7900000	224.000000	76.000000	-63.000000	5.126	CMT	2	TONGA ISLANDS
3651	B052780C	-133.300	-18.6800000	-174.7800000	227.000000	30.000000	53.000000	5.738	CMT	1	TONGA ISLANDS
3652	B052780C	-133.300	-18.6800000	-174.7800000	6.000000	66.000000	109.000000	5.738	CMT	2	TONGA ISLANDS
17995	B090890B	-133.400	-24.3100000	-177.1900000	147.000000	26.000000	126.000000	5.742	CMT	1	SOUTH OF FIJI ISLANDS
17996	B090890B	-133.400	-24.3100000	-177.1900000	6.000000	69.000000	74.000000	5.742	CMT	2	SOUTH OF FIJI ISLANDS
92621	C201607171308A	-134.100	-17.6600000	-173.8900000	150.000000	43.000000	-9.000000	5.449	CMT	1	TONGA ISLANDS
92622	C201607171308A	-134.100	-17.6600000	-173.8900000	53.000000	84.000000	-133.000000	5.449	CMT	2	TONGA ISLANDS
52995	C200701021613A	-134.900	-17.4800000	-173.9100000	267.000000	41.000000	35.000000	5.250	CMT	1	TONGA ISLANDS
52996	C200701021613A	-134.900	-17.4800000	-173.9100000	24.000000	68.000000	126.000000	5.250	CMT	2	TONGA ISLANDS
75991	C201211020943A	-135.200	-25.0300000	-176.9600000	128.000000	19.000000	173.000000	4.901	CMT	1	SOUTH OF FIJI ISLANDS
75992	C201211020943A	-135.200	-25.0300000	-176.9600000	32.000000	88.000000	71.000000	4.901	CMT	2	SOUTH OF FIJI ISLANDS
58987	C200808100519A	-135.300	-18.8500000	-174.0600000	331.000000	24.000000	152.000000	4.988	CMT	1	TONGA ISLANDS
58988	C200808100519A	-135.300	-18.8500000	-174.0600000	216.000000	79.000000	69.000000	4.988	CMT	2	TONGA ISLANDS
52773	C200612020952A	-135.400	-17.6900000	-173.8500000	145.000000	66.000000	22.000000	5.832	CMT	1	TONGA ISLANDS
52774	C200612020952A	-135.400	-17.6900000	-173.8500000	244.000000	70.000000	155.000000	5.832	CMT	2	TONGA ISLANDS
40755	B080303E	-135.500	-17.3400000	-173.9900000	101.000000	19.000000	-23.000000	5.138	CMT	1	TONGA ISLANDS
40756	B080303E	-135.500	-17.3400000	-173.9900000	349.000000	83.000000	-107.000000	5.138	CMT	2	TONGA ISLANDS
64047	C201001020010A	-135.700	-20.0600000	-174.8300000	245.000000	14.000000	28.000000	4.990	CMT	1	TONGA ISLANDS
64048	C201001020010A	-135.700	-20.0600000	-174.8300000	3.000000	83.000000	103.000000	4.990	CMT	2	TONGA ISLANDS
37155	B103101A	-135.800	-24.7200000	-176.9300000	127.000000	22.000000	158.000000	5.561	CMT	1	SOUTH OF FIJI ISLANDS
37156	B103101A	-135.800	-24.7200000	-176.9300000	16.000000	82.000000	70.000000	5.561	CMT	2	SOUTH OF FIJI ISLANDS
49501	C200602141932A	-136.000	-24.2000000	-177.1600000	170.000000	50.000000	138.000000	5.049	CMT	1	SOUTH OF FIJI ISLANDS
49502	C200602141932A	-136.000	-24.2000000	-177.1600000	50.000000	59.000000	48.000000	5.049	CMT	2	SOUTH OF FIJI ISLANDS
73735	C201204301915A	-136.100	-20.9900000	-175.2300000	286.000000	31.000000	6.000000	5.049	CMT	1	TONGA ISLANDS
73736	C201204301915A	-136.100	-20.9900000	-175.2300000	22.000000	87.000000	121.000000	5.049	CMT	2	TONGA ISLANDS
20089	B040992C	-136.100	-17.3300000	-174.0600000	112.000000	6.000000	179.000000	5.912	CMT	1	TONGA ISLANDS
20090	B040992C	-136.100	-17.3300000	-174.0600000	21.000000	90.000000	84.000000	5.912	CMT	2	TONGA ISLANDS
80263	C201310242032A	-136.800	-22.7300000	-176.2000000	283.000000	29.000000	5.000000	5.912	CMT	1	SOUTH OF FIJI ISLANDS
80264	C201310242032A	-136.800	-22.7300000	-176.2000000	18.000000	87.000000	119.000000	5.912	CMT	2	SOUTH OF FIJI ISLANDS
11483	B072986A	-137.100	-20.6700000	-175.7100000	202.000000	28.000000	78.000000	5.367	CMT	1	TONGA ISLANDS
11484	B072986A	-137.100	-20.6700000	-175.7100000	8.000000	63.000000	96.000000	5.367	CMT	2	TONGA ISLANDS
98637	C201711261420A	-137.200	-16.5300000	-173.5600000	246.000000	19.000000	-127.000000	5.145	CMT	1	TONGA ISLANDS
98638	C201711261420A	-137.200	-16.5300000	-173.5600000	27.000000	75.000000	-78.000000	5.145	CMT	2	TONGA ISLANDS
17579	B061690A	-137.300	-22.3400000	-176.5300000	333.000000	13.000000	-41.000000	5.633	CMT	1	SOUTH OF FIJI ISLANDS
17580	B061690A	-137.300	-22.3400000	-176.5300000	203.000000	81.000000	-100.000000	5.633	CMT	2	SOUTH OF FIJI ISLANDS
38197	C050802B	-137.500	-17.8500000	-174.0600000	252.000000	21.000000	30.000000	6.248	CMT	1	TONGA ISLANDS
38198	C050802B	-137.500	-17.8500000	-174.0600000	11.000000	80.000000	108.000000	6.248	CMT	2	TONGA ISLANDS
83609	C201407171108A	-137.800	-21.7600000	-175.7500000	335.000000	32.000000	-25.000000	4.983	CMT	1	TONGA ISLANDS
83610	C201407171108A	-137.800	-21.7600000	-175.7500000	223.000000	77.000000	-119.000000	4.983	CMT	2	TONGA ISLANDS
77353	C201302100937A	-138.000	-18.6500000	-174.2400000	238.000000	39.000000	28.000000	5.652	CMT	1	TONGA ISLANDS
77354	C201302100937A	-138.000	-18.6500000	-174.2400000	351.000000	73.000000	126.000000	5.652	CMT	2	TONGA ISLANDS
92907	C201608120329A	-138.300	-25.2400000	-176.9300000	121.000000	13.000000	143.000000	6.181	CMT	1	SOUTH OF FIJI ISLANDS
92908	C201608120329A	-138.300	-25.2400000	-176.9300000	355.000000	83.000000	80.000000	6.181	CMT	2	SOUTH OF FIJI ISLANDS
9317	B010485A	-138.600	-25.7300000	-177.6100000	101.000000	12.000000	-117.000000	5.814	CMT	1	SOUTH OF FIJI ISLANDS
9318	B010485A	-138.600	-25.7300000	-177.6100000	253.000000	79.000000	-84.000000	5.814	CMT	2	SOUTH OF FIJI ISLANDS
7429	B082183D	-138.600	-23.3800000	-176.7200000	257.000000	28.000000	36.000000	5.277	CMT	1	SOUTH OF FIJI ISLANDS
7430	B082183D	-138.600	-23.3800000	-176.7200000	19.000000	74.000000	114.000000	5.277	CMT	2	SOUTH OF FIJI ISLANDS
96447	C201705250602A	-138.600	-22.4500000	-176.1000000	326.000000	19.000000	-35.000000	5.640	CMT	1	SOUTH OF FIJI ISLANDS
96448	C201705250602A	-138.600	-22.4500000	-176.1000000	203.000000	79.000000	-106.000000	5.640	CMT	2	SOUTH OF FIJI ISLANDS
96823	C201706270014A	-139.200	-24.8300000	-177.0400000	129.000000	41.000000	-163.000000	5.514	CMT	1	SOUTH OF FIJI ISLANDS
96824	C201706270014A	-139.200	-24.8300000	-177.0400000	233.000000	79.000000	-50.000000	5.514	CMT	2	SOUTH OF FIJI ISLANDS
68877	C201103201147A	-139.400	-18.8400000	-174.4500000	258.000000	41.000000	51.000000	5.314	CMT	1	TONGA ISLANDS
68878	C201103201147A	-139.400	-18.8400000	-174.4500000	31.000000	59.000000	119.000000	5.314	CMT	2	TONGA ISLANDS
11039	B042586B	-139.600	-17.1700000	-173.8500000	183.000000	7.000000	-94.000000	5.520	CMT	1	TONGA ISLANDS
11040	B042586B	-139.600	-17.1700000	-173.8500000	0.000000	83.000000	-90.000000	5.520	CMT	2	TONGA ISLANDS
56079	C200710202140A	-139.800	-16.5000000	-173.7400000	91.000000	30.000000	-138.000000	5.071	CMT	1	TONGA ISLANDS
56080	C200710202140A	-139.800	-16.5000000	-173.7400000	219.000000	70.000000	-67.000000	5.071	CMT	2	TONGA ISLANDS
19911	B030392H	-140.600	-17.6200000	-174.0000000	339.000000	3.000000	-58.000000	5.399	CMT	1	TONGA ISLANDS
19912	B030392H	-140.600	-17.6200000	-174.0000000	191.000000	88.000000	-92.000000	5.399	CMT	2	TONGA ISLANDS
73693	C201204281008A	-140.700	-18.7900000	-174.2600000	84.000000	21.000000	73.000000	6.697	CMT	1	TONGA ISLANDS
73694	C201204281008A	-140.700	-18.7900000	-174.2600000	246.000000	70.000000	96.000000	6.697	CMT	2	TONGA ISLANDS
39397	B120502E	-141.000	-19.0800000	-174.2400000	216.000000	10.000000	-132.000000	5.345	CMT	1	TONGA ISLANDS
39398	B120502E	-141.000	-19.0800000	-174.2400000	354.000000	82.000000	-83.000000	5.345	CMT	2	TONGA ISLANDS
29399	B102097H	-141.000	-17.4100000	-173.5400000	20.000000	2.000000	64.000000	5.490	CMT	1	TONGA ISLANDS
29400	B102097H	-141.000	-17.4100000	-173.5400000	174.000000	88.000000	91.000000	5.490	CMT	2	TONGA ISLANDS
51867	C200609081411A	-141.400	-17.8600000	-174.0700000	215.000000	11.000000	69.000000	5.176	CMT	1	TONGA ISLANDS
51868	C200609081411A	-141.400	-17.8600000	-174.0700000	14.000000	80.000000	94.000000	5.176	CMT	2	TONGA ISLANDS
13133	B082687A	-141.700	-21.1400000	-175.5300000	236.000000	24.000000	-132.000000	5.258	CMT	1	TONGA ISLANDS
13134	B082687A	-141.700	-21.1400000	-175.5300000	12.000000	72.000000	-73.000000	5.258	CMT	2	TONGA ISLANDS
67895	C201101140724A	-141.800	-17.0700000	-173.5800000	123.000000	9.000000	-30.000000	5.108	CMT	1	TONGA ISLANDS
67896	C201101140724A	-141.800	-17.0700000	-173.5800000	4.000000	86.000000	-98.000000	5.108	CMT	2	TONGA ISLANDS
39745	B020903A	-142.000	-19.0900000	-174.1500000	217.000000	18.000000	-95.000000	5.361	CMT	1	TONGA ISLANDS
39746	B020903A	-142.000	-19.0900000	-174.1500000	31.000000	72.000000	-88.000000	5.361	CMT	2	TONGA ISLANDS
32703	B082499A	-142.100	-22.0100000	-175.7500000	231.000000	19.000000	57.000000	5.216	CMT	1	FIJI ISLANDS REGION
32704	B082499A	-142.100	-22.0100000	-175.7500000	16.000000	75.000000	101.000000	5.216	CMT	2	FIJI ISLANDS REGION
92827	C201608031540A	-142.100	-20.3000000	-174.3600000	125.000000	26.000000	10.000000	4.905	CMT	1	TONGA ISLANDS
92828	C201608031540A	-142.100	-20.3000000	-174.3600000	224.000000	86.000000	116.000000	4.905	CMT	2	TONGA ISLANDS
75411	C201209161302A	-142.100	-18.3700000	-174.2300000	158.000000	12.000000	107.000000	4.974	CMT	1	TONGA ISLANDS
75412	C201209161302A	-142.100	-18.3700000	-174.2300000	356.000000	78.000000	86.000000	4.974	CMT	2	TONGA ISLANDS
75581	C201210020333A	-142.300	-18.8400000	-174.4200000	269.000000	46.000000	39.000000	5.464	CMT	1	TONGA ISLANDS
75582	C201210020333A	-142.300	-18.8400000	-174.4200000	28.000000	63.000000	129.000000	5.464	CMT	2	TONGA ISLANDS
64141	C201001102244A	-142.400	-16.6700000	-173.9000000	314.000000	40.000000	32.000000	5.318	CMT	1	TONGA ISLANDS
64142	C201001102244A	-142.400	-16.6700000	-173.9000000	69.000000	70.000000	125.000000	5.318	CMT	2	TONGA ISLANDS
13707	B011388G	-142.700	-23.2500000	-176.6300000	263.000000	11.000000	37.000000	5.581	CMT	1	SOUTH OF FIJI ISLANDS
13708	B011388G	-142.700	-23.2500000	-176.6300000	30.000000	84.000000	99.000000	5.581	CMT	2	SOUTH OF FIJI ISLANDS
95999	C201704171435A	-142.700	-16.1500000	-173.6100000	315.000000	17.000000	177.000000	5.134	CMT	1	TONGA ISLANDS
96000	C201704171435A	-142.700	-16.1500000	-173.6100000	223.000000	89.000000	73.000000	5.134	CMT	2	TONGA ISLANDS
25847	B092695F	-143.200	-26.0400000	-177.3800000	144.000000	56.000000	-160.000000	5.427	CMT	1	SOUTH OF FIJI ISLANDS
25848	B092695F	-143.200	-26.0400000	-177.3800000	245.000000	73.000000	-35.000000	5.427	CMT	2	SOUTH OF FIJI ISLANDS
41915	C012504B	-143.400	-16.7500000	-173.7900000	262.000000	40.000000	-148.000000	6.672	CMT	1	TONGA ISLANDS
41916	C012504B	-143.400	-16.7500000	-173.7900000	18.000000	70.000000	-55.000000	6.672	CMT	2	TONGA ISLANDS
15005	B102888C	-143.900	-16.3700000	-173.9700000	170.000000	20.000000	97.000000	5.900	CMT	1	TONGA ISLANDS
15006	B102888C	-143.900	-16.3700000	-173.9700000	358.000000	70.000000	87.000000	5.900	CMT	2	TONGA ISLANDS
87841	C201506041819A	-144.000	-24.7900000	-177.0400000	146.000000	46.000000	-152.000000	5.169	CMT	1	SOUTH OF FIJI ISLANDS
87842	C201506041819A	-144.000	-24.7900000	-177.0400000	256.000000	71.000000	-48.000000	5.169	CMT	2	SOUTH OF FIJI ISLANDS
87817	C201506022157A	-144.200	-24.9500000	-177.0400000	131.000000	45.000000	-146.000000	5.063	CMT	1	SOUTH OF FIJI ISLANDS
87818	C201506022157A	-144.200	-24.9500000	-177.0400000	247.000000	67.000000	-51.000000	5.063	CMT	2	SOUTH OF FIJI ISLANDS
8681	B072884A	-144.200	-17.1100000	-173.9300000	168.000000	11.000000	-113.000000	5.470	CMT	1	TONGA ISLANDS
8682	B072884A	-144.200	-17.1100000	-173.9300000	325.000000	80.000000	-86.000000	5.470	CMT	2	TONGA ISLANDS
87585	C201505150342A	-144.300	-18.7300000	-174.1000000	79.000000	22.000000	59.000000	5.044	CMT	1	TONGA ISLANDS
87586	C201505150342A	-144.300	-18.7300000	-174.1000000	226.000000	71.000000	102.000000	5.044	CMT	2	TONGA ISLANDS
92747	C201607261253A	-144.400	-24.2600000	-176.8900000	139.000000	50.000000	-160.000000	5.005	CMT	1	SOUTH OF FIJI ISLANDS
92748	C201607261253A	-144.400	-24.2600000	-176.8900000	243.000000	74.000000	-42.000000	5.005	CMT	2	SOUTH OF FIJI ISLANDS
42557	C041404A	-144.500	-17.8200000	-174.0000000	157.000000	14.000000	-44.000000	5.954	CMT	1	TONGA ISLANDS
42558	C041404A	-144.500	-17.8200000	-174.0000000	24.000000	80.000000	-100.000000	5.954	CMT	2	TONGA ISLANDS
49005	C200512120450A	-144.600	-22.0900000	-176.0400000	307.000000	11.000000	-31.000000	5.345	CMT	1	SOUTH OF FIJI ISLANDS
49006	C200512120450A	-144.600	-22.0900000	-176.0400000	186.000000	84.000000	-100.000000	5.345	CMT	2	SOUTH OF FIJI ISLANDS
75645	C201210060756A	-145.300	-25.5700000	-177.1500000	128.000000	30.000000	160.000000	4.915	CMT	1	SOUTH OF FIJI ISLANDS
75646	C201210060756A	-145.300	-25.5700000	-177.1500000	21.000000	80.000000	62.000000	4.915	CMT	2	SOUTH OF FIJI ISLANDS
39907	B031003B	-145.400	-27.5400000	-177.5000000	141.000000	46.000000	167.000000	5.876	CMT	1	KERMADEC ISLANDS REGION
39908	B031003B	-145.400	-27.5400000	-177.5000000	41.000000	80.000000	45.000000	5.876	CMT	2	KERMADEC ISLANDS REGION
23609	B072894E	-145.500	-16.5100000	-174.0000000	181.000000	26.000000	-108.000000	5.234	CMT	1	TONGA ISLANDS
23610	B072894E	-145.500	-16.5100000	-174.0000000	340.000000	66.000000	-81.000000	5.234	CMT	2	TONGA ISLANDS
26591	B030696A	-145.800	-18.7000000	-174.3800000	60.000000	24.000000	92.000000	5.820	CMT	1	TONGA ISLANDS
26592	B030696A	-145.800	-18.7000000	-174.3800000	243.000000	66.000000	89.000000	5.820	CMT	2	TONGA ISLANDS
67921	C201101151853A	-146.000	-17.3100000	-173.9800000	334.000000	40.000000	125.000000	4.978	CMT	1	TONGA ISLANDS
67922	C201101151853A	-146.000	-17.3100000	-173.9800000	197.000000	58.000000	64.000000	4.978	CMT	2	TONGA ISLANDS
49867	C200603251042A	-146.300	-23.5200000	-176.5700000	290.000000	57.000000	-4.000000	4.970	CMT	1	SOUTH OF FIJI ISLANDS
49868	C200603251042A	-146.300	-23.5200000	-176.5700000	198.000000	87.000000	-147.000000	4.970	CMT	2	SOUTH OF FIJI ISLANDS
39107	B101902I	-146.300	-18.4200000	-174.1900000	23.000000	46.000000	140.000000	5.422	CMT	1	TONGA ISLANDS
39108	B101902I	-146.300	-18.4200000	-174.1900000	263.000000	62.000000	51.000000	5.422	CMT	2	TONGA ISLANDS
28115	C010397A	-146.600	-19.1500000	-174.2600000	180.000000	19.000000	-61.000000	6.010	CMT	1	TONGA ISLANDS
28116	C010397A	-146.600	-19.1500000	-174.2600000	31.000000	73.000000	-100.000000	6.010	CMT	2	TONGA ISLANDS
76005	C201211032049A	-146.700	-22.0900000	-175.9200000	344.000000	22.000000	-44.000000	5.500	CMT	1	SOUTH OF FIJI ISLANDS
76006	C201211032049A	-146.700	-22.0900000	-175.9200000	213.000000	75.000000	-106.000000	5.500	CMT	2	SOUTH OF FIJI ISLANDS
45727	C200502051941A	-146.800	-22.6500000	-175.9400000	3.000000	32.000000	135.000000	5.295	CMT	1	TONGA ISLANDS REGION
45728	C200502051941A	-146.800	-22.6500000	-175.9400000	232.000000	68.000000	66.000000	5.295	CMT	2	TONGA ISLANDS REGION
58515	C200806200018A	-147.200	-18.7700000	-174.1800000	235.000000	16.000000	-110.000000	5.247	CMT	1	TONGA ISLANDS
58516	C200806200018A	-147.200	-18.7700000	-174.1800000	34.000000	75.000000	-84.000000	5.247	CMT	2	TONGA ISLANDS
74979	C201208150754A	-147.500	-16.7600000	-173.5400000	125.000000	14.000000	-83.000000	5.065	CMT	1	TONGA ISLANDS
74980	C201208150754A	-147.500	-16.7600000	-173.5400000	312.000000	76.000000	-92.000000	5.065	CMT	2	TONGA ISLANDS
91481	C201604180620A	-148.100	-17.3300000	-173.6500000	43.000000	15.000000	70.000000	5.132	CMT	1	TONGA ISLANDS
91482	C201604180620A	-148.100	-17.3300000	-173.6500000	203.000000	76.000000	95.000000	5.132	CMT	2	TONGA ISLANDS
73337	C201203311706A	-148.700	-20.3000000	-174.8000000	225.000000	48.000000	56.000000	5.171	CMT	1	TONGA ISLANDS
73338	C201203311706A	-148.700	-20.3000000	-174.8000000	0.000000	52.000000	122.000000	5.171	CMT	2	TONGA ISLANDS
82191	C201404051508A	-149.000	-16.8100000	-173.5700000	304.000000	25.000000	141.000000	4.900	CMT	1	TONGA ISLANDS
82192	C201404051508A	-149.000	-16.8100000	-173.5700000	178.000000	74.000000	70.000000	4.900	CMT	2	TONGA ISLANDS
15495	B021789C	-149.400	-21.9600000	-176.4700000	265.000000	40.000000	32.000000	5.373	CMT	1	FIJI ISLANDS REGION
15496	B021789C	-149.400	-21.9600000	-176.4700000	20.000000	70.000000	125.000000	5.373	CMT	2	FIJI ISLANDS REGION
62853	C200909062250A	-149.400	-18.8200000	-174.4300000	54.000000	48.000000	117.000000	5.094	CMT	1	TONGA ISLANDS
62854	C200909062250A	-149.400	-18.8200000	-174.4300000	271.000000	49.000000	63.000000	5.094	CMT	2	TONGA ISLANDS
95023	C201701201736A	-149.700	-17.4100000	-173.7100000	340.000000	21.000000	134.000000	5.316	CMT	1	TONGA ISLANDS
95024	C201701201736A	-149.700	-17.4100000	-173.7100000	206.000000	76.000000	75.000000	5.316	CMT	2	TONGA ISLANDS
56569	C200712090728A	-149.900	-25.7500000	-177.2200000	34.000000	25.000000	-38.000000	7.867	CMT	1	SOUTH OF FIJI ISLANDS
56570	C200712090728A	-149.900	-25.7500000	-177.2200000	269.000000	75.000000	-110.000000	7.867	CMT	2	SOUTH OF FIJI ISLANDS
88031	C201506230859A	-150.100	-19.7200000	-174.9400000	267.000000	34.000000	42.000000	5.449	CMT	1	TONGA ISLANDS
88032	C201506230859A	-150.100	-19.7200000	-174.9400000	34.000000	68.000000	116.000000	5.449	CMT	2	TONGA ISLANDS
9061	B103084A	-150.300	-17.0700000	-173.7500000	220.000000	10.000000	-121.000000	6.576	CMT	1	TONGA ISLANDS
9062	B103084A	-150.300	-17.0700000	-173.7500000	9.000000	82.000000	-85.000000	6.576	CMT	2	TONGA ISLANDS
55581	C200709061341A	-150.900	-18.5200000	-174.2600000	165.000000	33.000000	-25.000000	4.997	CMT	1	TONGA ISLANDS
55582	C200709061341A	-150.900	-18.5200000	-174.2600000	53.000000	77.000000	-120.000000	4.997	CMT	2	TONGA ISLANDS
16393	B091389A	-151.100	-18.9600000	-175.3800000	208.000000	37.000000	58.000000	5.804	CMT	1	TONGA ISLANDS
16394	B091389A	-151.100	-18.9600000	-175.3800000	351.000000	59.000000	111.000000	5.804	CMT	2	TONGA ISLANDS
73241	C201203231435A	-151.200	-16.1300000	-173.9800000	31.000000	39.000000	-63.000000	5.026	CMT	1	TONGA ISLANDS
73242	C201203231435A	-151.200	-16.1300000	-173.9800000	244.000000	56.000000	-110.000000	5.026	CMT	2	TONGA ISLANDS
56731	C200712260506A	-151.800	-22.0200000	-176.0600000	247.000000	32.000000	34.000000	5.162	CMT	1	SOUTH OF FIJI ISLANDS
56732	C200712260506A	-151.800	-22.0200000	-176.0600000	7.000000	73.000000	117.000000	5.162	CMT	2	SOUTH OF FIJI ISLANDS
3615	B051280A	-151.900	-23.5800000	-177.4100000	29.000000	21.000000	-54.000000	5.545	CMT	1	TONGA ISLANDS REGION
3616	B051280A	-151.900	-23.5800000	-177.4100000	246.000000	73.000000	-103.000000	5.545	CMT	2	TONGA ISLANDS REGION
71851	C201111271441A	-153.100	-18.5500000	-174.2700000	301.000000	21.000000	-5.000000	5.027	CMT	1	TONGA ISLANDS
71852	C201111271441A	-153.100	-18.5500000	-174.2700000	206.000000	88.000000	-111.000000	5.027	CMT	2	TONGA ISLANDS
84173	C201409021704A	-154.100	-22.9600000	-175.9500000	302.000000	34.000000	-153.000000	4.850	CMT	1	SOUTH OF FIJI ISLANDS
84174	C201409021704A	-154.100	-22.9600000	-175.9500000	55.000000	75.000000	-59.000000	4.850	CMT	2	SOUTH OF FIJI ISLANDS
21883	B050293G	-154.600	-20.9300000	-175.7100000	270.000000	43.000000	45.000000	5.653	CMT	1	TONGA ISLANDS
21884	B050293G	-154.600	-20.9300000	-175.7100000	36.000000	61.000000	124.000000	5.653	CMT	2	TONGA ISLANDS
20019	B032892C	-157.000	-21.7900000	-176.0600000	257.000000	36.000000	31.000000	5.408	CMT	1	FIJI ISLANDS REGION
20020	B032892C	-157.000	-21.7900000	-176.0600000	13.000000	72.000000	122.000000	5.408	CMT	2	FIJI ISLANDS REGION
54223	C200704190326A	-157.200	-17.0100000	-173.9400000	258.000000	5.000000	51.000000	5.470	CMT	1	TONGA ISLANDS
54224	C200704190326A	-157.200	-17.0100000	-173.9400000	38.000000	86.000000	93.000000	5.470	CMT	2	TONGA ISLANDS
6741	B020783D	-157.400	-26.5400000	-177.8000000	131.000000	22.000000	156.000000	5.427	CMT	1	SOUTH OF FIJI ISLANDS
6742	B020783D	-157.400	-26.5400000	-177.8000000	18.000000	81.000000	70.000000	5.427	CMT	2	SOUTH OF FIJI ISLANDS
88019	C201506202339A	-157.400	-23.5300000	-176.8200000	98.000000	20.000000	-179.000000	5.977	CMT	1	SOUTH OF FIJI ISLANDS
88020	C201506202339A	-157.400	-23.5300000	-176.8200000	189.000000	90.000000	-70.000000	5.977	CMT	2	SOUTH OF FIJI ISLANDS
77861	C201303271744A	-157.500	-26.0600000	-176.9900000	260.000000	30.000000	-168.000000	4.991	CMT	1	SOUTH OF FIJI ISLANDS
77862	C201303271744A	-157.500	-26.0600000	-176.9900000	0.000000	84.000000	-60.000000	4.991	CMT	2	SOUTH OF FIJI ISLANDS
