//
// Example data file for Orient 3 (Vollmer, 2015)
// Latitude and longitude formated as spherical projection data
//
// Modern continental outlines from data file Modern.cno of EdGCM Global Climate
// Modeling software (2005) http://edgcm.columbia.edu/:
//
// Chandler, M.A., S.J. Richards, and M.J. Shopsin, 2005: EdGCM: Enhancing climate 
// science education through climate modeling research projects. In Proceedings of the 
// 85th Annual Meeting of the American Meteorological Society, 14th Symposium on 
// Education, Jan 8-14, 2005, San Diego, CA, pp. P1.5. http://edgcm.columbia.edu
//
// Note: This file contains NaN (Not a Number) values for latitude and longitude to 
// indicate the end of a polygon. The original file used a single "999" value instead.
// A type "CO" is assigned, and a comment column contains the polygon name.
//
// -------------------------------------------------------------------------------------
Lat Sphere	Long Sphere	Type	Comment
25.58	58.58	CO	CO-24(AF-AS)
25.42	59.17	CO	CO-24(AF-AS)
25.33	59.67	CO	CO-24(AF-AS)
25.33	60.17	CO	CO-24(AF-AS)
25.25	60.75	CO	CO-24(AF-AS)
25.17	61.17	CO	CO-24(AF-AS)
25.08	61.83	CO	CO-24(AF-AS)
25.17	62.42	CO	CO-24(AF-AS)
25.25	62.92	CO	CO-24(AF-AS)
25.25	63.50	CO	CO-24(AF-AS)
25.42	63.83	CO	CO-24(AF-AS)
25.25	64.25	CO	CO-24(AF-AS)
25.17	64.67	CO	CO-24(AF-AS)
25.25	65.17	CO	CO-24(AF-AS)
25.33	65.58	CO	CO-24(AF-AS)
25.42	66.08	CO	CO-24(AF-AS)
25.33	66.58	CO	CO-24(AF-AS)
25.00	66.83	CO	CO-24(AF-AS)
24.75	67.17	CO	CO-24(AF-AS)
24.33	67.33	CO	CO-24(AF-AS)
23.92	67.42	CO	CO-24(AF-AS)
23.75	67.92	CO	CO-24(AF-AS)
23.50	68.33	CO	CO-24(AF-AS)
23.08	68.67	CO	CO-24(AF-AS)
22.75	69.17	CO	CO-24(AF-AS)
22.75	69.75	CO	CO-24(AF-AS)
22.92	70.33	CO	CO-24(AF-AS)
22.42	70.17	CO	CO-24(AF-AS)
22.25	69.67	CO	CO-24(AF-AS)
22.25	69.08	CO	CO-24(AF-AS)
21.75	69.33	CO	CO-24(AF-AS)
21.42	69.67	CO	CO-24(AF-AS)
21.00	70.08	CO	CO-24(AF-AS)
20.75	70.58	CO	CO-24(AF-AS)
20.75	71.17	CO	CO-24(AF-AS)
20.92	71.67	CO	CO-24(AF-AS)
21.25	72.08	CO	CO-24(AF-AS)
21.83	72.17	CO	CO-24(AF-AS)
22.25	72.33	CO	CO-24(AF-AS)
22.17	72.58	CO	CO-24(AF-AS)
21.67	72.50	CO	CO-24(AF-AS)
21.25	72.58	CO	CO-24(AF-AS)
20.83	72.83	CO	CO-24(AF-AS)
20.25	72.75	CO	CO-24(AF-AS)
19.75	72.67	CO	CO-24(AF-AS)
19.25	72.83	CO	CO-24(AF-AS)
19.00	73.00	CO	CO-24(AF-AS)
18.67	72.83	CO	CO-24(AF-AS)
18.08	73.00	CO	CO-24(AF-AS)
17.50	73.17	CO	CO-24(AF-AS)
17.00	73.25	CO	CO-24(AF-AS)
16.42	73.33	CO	CO-24(AF-AS)
16.00	73.50	CO	CO-24(AF-AS)
15.50	73.75	CO	CO-24(AF-AS)
15.00	74.08	CO	CO-24(AF-AS)
14.50	74.42	CO	CO-24(AF-AS)
14.00	74.50	CO	CO-24(AF-AS)
13.50	74.67	CO	CO-24(AF-AS)
13.00	74.83	CO	CO-24(AF-AS)
12.42	75.00	CO	CO-24(AF-AS)
12.00	75.25	CO	CO-24(AF-AS)
11.58	75.58	CO	CO-24(AF-AS)
11.17	75.83	CO	CO-24(AF-AS)
10.67	76.00	CO	CO-24(AF-AS)
10.17	76.17	CO	CO-24(AF-AS)
9.58	76.33	CO	CO-24(AF-AS)
9.00	76.50	CO	CO-24(AF-AS)
8.58	76.83	CO	CO-24(AF-AS)
8.25	77.17	CO	CO-24(AF-AS)
8.08	77.58	CO	CO-24(AF-AS)
8.33	78.00	CO	CO-24(AF-AS)
8.92	78.17	CO	CO-24(AF-AS)
9.17	78.58	CO	CO-24(AF-AS)
9.25	79.00	CO	CO-24(AF-AS)
9.75	79.00	CO	CO-24(AF-AS)
10.25	79.33	CO	CO-24(AF-AS)
10.25	79.83	CO	CO-24(AF-AS)
10.83	79.83	CO	CO-24(AF-AS)
11.25	79.75	CO	CO-24(AF-AS)
11.75	79.75	CO	CO-24(AF-AS)
12.17	80.00	CO	CO-24(AF-AS)
12.67	80.25	CO	CO-24(AF-AS)
13.25	80.33	CO	CO-24(AF-AS)
13.83	80.25	CO	CO-24(AF-AS)
14.42	80.17	CO	CO-24(AF-AS)
15.00	80.08	CO	CO-24(AF-AS)
15.42	80.17	CO	CO-24(AF-AS)
15.83	80.42	CO	CO-24(AF-AS)
15.75	81.00	CO	CO-24(AF-AS)
16.17	81.17	CO	CO-24(AF-AS)
16.25	81.50	CO	CO-24(AF-AS)
16.33	82.00	CO	CO-24(AF-AS)
16.58	82.25	CO	CO-24(AF-AS)
17.00	82.33	CO	CO-24(AF-AS)
17.17	82.58	CO	CO-24(AF-AS)
17.42	83.00	CO	CO-24(AF-AS)
17.83	83.33	CO	CO-24(AF-AS)
18.08	83.67	CO	CO-24(AF-AS)
18.25	84.08	CO	CO-24(AF-AS)
18.58	84.50	CO	CO-24(AF-AS)
19.00	84.83	CO	CO-24(AF-AS)
19.33	85.08	CO	CO-24(AF-AS)
19.67	85.50	CO	CO-24(AF-AS)
19.75	85.92	CO	CO-24(AF-AS)
19.92	86.42	CO	CO-24(AF-AS)
20.33	86.75	CO	CO-24(AF-AS)
20.75	87.00	CO	CO-24(AF-AS)
21.08	86.92	CO	CO-24(AF-AS)
21.42	87.08	CO	CO-24(AF-AS)
21.58	87.58	CO	CO-24(AF-AS)
21.75	88.00	CO	CO-24(AF-AS)
22.08	88.17	CO	CO-24(AF-AS)
21.50	88.33	CO	CO-24(AF-AS)
21.58	88.75	CO	CO-24(AF-AS)
21.67	89.25	CO	CO-24(AF-AS)
21.75	89.75	CO	CO-24(AF-AS)
21.83	90.25	CO	CO-24(AF-AS)
22.17	90.58	CO	CO-24(AF-AS)
22.42	90.92	CO	CO-24(AF-AS)
22.75	91.42	CO	CO-24(AF-AS)
22.33	91.75	CO	CO-24(AF-AS)
21.92	91.92	CO	CO-24(AF-AS)
21.50	92.00	CO	CO-24(AF-AS)
21.08	92.17	CO	CO-24(AF-AS)
20.67	92.50	CO	CO-24(AF-AS)
20.25	92.92	CO	CO-24(AF-AS)
19.92	93.17	CO	CO-24(AF-AS)
19.92	93.50	CO	CO-24(AF-AS)
19.50	93.75	CO	CO-24(AF-AS)
19.25	93.58	CO	CO-24(AF-AS)
18.83	93.83	CO	CO-24(AF-AS)
18.83	94.17	CO	CO-24(AF-AS)
18.33	94.33	CO	CO-24(AF-AS)
17.75	94.50	CO	CO-24(AF-AS)
17.17	94.58	CO	CO-24(AF-AS)
16.58	94.42	CO	CO-24(AF-AS)
16.08	94.25	CO	CO-24(AF-AS)
15.83	94.75	CO	CO-24(AF-AS)
15.75	95.08	CO	CO-24(AF-AS)
15.75	95.50	CO	CO-24(AF-AS)
16.08	95.83	CO	CO-24(AF-AS)
16.33	96.25	CO	CO-24(AF-AS)
16.58	96.75	CO	CO-24(AF-AS)
16.92	96.92	CO	CO-24(AF-AS)
16.75	97.25	CO	CO-24(AF-AS)
16.33	97.58	CO	CO-24(AF-AS)
15.83	97.75	CO	CO-24(AF-AS)
15.33	97.83	CO	CO-24(AF-AS)
14.75	97.92	CO	CO-24(AF-AS)
14.25	98.08	CO	CO-24(AF-AS)
13.67	98.25	CO	CO-24(AF-AS)
13.08	98.58	CO	CO-24(AF-AS)
12.50	98.75	CO	CO-24(AF-AS)
11.92	98.50	CO	CO-24(AF-AS)
11.42	98.75	CO	CO-24(AF-AS)
11.00	98.75	CO	CO-24(AF-AS)
10.67	98.50	CO	CO-24(AF-AS)
10.17	98.50	CO	CO-24(AF-AS)
9.58	98.50	CO	CO-24(AF-AS)
9.00	98.25	CO	CO-24(AF-AS)
8.50	98.25	CO	CO-24(AF-AS)
8.08	98.42	CO	CO-24(AF-AS)
8.25	98.67	CO	CO-24(AF-AS)
7.83	99.08	CO	CO-24(AF-AS)
7.33	99.42	CO	CO-24(AF-AS)
7.00	99.75	CO	CO-24(AF-AS)
6.67	100.08	CO	CO-24(AF-AS)
6.40	100.25	CO	CO-24(AF-AS)
6.08	100.33	CO	CO-24(AF-AS)
5.67	100.33	CO	CO-24(AF-AS)
5.08	100.42	CO	CO-24(AF-AS)
4.75	100.67	CO	CO-24(AF-AS)
4.25	100.58	CO	CO-24(AF-AS)
3.75	100.92	CO	CO-24(AF-AS)
3.33	101.33	CO	CO-24(AF-AS)
2.83	101.42	CO	CO-24(AF-AS)
2.50	101.92	CO	CO-24(AF-AS)
2.17	102.25	CO	CO-24(AF-AS)
1.92	102.75	CO	CO-24(AF-AS)
1.67	103.17	CO	CO-24(AF-AS)
1.42	103.50	CO	CO-24(AF-AS)
1.42	104.25	CO	CO-24(AF-AS)
2.00	104.08	CO	CO-24(AF-AS)
2.58	103.75	CO	CO-24(AF-AS)
2.92	103.42	CO	CO-24(AF-AS)
3.42	103.42	CO	CO-24(AF-AS)
3.92	103.42	CO	CO-24(AF-AS)
4.42	103.42	CO	CO-24(AF-AS)
4.92	103.42	CO	CO-24(AF-AS)
5.42	103.08	CO	CO-24(AF-AS)
5.75	102.67	CO	CO-24(AF-AS)
6.08	102.25	CO	CO-24(AF-AS)
6.42	101.83	CO	CO-24(AF-AS)
6.83	101.50	CO	CO-24(AF-AS)
6.92	100.92	CO	CO-24(AF-AS)
7.17	100.58	CO	CO-24(AF-AS)
7.75	100.42	CO	CO-24(AF-AS)
8.25	100.25	CO	CO-24(AF-AS)
8.58	99.92	CO	CO-24(AF-AS)
9.25	99.83	CO	CO-24(AF-AS)
9.17	99.33	CO	CO-24(AF-AS)
9.67	99.17	CO	CO-24(AF-AS)
10.25	99.17	CO	CO-24(AF-AS)
10.83	99.33	CO	CO-24(AF-AS)
11.17	99.58	CO	CO-24(AF-AS)
11.67	99.75	CO	CO-24(AF-AS)
12.08	99.92	CO	CO-24(AF-AS)
12.75	99.92	CO	CO-24(AF-AS)
13.33	100.00	CO	CO-24(AF-AS)
13.50	100.42	CO	CO-24(AF-AS)
13.33	100.92	CO	CO-24(AF-AS)
12.75	100.92	CO	CO-24(AF-AS)
12.67	101.42	CO	CO-24(AF-AS)
12.67	101.83	CO	CO-24(AF-AS)
12.25	102.25	CO	CO-24(AF-AS)
12.08	102.58	CO	CO-24(AF-AS)
11.75	102.83	CO	CO-24(AF-AS)
11.33	103.00	CO	CO-24(AF-AS)
10.92	103.25	CO	CO-24(AF-AS)
10.58	103.67	CO	CO-24(AF-AS)
10.58	104.25	CO	CO-24(AF-AS)
10.25	104.50	CO	CO-24(AF-AS)
10.08	105.00	CO	CO-24(AF-AS)
9.58	104.83	CO	CO-24(AF-AS)
9.08	104.83	CO	CO-24(AF-AS)
8.67	105.00	CO	CO-24(AF-AS)
9.00	105.42	CO	CO-24(AF-AS)
9.33	105.83	CO	CO-24(AF-AS)
9.42	106.33	CO	CO-24(AF-AS)
9.83	106.67	CO	CO-24(AF-AS)
10.42	106.67	CO	CO-24(AF-AS)
10.42	107.25	CO	CO-24(AF-AS)
10.67	107.67	CO	CO-24(AF-AS)
10.92	108.08	CO	CO-24(AF-AS)
11.17	108.50	CO	CO-24(AF-AS)
11.42	109.00	CO	CO-24(AF-AS)
11.75	109.17	CO	CO-24(AF-AS)
12.17	109.17	CO	CO-24(AF-AS)
12.83	109.25	CO	CO-24(AF-AS)
13.25	109.25	CO	CO-24(AF-AS)
13.75	109.25	CO	CO-24(AF-AS)
14.25	109.17	CO	CO-24(AF-AS)
14.75	109.00	CO	CO-24(AF-AS)
15.33	108.83	CO	CO-24(AF-AS)
15.75	108.42	CO	CO-24(AF-AS)
16.17	108.08	CO	CO-24(AF-AS)
16.50	107.67	CO	CO-24(AF-AS)
16.92	107.17	CO	CO-24(AF-AS)
17.33	106.83	CO	CO-24(AF-AS)
17.75	106.42	CO	CO-24(AF-AS)
18.08	106.33	CO	CO-24(AF-AS)
18.42	105.92	CO	CO-24(AF-AS)
19.00	105.58	CO	CO-24(AF-AS)
19.50	105.75	CO	CO-24(AF-AS)
19.92	105.92	CO	CO-24(AF-AS)
20.25	106.42	CO	CO-24(AF-AS)
20.67	106.67	CO	CO-24(AF-AS)
21.00	107.08	CO	CO-24(AF-AS)
21.25	107.58	CO	CO-24(AF-AS)
21.50	108.00	CO	CO-24(AF-AS)
21.67	108.50	CO	CO-24(AF-AS)
21.67	109.00	CO	CO-24(AF-AS)
21.42	109.42	CO	CO-24(AF-AS)
21.42	109.75	CO	CO-24(AF-AS)
21.00	109.67	CO	CO-24(AF-AS)
20.75	109.75	CO	CO-24(AF-AS)
20.33	109.92	CO	CO-24(AF-AS)
20.33	110.25	CO	CO-24(AF-AS)
20.50	110.50	CO	CO-24(AF-AS)
20.92	110.25	CO	CO-24(AF-AS)
21.25	110.42	CO	CO-24(AF-AS)
21.42	110.92	CO	CO-24(AF-AS)
21.50	111.50	CO	CO-24(AF-AS)
21.75	112.00	CO	CO-24(AF-AS)
21.83	112.50	CO	CO-24(AF-AS)
22.00	113.00	CO	CO-24(AF-AS)
22.50	113.08	CO	CO-24(AF-AS)
22.17	113.50	CO	CO-24(AF-AS)
22.67	113.67	CO	CO-24(AF-AS)
22.25	114.17	CO	CO-24(AF-AS)
22.67	114.50	CO	CO-24(AF-AS)
22.67	115.00	CO	CO-24(AF-AS)
22.75	115.50	CO	CO-24(AF-AS)
22.83	116.00	CO	CO-24(AF-AS)
23.08	116.50	CO	CO-24(AF-AS)
23.42	117.00	CO	CO-24(AF-AS)
23.67	117.42	CO	CO-24(AF-AS)
24.00	117.83	CO	CO-24(AF-AS)
24.25	118.17	CO	CO-24(AF-AS)
24.58	118.17	CO	CO-24(AF-AS)
24.58	118.67	CO	CO-24(AF-AS)
25.00	118.83	CO	CO-24(AF-AS)
25.25	119.17	CO	CO-24(AF-AS)
25.58	119.42	CO	CO-24(AF-AS)
26.00	119.67	CO	CO-24(AF-AS)
26.33	119.75	CO	CO-24(AF-AS)
26.75	119.67	CO	CO-24(AF-AS)
26.67	120.00	CO	CO-24(AF-AS)
27.00	120.33	CO	CO-24(AF-AS)
27.42	120.58	CO	CO-24(AF-AS)
27.83	120.83	CO	CO-24(AF-AS)
28.17	121.08	CO	CO-24(AF-AS)
28.17	121.42	CO	CO-24(AF-AS)
28.42	121.58	CO	CO-24(AF-AS)
28.67	121.50	CO	CO-24(AF-AS)
29.17	121.67	CO	CO-24(AF-AS)
29.17	121.92	CO	CO-24(AF-AS)
29.75	122.00	CO	CO-24(AF-AS)
30.00	122.08	CO	CO-24(AF-AS)
30.08	121.67	CO	CO-24(AF-AS)
30.25	121.33	CO	CO-24(AF-AS)
30.17	120.75	CO	CO-24(AF-AS)
30.33	120.42	CO	CO-24(AF-AS)
30.42	120.92	CO	CO-24(AF-AS)
30.67	121.17	CO	CO-24(AF-AS)
30.83	121.50	CO	CO-24(AF-AS)
30.92	121.92	CO	CO-24(AF-AS)
31.25	121.83	CO	CO-24(AF-AS)
31.67	121.25	CO	CO-24(AF-AS)
31.67	121.83	CO	CO-24(AF-AS)
32.08	121.67	CO	CO-24(AF-AS)
32.42	121.25	CO	CO-24(AF-AS)
32.58	120.92	CO	CO-24(AF-AS)
33.00	120.83	CO	CO-24(AF-AS)
33.42	120.67	CO	CO-24(AF-AS)
33.83	120.50	CO	CO-24(AF-AS)
34.33	120.33	CO	CO-24(AF-AS)
34.58	119.75	CO	CO-24(AF-AS)
34.83	119.17	CO	CO-24(AF-AS)
35.25	119.42	CO	CO-24(AF-AS)
35.58	119.67	CO	CO-24(AF-AS)
35.92	120.17	CO	CO-24(AF-AS)
36.17	120.67	CO	CO-24(AF-AS)
36.58	120.83	CO	CO-24(AF-AS)
36.75	121.50	CO	CO-24(AF-AS)
37.00	122.00	CO	CO-24(AF-AS)
36.83	122.33	CO	CO-24(AF-AS)
37.33	122.58	CO	CO-24(AF-AS)
37.42	122.08	CO	CO-24(AF-AS)
37.42	121.58	CO	CO-24(AF-AS)
37.50	121.17	CO	CO-24(AF-AS)
37.75	120.83	CO	CO-24(AF-AS)
37.58	120.33	CO	CO-24(AF-AS)
37.33	120.00	CO	CO-24(AF-AS)
37.08	119.75	CO	CO-24(AF-AS)
37.08	119.33	CO	CO-24(AF-AS)
37.33	118.92	CO	CO-24(AF-AS)
37.75	118.83	CO	CO-24(AF-AS)
38.00	118.33	CO	CO-24(AF-AS)
38.25	117.92	CO	CO-24(AF-AS)
38.58	117.58	CO	CO-24(AF-AS)
38.92	117.67	CO	CO-24(AF-AS)
39.25	118.00	CO	CO-24(AF-AS)
39.08	118.42	CO	CO-24(AF-AS)
39.17	119.00	CO	CO-24(AF-AS)
39.42	119.25	CO	CO-24(AF-AS)
39.75	119.42	CO	CO-24(AF-AS)
40.00	119.92	CO	CO-24(AF-AS)
40.17	120.42	CO	CO-24(AF-AS)
40.58	120.83	CO	CO-24(AF-AS)
40.92	121.25	CO	CO-24(AF-AS)
40.83	121.92	CO	CO-24(AF-AS)
40.42	122.25	CO	CO-24(AF-AS)
40.00	121.92	CO	CO-24(AF-AS)
39.75	121.50	CO	CO-24(AF-AS)
39.50	121.33	CO	CO-24(AF-AS)
39.17	121.67	CO	CO-24(AF-AS)
38.75	121.17	CO	CO-24(AF-AS)
38.83	121.58	CO	CO-24(AF-AS)
39.08	122.08	CO	CO-24(AF-AS)
39.42	122.42	CO	CO-24(AF-AS)
39.58	123.00	CO	CO-24(AF-AS)
39.75	123.50	CO	CO-24(AF-AS)
39.83	124.08	CO	CO-24(AF-AS)
39.67	124.67	CO	CO-24(AF-AS)
39.58	125.08	CO	CO-24(AF-AS)
39.42	125.42	CO	CO-24(AF-AS)
38.92	125.17	CO	CO-24(AF-AS)
38.50	125.00	CO	CO-24(AF-AS)
38.08	124.75	CO	CO-24(AF-AS)
37.67	125.33	CO	CO-24(AF-AS)
37.75	126.08	CO	CO-24(AF-AS)
37.42	126.58	CO	CO-24(AF-AS)
37.00	126.75	CO	CO-24(AF-AS)
36.92	126.17	CO	CO-24(AF-AS)
36.33	126.50	CO	CO-24(AF-AS)
35.75	126.75	CO	CO-24(AF-AS)
35.33	126.33	CO	CO-24(AF-AS)
34.83	126.33	CO	CO-24(AF-AS)
34.33	126.58	CO	CO-24(AF-AS)
34.67	127.17	CO	CO-24(AF-AS)
34.83	127.75	CO	CO-24(AF-AS)
34.92	128.50	CO	CO-24(AF-AS)
35.17	129.08	CO	CO-24(AF-AS)
35.58	129.33	CO	CO-24(AF-AS)
36.00	129.42	CO	CO-24(AF-AS)
36.50	129.42	CO	CO-24(AF-AS)
37.00	129.33	CO	CO-24(AF-AS)
37.50	129.17	CO	CO-24(AF-AS)
37.92	128.83	CO	CO-24(AF-AS)
38.25	128.50	CO	CO-24(AF-AS)
38.67	128.25	CO	CO-24(AF-AS)
39.00	127.83	CO	CO-24(AF-AS)
39.25	127.33	CO	CO-24(AF-AS)
39.58	127.50	CO	CO-24(AF-AS)
39.83	127.33	CO	CO-24(AF-AS)
39.92	127.83	CO	CO-24(AF-AS)
40.08	128.25	CO	CO-24(AF-AS)
40.33	128.75	CO	CO-24(AF-AS)
40.67	129.25	CO	CO-24(AF-AS)
40.83	129.67	CO	CO-24(AF-AS)
41.33	129.67	CO	CO-24(AF-AS)
41.58	129.58	CO	CO-24(AF-AS)
42.08	130.08	CO	CO-24(AF-AS)
42.25	130.67	CO	CO-24(AF-AS)
42.58	130.83	CO	CO-24(AF-AS)
42.58	131.17	CO	CO-24(AF-AS)
43.00	131.50	CO	CO-24(AF-AS)
43.25	131.75	CO	CO-24(AF-AS)
43.25	132.33	CO	CO-24(AF-AS)
42.92	132.33	CO	CO-24(AF-AS)
42.67	133.08	CO	CO-24(AF-AS)
42.83	133.75	CO	CO-24(AF-AS)
43.17	134.33	CO	CO-24(AF-AS)
43.42	135.00	CO	CO-24(AF-AS)
43.92	135.50	CO	CO-24(AF-AS)
44.33	135.67	CO	CO-24(AF-AS)
44.75	136.33	CO	CO-24(AF-AS)
45.25	136.92	CO	CO-24(AF-AS)
45.67	137.50	CO	CO-24(AF-AS)
46.08	137.92	CO	CO-24(AF-AS)
46.50	138.25	CO	CO-24(AF-AS)
47.08	138.50	CO	CO-24(AF-AS)
47.50	139.00	CO	CO-24(AF-AS)
48.00	139.50	CO	CO-24(AF-AS)
48.50	140.17	CO	CO-24(AF-AS)
49.00	140.33	CO	CO-24(AF-AS)
49.42	140.50	CO	CO-24(AF-AS)
50.00	140.50	CO	CO-24(AF-AS)
50.50	140.42	CO	CO-24(AF-AS)
51.00	140.50	CO	CO-24(AF-AS)
51.42	140.75	CO	CO-24(AF-AS)
51.83	141.08	CO	CO-24(AF-AS)
52.17	141.33	CO	CO-24(AF-AS)
52.42	141.08	CO	CO-24(AF-AS)
52.83	141.08	CO	CO-24(AF-AS)
53.25	141.33	CO	CO-24(AF-AS)
53.50	140.75	CO	CO-24(AF-AS)
53.75	140.25	CO	CO-24(AF-AS)
54.00	140.17	CO	CO-24(AF-AS)
54.17	139.50	CO	CO-24(AF-AS)
54.17	138.83	CO	CO-24(AF-AS)
53.67	138.25	CO	CO-24(AF-AS)
53.50	137.33	CO	CO-24(AF-AS)
53.83	137.67	CO	CO-24(AF-AS)
54.25	137.67	CO	CO-24(AF-AS)
54.17	137.08	CO	CO-24(AF-AS)
53.75	136.67	CO	CO-24(AF-AS)
54.17	136.67	CO	CO-24(AF-AS)
54.58	136.67	CO	CO-24(AF-AS)
54.50	135.92	CO	CO-24(AF-AS)
54.67	135.25	CO	CO-24(AF-AS)
54.92	135.17	CO	CO-24(AF-AS)
55.17	135.92	CO	CO-24(AF-AS)
55.58	136.58	CO	CO-24(AF-AS)
55.92	137.25	CO	CO-24(AF-AS)
56.33	137.92	CO	CO-24(AF-AS)
56.83	138.50	CO	CO-24(AF-AS)
57.17	139.00	CO	CO-24(AF-AS)
57.50	139.67	CO	CO-24(AF-AS)
57.75	140.25	CO	CO-24(AF-AS)
58.08	140.58	CO	CO-24(AF-AS)
58.42	141.00	CO	CO-24(AF-AS)
58.67	141.67	CO	CO-24(AF-AS)
59.00	142.00	CO	CO-24(AF-AS)
59.25	142.67	CO	CO-24(AF-AS)
59.33	143.67	CO	CO-24(AF-AS)
59.33	144.67	CO	CO-24(AF-AS)
59.33	145.58	CO	CO-24(AF-AS)
59.17	145.92	CO	CO-24(AF-AS)
59.42	146.50	CO	CO-24(AF-AS)
59.25	147.42	CO	CO-24(AF-AS)
59.33	148.17	CO	CO-24(AF-AS)
59.25	148.83	CO	CO-24(AF-AS)
59.42	148.92	CO	CO-24(AF-AS)
59.67	149.00	CO	CO-24(AF-AS)
59.75	149.50	CO	CO-24(AF-AS)
59.58	150.17	CO	CO-24(AF-AS)
59.50	150.83	CO	CO-24(AF-AS)
59.58	151.33	CO	CO-24(AF-AS)
59.33	151.67	CO	CO-24(AF-AS)
59.08	151.08	CO	CO-24(AF-AS)
58.83	151.33	CO	CO-24(AF-AS)
58.83	152.00	CO	CO-24(AF-AS)
59.00	152.92	CO	CO-24(AF-AS)
59.17	153.33	CO	CO-24(AF-AS)
59.08	154.00	CO	CO-24(AF-AS)
59.17	155.17	CO	CO-24(AF-AS)
59.42	154.83	CO	CO-24(AF-AS)
59.50	154.17	CO	CO-24(AF-AS)
60.00	154.50	CO	CO-24(AF-AS)
60.42	155.00	CO	CO-24(AF-AS)
60.75	155.75	CO	CO-24(AF-AS)
61.17	156.33	CO	CO-24(AF-AS)
61.58	156.92	CO	CO-24(AF-AS)
61.75	157.92	CO	CO-24(AF-AS)
61.83	158.83	CO	CO-24(AF-AS)
61.67	159.50	CO	CO-24(AF-AS)
61.83	160.33	CO	CO-24(AF-AS)
61.25	159.83	CO	CO-24(AF-AS)
60.92	159.92	CO	CO-24(AF-AS)
60.58	160.17	CO	CO-24(AF-AS)
60.92	161.00	CO	CO-24(AF-AS)
61.25	161.67	CO	CO-24(AF-AS)
61.58	162.25	CO	CO-24(AF-AS)
61.67	162.92	CO	CO-24(AF-AS)
62.08	162.92	CO	CO-24(AF-AS)
62.50	163.25	CO	CO-24(AF-AS)
62.67	164.42	CO	CO-24(AF-AS)
62.50	164.75	CO	CO-24(AF-AS)
62.25	164.08	CO	CO-24(AF-AS)
61.75	163.92	CO	CO-24(AF-AS)
61.17	163.75	CO	CO-24(AF-AS)
60.83	163.50	CO	CO-24(AF-AS)
60.67	162.67	CO	CO-24(AF-AS)
60.42	161.92	CO	CO-24(AF-AS)
60.08	161.58	CO	CO-24(AF-AS)
59.67	160.92	CO	CO-24(AF-AS)
59.25	160.08	CO	CO-24(AF-AS)
58.83	159.67	CO	CO-24(AF-AS)
58.42	159.00	CO	CO-24(AF-AS)
58.00	158.25	CO	CO-24(AF-AS)
57.75	157.50	CO	CO-24(AF-AS)
57.75	156.83	CO	CO-24(AF-AS)
57.42	157.00	CO	CO-24(AF-AS)
57.00	156.67	CO	CO-24(AF-AS)
56.83	156.00	CO	CO-24(AF-AS)
56.33	155.75	CO	CO-24(AF-AS)
55.83	155.50	CO	CO-24(AF-AS)
55.25	155.42	CO	CO-24(AF-AS)
54.83	155.50	CO	CO-24(AF-AS)
54.33	155.67	CO	CO-24(AF-AS)
53.92	155.83	CO	CO-24(AF-AS)
53.33	156.00	CO	CO-24(AF-AS)
52.75	156.08	CO	CO-24(AF-AS)
52.17	156.42	CO	CO-24(AF-AS)
51.67	156.50	CO	CO-24(AF-AS)
51.25	156.50	CO	CO-24(AF-AS)
50.92	156.67	CO	CO-24(AF-AS)
51.25	157.33	CO	CO-24(AF-AS)
51.67	157.92	CO	CO-24(AF-AS)
52.25	158.42	CO	CO-24(AF-AS)
52.83	158.58	CO	CO-24(AF-AS)
53.17	159.17	CO	CO-24(AF-AS)
53.17	159.92	CO	CO-24(AF-AS)
53.58	159.83	CO	CO-24(AF-AS)
54.08	159.92	CO	CO-24(AF-AS)
54.42	160.42	CO	CO-24(AF-AS)
54.58	161.17	CO	CO-24(AF-AS)
54.50	161.67	CO	CO-24(AF-AS)
54.75	162.08	CO	CO-24(AF-AS)
55.17	161.67	CO	CO-24(AF-AS)
55.67	161.58	CO	CO-24(AF-AS)
56.08	161.92	CO	CO-24(AF-AS)
56.25	162.42	CO	CO-24(AF-AS)
56.00	162.83	CO	CO-24(AF-AS)
56.17	163.25	CO	CO-24(AF-AS)
56.67	163.08	CO	CO-24(AF-AS)
56.83	162.67	CO	CO-24(AF-AS)
57.25	162.67	CO	CO-24(AF-AS)
57.67	163.17	CO	CO-24(AF-AS)
57.92	162.58	CO	CO-24(AF-AS)
57.75	162.08	CO	CO-24(AF-AS)
58.17	161.92	CO	CO-24(AF-AS)
58.58	162.33	CO	CO-24(AF-AS)
59.00	162.92	CO	CO-24(AF-AS)
59.42	163.17	CO	CO-24(AF-AS)
59.83	163.33	CO	CO-24(AF-AS)
60.00	164.17	CO	CO-24(AF-AS)
59.83	164.75	CO	CO-24(AF-AS)
60.17	165.33	CO	CO-24(AF-AS)
60.33	166.17	CO	CO-24(AF-AS)
59.75	166.17	CO	CO-24(AF-AS)
60.17	166.83	CO	CO-24(AF-AS)
60.42	167.50	CO	CO-24(AF-AS)
60.58	168.25	CO	CO-24(AF-AS)
60.50	169.17	CO	CO-24(AF-AS)
60.25	169.83	CO	CO-24(AF-AS)
59.92	170.33	CO	CO-24(AF-AS)
60.42	170.67	CO	CO-24(AF-AS)
60.67	171.50	CO	CO-24(AF-AS)
61.00	172.33	CO	CO-24(AF-AS)
