//
// Example data file for Orient 3 (Vollmer, 2015)
// Latitude and longitude formated as spherical projection data
//
// Modern continental outlines from data file Modern.cno of EdGCM Global Climate
// Modeling software (2005) http://edgcm.columbia.edu/:
//
// Chandler, M.A., S.J. Richards, and M.J. Shopsin, 2005: EdGCM: Enhancing climate 
// science education through climate modeling research projects. In Proceedings of the 
// 85th Annual Meeting of the American Meteorological Society, 14th Symposium on 
// Education, Jan 8-14, 2005, San Diego, CA, pp. P1.5. http://edgcm.columbia.edu
//
// Note: This file contains NaN (Not a Number) values for latitude and longitude to 
// indicate the end of a polygon. The original file used a single "999" value instead.
// A type "CO" is assigned, and a comment column contains the polygon name.
//
// -------------------------------------------------------------------------------------
Lat Sphere	Long Sphere	Type	Comment
69.67	227.42	CO	CO-03(NA-SA)
69.38	226.67	CO	CO-03(NA-SA)
69.58	225.83	CO	CO-03(NA-SA)
69.50	224.83	CO	CO-03(NA-SA)
69.17	224.08	CO	CO-03(NA-SA)
68.75	224.00	CO	CO-03(NA-SA)
69.00	222.67	CO	CO-03(NA-SA)
69.32	221.67	CO	CO-03(NA-SA)
69.58	220.50	CO	CO-03(NA-SA)
69.62	219.00	CO	CO-03(NA-SA)
69.83	218.17	CO	CO-03(NA-SA)
70.08	217.17	CO	CO-03(NA-SA)
70.08	216.00	CO	CO-03(NA-SA)
70.00	214.92	CO	CO-03(NA-SA)
70.22	213.83	CO	CO-03(NA-SA)
70.22	212.50	CO	CO-03(NA-SA)
70.47	211.00	CO	CO-03(NA-SA)
70.48	209.67	CO	CO-03(NA-SA)
70.48	208.50	CO	CO-03(NA-SA)
70.87	207.50	CO	CO-03(NA-SA)
70.87	205.67	CO	CO-03(NA-SA)
71.13	205.17	CO	CO-03(NA-SA)
71.33	203.67	CO	CO-03(NA-SA)
70.87	202.42	CO	CO-03(NA-SA)
70.83	201.00	CO	CO-03(NA-SA)
70.42	199.58	CO	CO-03(NA-SA)
70.33	198.42	CO	CO-03(NA-SA)
69.92	197.33	CO	CO-03(NA-SA)
69.45	197.00	CO	CO-03(NA-SA)
69.08	196.50	CO	CO-03(NA-SA)
68.92	195.17	CO	CO-03(NA-SA)
68.83	194.00	CO	CO-03(NA-SA)
68.33	193.83	CO	CO-03(NA-SA)
67.98	194.75	CO	CO-03(NA-SA)
67.67	196.00	CO	CO-03(NA-SA)
67.17	196.50	CO	CO-03(NA-SA)
66.83	197.50	CO	CO-03(NA-SA)
66.42	198.25	CO	CO-03(NA-SA)
66.08	197.83	CO	CO-03(NA-SA)
66.08	196.25	CO	CO-03(NA-SA)
66.50	196.17	CO	CO-03(NA-SA)
66.50	195.33	CO	CO-03(NA-SA)
66.25	194.25	CO	CO-03(NA-SA)
66.00	193.17	CO	CO-03(NA-SA)
65.58	192.17	CO	CO-03(NA-SA)
65.42	192.75	CO	CO-03(NA-SA)
65.33	193.67	CO	CO-03(NA-SA)
65.00	193.33	CO	CO-03(NA-SA)
64.67	193.67	CO	CO-03(NA-SA)
64.50	195.08	CO	CO-03(NA-SA)
64.58	196.33	CO	CO-03(NA-SA)
64.42	197.33	CO	CO-03(NA-SA)
64.67	198.08	CO	CO-03(NA-SA)
64.83	199.00	CO	CO-03(NA-SA)
64.42	198.75	CO	CO-03(NA-SA)
64.00	199.25	CO	CO-03(NA-SA)
63.50	199.00	CO	CO-03(NA-SA)
63.42	197.75	CO	CO-03(NA-SA)
63.00	197.00	CO	CO-03(NA-SA)
63.25	196.08	CO	CO-03(NA-SA)
63.00	195.33	CO	CO-03(NA-SA)
62.67	195.17	CO	CO-03(NA-SA)
62.17	194.50	CO	CO-03(NA-SA)
61.50	194.00	CO	CO-03(NA-SA)
61.08	194.75	CO	CO-03(NA-SA)
60.58	195.08	CO	CO-03(NA-SA)
60.08	195.67	CO	CO-03(NA-SA)
59.67	196.17	CO	CO-03(NA-SA)
59.67	197.00	CO	CO-03(NA-SA)
60.08	197.83	CO	CO-03(NA-SA)
59.50	198.33	CO	CO-03(NA-SA)
59.17	198.08	CO	CO-03(NA-SA)
58.75	198.42	CO	CO-03(NA-SA)
58.92	199.00	CO	CO-03(NA-SA)
58.92	200.42	CO	CO-03(NA-SA)
58.42	201.08	CO	CO-03(NA-SA)
58.75	201.33	CO	CO-03(NA-SA)
58.67	202.00	CO	CO-03(NA-SA)
58.75	202.58	CO	CO-03(NA-SA)
58.17	202.50	CO	CO-03(NA-SA)
57.58	202.33	CO	CO-03(NA-SA)
57.25	201.67	CO	CO-03(NA-SA)
56.83	201.00	CO	CO-03(NA-SA)
56.50	200.08	CO	CO-03(NA-SA)
56.00	199.50	CO	CO-03(NA-SA)
55.92	198.58	CO	CO-03(NA-SA)
55.67	197.67	CO	CO-03(NA-SA)
55.25	197.08	CO	CO-03(NA-SA)
55.00	196.08	CO	CO-03(NA-SA)
54.58	195.08	CO	CO-03(NA-SA)
54.33	195.25	CO	CO-03(NA-SA)
54.67	196.33	CO	CO-03(NA-SA)
55.00	197.17	CO	CO-03(NA-SA)
55.17	198.00	CO	CO-03(NA-SA)
55.42	198.58	CO	CO-03(NA-SA)
55.58	199.50	CO	CO-03(NA-SA)
55.83	200.42	CO	CO-03(NA-SA)
56.00	201.25	CO	CO-03(NA-SA)
56.42	201.58	CO	CO-03(NA-SA)
56.67	202.33	CO	CO-03(NA-SA)
57.00	203.33	CO	CO-03(NA-SA)
57.42	203.83	CO	CO-03(NA-SA)
57.83	204.75	CO	CO-03(NA-SA)
58.17	205.67	CO	CO-03(NA-SA)
58.50	206.17	CO	CO-03(NA-SA)
58.92	206.67	CO	CO-03(NA-SA)
59.08	205.92	CO	CO-03(NA-SA)
59.42	206.17	CO	CO-03(NA-SA)
59.67	206.92	CO	CO-03(NA-SA)
60.08	207.50	CO	CO-03(NA-SA)
60.58	207.75	CO	CO-03(NA-SA)
60.92	208.33	CO	CO-03(NA-SA)
61.25	209.33	CO	CO-03(NA-SA)
61.25	210.08	CO	CO-03(NA-SA)
60.92	209.58	CO	CO-03(NA-SA)
60.75	208.67	CO	CO-03(NA-SA)
60.17	208.58	CO	CO-03(NA-SA)
59.67	208.08	CO	CO-03(NA-SA)
59.50	208.58	CO	CO-03(NA-SA)
59.17	208.08	CO	CO-03(NA-SA)
59.25	209.08	CO	CO-03(NA-SA)
59.58	209.83	CO	CO-03(NA-SA)
59.92	210.50	CO	CO-03(NA-SA)
59.92	211.33	CO	CO-03(NA-SA)
60.42	211.83	CO	CO-03(NA-SA)
61.00	211.67	CO	CO-03(NA-SA)
60.83	212.50	CO	CO-03(NA-SA)
60.83	213.33	CO	CO-03(NA-SA)
60.58	214.00	CO	CO-03(NA-SA)
60.25	215.00	CO	CO-03(NA-SA)
60.00	216.00	CO	CO-03(NA-SA)
60.00	217.00	CO	CO-03(NA-SA)
60.00	218.00	CO	CO-03(NA-SA)
59.75	218.92	CO	CO-03(NA-SA)
59.67	219.75	CO	CO-03(NA-SA)
59.92	220.33	CO	CO-03(NA-SA)
59.42	220.50	CO	CO-03(NA-SA)
59.17	221.33	CO	CO-03(NA-SA)
58.75	222.08	CO	CO-03(NA-SA)
58.42	222.75	CO	CO-03(NA-SA)
58.17	223.50	CO	CO-03(NA-SA)
57.67	223.83	CO	CO-03(NA-SA)
57.25	224.50	CO	CO-03(NA-SA)
56.75	224.83	CO	CO-03(NA-SA)
56.17	225.25	CO	CO-03(NA-SA)
56.83	225.25	CO	CO-03(NA-SA)
57.42	225.00	CO	CO-03(NA-SA)
57.92	225.00	CO	CO-03(NA-SA)
58.25	224.33	CO	CO-03(NA-SA)
58.25	224.83	CO	CO-03(NA-SA)
58.67	225.00	CO	CO-03(NA-SA)
58.25	225.33	CO	CO-03(NA-SA)
57.92	225.25	CO	CO-03(NA-SA)
57.42	225.50	CO	CO-03(NA-SA)
57.00	225.50	CO	CO-03(NA-SA)
57.25	226.00	CO	CO-03(NA-SA)
57.58	226.25	CO	CO-03(NA-SA)
57.25	226.58	CO	CO-03(NA-SA)
56.92	227.00	CO	CO-03(NA-SA)
57.08	226.17	CO	CO-03(NA-SA)
56.75	225.67	CO	CO-03(NA-SA)
56.25	225.83	CO	CO-03(NA-SA)
56.33	226.33	CO	CO-03(NA-SA)
55.92	226.33	CO	CO-03(NA-SA)
55.58	226.58	CO	CO-03(NA-SA)
55.33	226.92	CO	CO-03(NA-SA)
55.08	227.50	CO	CO-03(NA-SA)
54.67	227.92	CO	CO-03(NA-SA)
55.25	227.92	CO	CO-03(NA-SA)
55.83	227.42	CO	CO-03(NA-SA)
56.25	227.00	CO	CO-03(NA-SA)
56.08	227.50	CO	CO-03(NA-SA)
56.08	228.00	CO	CO-03(NA-SA)
55.75	227.92	CO	CO-03(NA-SA)
55.33	228.25	CO	CO-03(NA-SA)
55.00	228.67	CO	CO-03(NA-SA)
54.75	229.25	CO	CO-03(NA-SA)
54.92	229.92	CO	CO-03(NA-SA)
54.42	229.58	CO	CO-03(NA-SA)
54.17	229.83	CO	CO-03(NA-SA)
53.92	229.25	CO	CO-03(NA-SA)
53.42	229.67	CO	CO-03(NA-SA)
53.17	230.25	CO	CO-03(NA-SA)
52.58	230.83	CO	CO-03(NA-SA)
52.33	231.58	CO	CO-03(NA-SA)
51.83	231.83	CO	CO-03(NA-SA)
51.50	232.25	CO	CO-03(NA-SA)
51.17	232.25	CO	CO-03(NA-SA)
50.83	233.00	CO	CO-03(NA-SA)
50.67	233.75	CO	CO-03(NA-SA)
50.42	234.50	CO	CO-03(NA-SA)
50.08	235.08	CO	CO-03(NA-SA)
49.75	235.67	CO	CO-03(NA-SA)
49.50	236.25	CO	CO-03(NA-SA)
49.75	236.83	CO	CO-03(NA-SA)
49.25	236.83	CO	CO-03(NA-SA)
49.00	237.25	CO	CO-03(NA-SA)
48.58	237.58	CO	CO-03(NA-SA)
48.42	237.42	CO	CO-03(NA-SA)
48.00	237.75	CO	CO-03(NA-SA)
47.50	237.50	CO	CO-03(NA-SA)
47.67	237.42	CO	CO-03(NA-SA)
47.50	237.00	CO	CO-03(NA-SA)
47.92	237.42	CO	CO-03(NA-SA)
48.17	236.83	CO	CO-03(NA-SA)
48.17	236.17	CO	CO-03(NA-SA)
48.42	235.33	CO	CO-03(NA-SA)
48.17	235.25	CO	CO-03(NA-SA)
47.92	235.42	CO	CO-03(NA-SA)
47.50	235.67	CO	CO-03(NA-SA)
47.00	235.92	CO	CO-03(NA-SA)
46.67	236.00	CO	CO-03(NA-SA)
46.33	236.08	CO	CO-03(NA-SA)
46.17	236.83	CO	CO-03(NA-SA)
46.17	236.08	CO	CO-03(NA-SA)
45.83	236.08	CO	CO-03(NA-SA)
45.42	236.17	CO	CO-03(NA-SA)
45.00	236.00	CO	CO-03(NA-SA)
44.50	236.00	CO	CO-03(NA-SA)
44.00	235.92	CO	CO-03(NA-SA)
43.42	235.75	CO	CO-03(NA-SA)
42.83	235.50	CO	CO-03(NA-SA)
42.33	235.58	CO	CO-03(NA-SA)
42.00	235.83	CO	CO-03(NA-SA)
41.50	236.00	CO	CO-03(NA-SA)
41.00	235.92	CO	CO-03(NA-SA)
40.50	235.67	CO	CO-03(NA-SA)
40.25	235.67	CO	CO-03(NA-SA)
40.00	236.00	CO	CO-03(NA-SA)
39.67	236.25	CO	CO-03(NA-SA)
39.33	236.25	CO	CO-03(NA-SA)
38.92	236.33	CO	CO-03(NA-SA)
38.58	236.67	CO	CO-03(NA-SA)
38.33	237.08	CO	CO-03(NA-SA)
38.00	237.00	CO	CO-03(NA-SA)
37.92	237.50	CO	CO-03(NA-SA)
38.17	237.50	CO	CO-03(NA-SA)
38.08	237.83	CO	CO-03(NA-SA)
37.92	237.67	CO	CO-03(NA-SA)
37.50	237.92	CO	CO-03(NA-SA)
37.75	237.50	CO	CO-03(NA-SA)
37.33	237.58	CO	CO-03(NA-SA)
37.00	237.83	CO	CO-03(NA-SA)
37.00	238.17	CO	CO-03(NA-SA)
36.58	238.17	CO	CO-03(NA-SA)
36.33	238.08	CO	CO-03(NA-SA)
36.00	238.58	CO	CO-03(NA-SA)
35.58	238.92	CO	CO-03(NA-SA)
35.08	239.42	CO	CO-03(NA-SA)
34.58	239.42	CO	CO-03(NA-SA)
34.42	240.17	CO	CO-03(NA-SA)
34.25	240.75	CO	CO-03(NA-SA)
34.08	241.25	CO	CO-03(NA-SA)
34.08	241.58	CO	CO-03(NA-SA)
33.75	241.67	CO	CO-03(NA-SA)
33.75	242.00	CO	CO-03(NA-SA)
33.42	242.50	CO	CO-03(NA-SA)
33.00	242.75	CO	CO-03(NA-SA)
32.50	242.92	CO	CO-03(NA-SA)
32.00	243.25	CO	CO-03(NA-SA)
31.58	243.42	CO	CO-03(NA-SA)
31.25	243.67	CO	CO-03(NA-SA)
31.00	243.67	CO	CO-03(NA-SA)
30.75	244.00	CO	CO-03(NA-SA)
30.33	244.00	CO	CO-03(NA-SA)
30.25	244.25	CO	CO-03(NA-SA)
29.67	244.33	CO	CO-03(NA-SA)
29.50	244.83	CO	CO-03(NA-SA)
29.08	245.33	CO	CO-03(NA-SA)
28.75	245.67	CO	CO-03(NA-SA)
28.42	246.00	CO	CO-03(NA-SA)
28.00	246.00	CO	CO-03(NA-SA)
27.75	245.58	CO	CO-03(NA-SA)
27.83	245.00	CO	CO-03(NA-SA)
27.50	245.50	CO	CO-03(NA-SA)
27.17	245.67	CO	CO-03(NA-SA)
27.00	246.00	CO	CO-03(NA-SA)
26.75	246.42	CO	CO-03(NA-SA)
26.75	246.83	CO	CO-03(NA-SA)
26.42	247.17	CO	CO-03(NA-SA)
26.17	247.67	CO	CO-03(NA-SA)
25.67	247.92	CO	CO-03(NA-SA)
25.17	247.92	CO	CO-03(NA-SA)
24.83	247.67	CO	CO-03(NA-SA)
24.58	248.33	CO	CO-03(NA-SA)
24.25	248.75	CO	CO-03(NA-SA)
23.83	249.17	CO	CO-03(NA-SA)
23.50	249.67	CO	CO-03(NA-SA)
22.83	250.00	CO	CO-03(NA-SA)
23.33	250.58	CO	CO-03(NA-SA)
23.75	250.25	CO	CO-03(NA-SA)
24.25	249.83	CO	CO-03(NA-SA)
24.25	249.42	CO	CO-03(NA-SA)
24.67	249.17	CO	CO-03(NA-SA)
24.83	249.33	CO	CO-03(NA-SA)
25.17	249.00	CO	CO-03(NA-SA)
25.50	249.00	CO	CO-03(NA-SA)
26.00	248.67	CO	CO-03(NA-SA)
26.50	248.50	CO	CO-03(NA-SA)
27.00	248.00	CO	CO-03(NA-SA)
27.50	247.67	CO	CO-03(NA-SA)
27.83	247.25	CO	CO-03(NA-SA)
28.33	247.08	CO	CO-03(NA-SA)
28.75	246.75	CO	CO-03(NA-SA)
29.17	246.33	CO	CO-03(NA-SA)
29.58	246.00	CO	CO-03(NA-SA)
29.83	245.58	CO	CO-03(NA-SA)
30.17	245.33	CO	CO-03(NA-SA)
30.58	245.42	CO	CO-03(NA-SA)
31.00	245.25	CO	CO-03(NA-SA)
31.42	245.17	CO	CO-03(NA-SA)
31.75	245.25	CO	CO-03(NA-SA)
31.50	245.83	CO	CO-03(NA-SA)
31.58	246.17	CO	CO-03(NA-SA)
31.33	246.50	CO	CO-03(NA-SA)
31.17	246.92	CO	CO-03(NA-SA)
30.75	246.92	CO	CO-03(NA-SA)
30.25	247.17	CO	CO-03(NA-SA)
29.92	247.25	CO	CO-03(NA-SA)
29.50	247.58	CO	CO-03(NA-SA)
29.00	247.83	CO	CO-03(NA-SA)
28.50	248.33	CO	CO-03(NA-SA)
28.00	248.83	CO	CO-03(NA-SA)
27.92	249.42	CO	CO-03(NA-SA)
27.42	249.42	CO	CO-03(NA-SA)
27.00	250.00	CO	CO-03(NA-SA)
26.67	250.25	CO	CO-03(NA-SA)
26.67	250.50	CO	CO-03(NA-SA)
26.33	250.75	CO	CO-03(NA-SA)
26.00	250.58	CO	CO-03(NA-SA)
25.75	250.58	CO	CO-03(NA-SA)
25.50	251.00	CO	CO-03(NA-SA)
25.25	251.67	CO	CO-03(NA-SA)
24.67	252.00	CO	CO-03(NA-SA)
24.33	252.42	CO	CO-03(NA-SA)
24.00	252.83	CO	CO-03(NA-SA)
23.50	253.25	CO	CO-03(NA-SA)
23.17	253.58	CO	CO-03(NA-SA)
22.75	254.00	CO	CO-03(NA-SA)
22.42	254.33	CO	CO-03(NA-SA)
21.75	254.50	CO	CO-03(NA-SA)
21.50	254.83	CO	CO-03(NA-SA)
21.17	254.83	CO	CO-03(NA-SA)
20.83	254.50	CO	CO-03(NA-SA)
20.58	254.67	CO	CO-03(NA-SA)
20.33	254.33	CO	CO-03(NA-SA)
19.83	254.67	CO	CO-03(NA-SA)
19.33	255.08	CO	CO-03(NA-SA)
19.08	255.67	CO	CO-03(NA-SA)
18.75	256.17	CO	CO-03(NA-SA)
18.33	256.50	CO	CO-03(NA-SA)
18.08	257.17	CO	CO-03(NA-SA)
18.00	257.75	CO	CO-03(NA-SA)
18.00	258.00	CO	CO-03(NA-SA)
17.67	258.42	CO	CO-03(NA-SA)
17.25	259.00	CO	CO-03(NA-SA)
17.08	259.50	CO	CO-03(NA-SA)
16.92	260.00	CO	CO-03(NA-SA)
16.67	260.50	CO	CO-03(NA-SA)
16.58	261.00	CO	CO-03(NA-SA)
16.33	261.50	CO	CO-03(NA-SA)
16.08	262.00	CO	CO-03(NA-SA)
16.00	262.58	CO	CO-03(NA-SA)
15.83	263.17	CO	CO-03(NA-SA)
15.67	263.75	CO	CO-03(NA-SA)
15.92	264.33	CO	CO-03(NA-SA)
16.17	264.83	CO	CO-03(NA-SA)
16.17	265.33	CO	CO-03(NA-SA)
16.08	265.75	CO	CO-03(NA-SA)
15.92	266.17	CO	CO-03(NA-SA)
15.67	266.58	CO	CO-03(NA-SA)
15.42	266.83	CO	CO-03(NA-SA)
15.00	267.25	CO	CO-03(NA-SA)
14.67	267.67	CO	CO-03(NA-SA)
14.52	267.82	CO	CO-03(NA-SA)
14.33	268.00	CO	CO-03(NA-SA)
14.08	268.50	CO	CO-03(NA-SA)
13.92	269.00	CO	CO-03(NA-SA)
13.92	269.50	CO	CO-03(NA-SA)
13.76	269.82	CO	CO-03(NA-SA)
13.67	270.00	CO	CO-03(NA-SA)
13.42	270.25	CO	CO-03(NA-SA)
13.42	270.67	CO	CO-03(NA-SA)
13.17	271.17	CO	CO-03(NA-SA)
13.17	271.58	CO	CO-03(NA-SA)
13.17	272.17	CO	CO-03(NA-SA)
13.42	272.33	CO	CO-03(NA-SA)
13.00	272.67	CO	CO-03(NA-SA)
13.00	272.33	CO	CO-03(NA-SA)
12.58	272.67	CO	CO-03(NA-SA)
12.25	273.00	CO	CO-03(NA-SA)
11.83	273.42	CO	CO-03(NA-SA)
11.50	273.83	CO	CO-03(NA-SA)
11.17	274.25	CO	CO-03(NA-SA)
10.75	274.25	CO	CO-03(NA-SA)
10.33	274.17	CO	CO-03(NA-SA)
9.92	274.33	CO	CO-03(NA-SA)
9.83	274.67	CO	CO-03(NA-SA)
9.67	274.83	CO	CO-03(NA-SA)
10.00	275.17	CO	CO-03(NA-SA)
9.67	275.42	CO	CO-03(NA-SA)
9.33	276.00	CO	CO-03(NA-SA)
9.00	276.33	CO	CO-03(NA-SA)
8.50	276.25	CO	CO-03(NA-SA)
8.42	276.75	CO	CO-03(NA-SA)
8.17	277.00	CO	CO-03(NA-SA)
8.33	277.25	CO	CO-03(NA-SA)
8.25	277.75	CO	CO-03(NA-SA)
8.08	278.25	CO	CO-03(NA-SA)
7.75	278.50	CO	CO-03(NA-SA)
7.75	279.00	CO	CO-03(NA-SA)
7.17	279.08	CO	CO-03(NA-SA)
7.25	279.50	CO	CO-03(NA-SA)
7.50	280.00	CO	CO-03(NA-SA)
7.83	279.58	CO	CO-03(NA-SA)
8.17	279.50	CO	CO-03(NA-SA)
8.33	279.92	CO	CO-03(NA-SA)
8.58	280.25	CO	CO-03(NA-SA)
9.00	280.50	CO	CO-03(NA-SA)
9.00	280.83	CO	CO-03(NA-SA)
8.75	281.25	CO	CO-03(NA-SA)
8.33	281.50	CO	CO-03(NA-SA)
8.33	281.83	CO	CO-03(NA-SA)
8.00	281.58	CO	CO-03(NA-SA)
7.42	281.83	CO	CO-03(NA-SA)
7.00	282.25	CO	CO-03(NA-SA)
6.58	282.58	CO	CO-03(NA-SA)
6.17	282.50	CO	CO-03(NA-SA)
5.50	282.58	CO	CO-03(NA-SA)
5.00	282.58	CO	CO-03(NA-SA)
4.50	282.67	CO	CO-03(NA-SA)
4.00	282.50	CO	CO-03(NA-SA)
3.67	282.83	CO	CO-03(NA-SA)
3.25	282.50	CO	CO-03(NA-SA)
2.67	282.25	CO	CO-03(NA-SA)
2.67	281.67	CO	CO-03(NA-SA)
2.17	281.33	CO	CO-03(NA-SA)
1.75	281.42	CO	CO-03(NA-SA)
1.67	281.00	CO	CO-03(NA-SA)
1.25	281.17	CO	CO-03(NA-SA)
1.00	280.67	CO	CO-03(NA-SA)
0.67	280.00	CO	CO-03(NA-SA)
0.00	279.92	CO	CO-03(NA-SA)
NaN	NaN	CO	End polygon
44.58	272.00	CO	CO-04
44.92	272.75	CO	CO-04
44.50	272.50	CO	CO-04
44.17	272.42	CO	CO-04
43.58	272.25	CO	CO-04
43.17	272.08	CO	CO-04
42.75	272.17	CO	CO-04
42.17	272.17	CO	CO-04
41.67	272.50	CO	CO-04
41.67	272.92	CO	CO-04
41.83	273.33	CO	CO-04
42.17	273.58	CO	CO-04
42.75	273.75	CO	CO-04
43.25	273.67	CO	CO-04
43.67	273.50	CO	CO-04
44.08	273.50	CO	CO-04
44.50	273.75	CO	CO-04
44.92	273.92	CO	CO-04
45.17	274.67	CO	CO-04
45.67	275.00	CO	CO-04
45.67	275.50	CO	CO-04
45.50	275.92	CO	CO-04
45.33	276.42	CO	CO-04
45.00	276.67	CO	CO-04
44.42	276.67	CO	CO-04
43.92	276.17	CO	CO-04
43.58	276.17	CO	CO-04
43.92	276.58	CO	CO-04
44.08	277.08	CO	CO-04
43.58	277.33	CO	CO-04
43.08	277.58	CO	CO-04
43.33	278.25	CO	CO-04
43.92	278.25	CO	CO-04
44.42	278.50	CO	CO-04
44.83	278.67	CO	CO-04
45.17	278.50	CO	CO-04
44.75	279.08	CO	CO-04
44.50	279.92	CO	CO-04
44.83	280.25	CO	CO-04
45.42	279.75	CO	CO-04
45.92	279.25	CO	CO-04
46.08	278.33	CO	CO-04
46.17	277.67	CO	CO-04
46.17	277.00	CO	CO-04
46.25	276.33	CO	CO-04
46.25	275.83	CO	CO-04
45.92	276.00	CO	CO-04
45.92	275.17	CO	CO-04
46.00	274.75	CO	CO-04
45.92	274.25	CO	CO-04
45.75	273.25	CO	CO-04
45.75	273.00	CO	CO-04
45.42	272.67	CO	CO-04
45.00	272.33	CO	CO-04
44.58	272.00	CO	CO-04
NaN	NaN	CO	End polygon
45.83	276.92	CO	CO-05
45.67	277.58	CO	CO-05
45.50	278.08	CO	CO-05
45.92	278.25	CO	CO-05
45.83	277.67	CO	CO-05
45.83	276.92	CO	CO-05
NaN	NaN	CO	End polygon
41.75	276.50	CO	CO-06
41.50	277.17	CO	CO-06
41.50	277.75	CO	CO-06
41.58	278.33	CO	CO-06
41.83	278.92	CO	CO-06
42.00	279.50	CO	CO-06
42.25	280.17	CO	CO-06
42.50	280.75	CO	CO-06
42.83	281.17	CO	CO-06
42.83	280.50	CO	CO-06
42.83	279.83	CO	CO-06
42.58	279.50	CO	CO-06
42.67	279.08	CO	CO-06
42.58	278.50	CO	CO-06
42.25	278.17	CO	CO-06
42.00	277.50	CO	CO-06
42.00	276.92	CO	CO-06
41.75	276.50	CO	CO-06
NaN	NaN	CO	End polygon
43.25	280.25	CO	CO-07
43.17	280.75	CO	CO-07
43.33	281.42	CO	CO-07
43.33	282.00	CO	CO-07
43.25	282.58	CO	CO-07
43.33	283.17	CO	CO-07
43.50	283.83	CO	CO-07
44.00	283.75	CO	CO-07
44.33	283.92	CO	CO-07
44.17	283.33	CO	CO-07
43.92	283.00	CO	CO-07
44.00	282.33	CO	CO-07
43.92	281.83	CO	CO-07
43.83	281.17	CO	CO-07
43.67	280.58	CO	CO-07
43.25	280.25	CO	CO-07
NaN	NaN	CO	End polygon
-52.58	291.25	CO	CO-08
-52.67	290.83	CO	CO-08
-52.58	290.50	CO	CO-08
-52.83	290.25	CO	CO-08
-52.83	289.75	CO	CO-08
-53.33	289.58	CO	CO-08
-53.50	289.83	CO	CO-08
-53.33	290.58	CO	CO-08
-53.50	290.67	CO	CO-08
-53.75	289.92	CO	CO-08
-54.25	290.00	CO	CO-08
-54.17	289.67	CO	CO-08
-53.67	289.50	CO	CO-08
-54.17	289.00	CO	CO-08
-54.00	288.67	CO	CO-08
-53.83	287.92	CO	CO-08
-53.58	287.50	CO	CO-08
-53.25	286.67	CO	CO-08
-53.00	286.00	CO	CO-08
-52.75	285.33	CO	CO-08
-53.00	285.50	CO	CO-08
-53.25	286.00	CO	CO-08
-53.33	286.50	CO	CO-08
-53.58	286.17	CO	CO-08
-53.83	286.67	CO	CO-08
-54.08	286.67	CO	CO-08
-54.08	287.33	CO	CO-08
-54.42	287.50	CO	CO-08
-54.42	288.00	CO	CO-08
-54.67	288.00	CO	CO-08
-55.00	288.83	CO	CO-08
-55.17	289.50	CO	CO-08
-55.00	290.00	CO	CO-08
-55.33	290.17	CO	CO-08
-55.50	290.67	CO	CO-08
-55.42	291.33	CO	CO-08
-55.67	292.00	CO	CO-08
-55.25	291.83	CO	CO-08
-55.25	292.67	CO	CO-08
-55.00	293.50	CO	CO-08
-55.00	294.33	CO	CO-08
-54.92	294.75	CO	CO-08
-54.67	294.83	CO	CO-08
-54.67	294.17	CO	CO-08
-54.50	293.67	CO	CO-08
-54.25	293.25	CO	CO-08
-54.00	292.58	CO	CO-08
-53.67	292.00	CO	CO-08
-53.33	291.83	CO	CO-08
-53.00	291.75	CO	CO-08
-52.58	291.25	CO	CO-08
NaN	NaN	CO	End polygon
18.17	281.67	CO	CO-09
18.17	282.00	CO	CO-09
17.83	282.33	CO	CO-09
17.75	282.75	CO	CO-09
17.92	283.08	CO	CO-09
17.83	283.42	CO	CO-09
17.83	283.75	CO	CO-09
18.17	283.58	CO	CO-09
18.33	283.17	CO	CO-09
18.42	282.67	CO	CO-09
18.50	282.17	CO	CO-09
18.33	281.75	CO	CO-09
18.17	281.67	CO	CO-09
NaN	NaN	CO	End polygon
21.83	275.17	CO	CO-10
21.83	275.83	CO	CO-10
22.17	276.00	CO	CO-10
22.17	276.58	CO	CO-10
22.42	276.92	CO	CO-10
22.67	277.25	CO	CO-10
22.58	277.75	CO	CO-10
22.50	278.42	CO	CO-10
22.33	277.92	CO	CO-10
22.08	278.25	CO	CO-10
22.00	278.75	CO	CO-10
22.00	279.50	CO	CO-10
21.75	279.83	CO	CO-10
21.67	280.25	CO	CO-10
21.50	280.75	CO	CO-10
21.58	281.25	CO	CO-10
21.42	281.42	CO	CO-10
21.00	281.50	CO	CO-10
20.67	282.00	CO	CO-10
20.67	282.75	CO	CO-10
20.33	282.92	CO	CO-10
20.08	282.58	CO	CO-10
19.83	282.33	CO	CO-10
19.83	283.00	CO	CO-10
19.92	283.50	CO	CO-10
19.92	284.00	CO	CO-10
19.83	284.50	CO	CO-10
19.83	285.00	CO	CO-10
20.00	285.33	CO	CO-10
20.08	285.83	CO	CO-10
20.25	285.75	CO	CO-10
20.25	285.50	CO	CO-10
20.58	285.17	CO	CO-10
20.67	284.67	CO	CO-10
20.58	284.33	CO	CO-10
21.00	284.42	CO	CO-10
21.08	284.00	CO	CO-10
21.17	283.50	CO	CO-10
21.50	283.00	CO	CO-10
21.67	282.58	CO	CO-10
21.92	282.17	CO	CO-10
22.17	281.67	CO	CO-10
22.33	281.17	CO	CO-10
22.33	280.67	CO	CO-10
22.67	280.33	CO	CO-10
