date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster
28-06-19,21:55.1,-2.6,121.65,12.0,4.7,129,72,5,38,85,162,1.62e+23,23.0,,,,,,,6
22-04-22,49:29.5,-2.72,122.34,12.0,4.8,100,76,-2,190,88,-166,1.69e+23,23.0,,,,,,,6
15-06-20,36:32.9,-2.68,122.16,12.0,4.9,115,32,-7,210,86,-121,3.24e+23,23.0,,,,,,,6
04-02-21,58:05.9,-2.59,122.51,29.2,4.9,69,43,-109,275,50,-73,2.48e+23,23.0,,,,,,,6
03-12-14,33:20.9,-2.8,122.56,27.4,5.0,125,62,11,30,80,152,3.44e+23,23.0,,,,,,,6
03-01-21,14:00.4,-2.66,122.25,13.2,5.0,95,32,-13,196,83,-122,3.8e+23,23.0,,,,,,,6
17-05-12,50:05.0,-2.67,122.02,10.0,5.1,132,68,-2,223,88,-158,,,,,,,,,6
07-05-00,33:28.8,-2.668,121.879,38.0,5.19,213,70,-158,115,70,-22,7.64,16.0,-4.86,3.4,-1.62,-0.87,3.48,6.47,6
27-04-12,29:39.5,-2.63,121.87,16.4,5.2,129,54,8,34,83,144,7.87e+23,23.0,,,,,,,6
03-11-01,50:24.8,-2.963,122.236,35.2,5.27,104,24,12,3,85,114,10.07,16.0,-3.74,9.08,0.67,-1.21,3.89,3.08,6
16-04-12,01:15.5,-2.65,121.94,15.0,5.3,121,59,4,29,86,149,1.26e+24,24.0,,,,,,,6
01-05-12,59:40.7,-2.618,121.939,15.0,5.3,111,54,-3,203,88,-144,1.11,17.0,-0.59,0.61,-0.06,0.24,0.65,0.65,6
01-06-12,59:42.2,-2.63,122.02,12.0,5.3,111,54,-3,203,88,-144,1.11e+24,24.0,,,,,,,6
17-06-17,23:48.8,-2.62,121.81,15.7,5.3,129,45,-3,221,88,-135,1.01e+24,24.0,,,,,,,6
07-05-00,21:15.8,-2.608,122.471,45.0,5.54,15,85,166,106,76,5,2.55,17.0,-1.44,0.52,0.32,0.27,2.11,1.13,6
03-12-14,27:05.6,-2.928,122.383,19.8,5.63,38,81,158,131,69,10,3.48,17.0,-3.47,0.7,0.6,1.01,0.57,2.87,6
16-04-12,17:50.0,-2.59,121.85,10.0,5.7,118,44,1,27,89,134,,,,,,,,,6
24-05-17,10:17.0,-2.76,122.15,16.0,5.7,119,41,-8,215,85,-131,4.34e+24,24.0,,,,,,,6
05-11-80,15:02.6,-2.704,122.014,20.0,6.07,221,82,-110,110,22,-22,1.56,18.0,-0.31,1.09,-0.36,0.9,0.35,0.68,6
