date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster
14-10-12,42:23.0,4.61,125.02,22.3,4.9,330,76,174,61,85,14,2.93e+23,23.0,,,,,,,8
18-10-19,18:43.3,4.85,125.12,32.3,5.0,192,39,78,27,52,99,3.45e+23,23.0,,,,,,,8
23-10-06,27:34.0,4.93,125.37,16.0,5.1,331,28,78,165,63,96,,,,,,,,,8
04-11-12,46:36.0,4.55,124.95,10.0,5.2,11,61,172,105,83,29,,,,,,,,,8
16-03-16,04:54.7,4.67,125.01,15.1,5.2,10,71,-4,101,86,-161,7.07e+23,23.0,,,,,,,8
22-07-18,28:42.3,4.659,125.004,26.1,5.23,50,75,175,141,85,15,0.87,17.0,-0.75,-0.1,-0.12,0.25,-0.17,0.88,8
05-11-12,55:36.6,4.727,125.194,15.0,5.26,19,63,172,113,83,27,0.98,17.0,-0.71,-0.2,0.29,0.35,0.69,0.42,8
23-10-06,13:40.0,4.78,125.65,10.0,5.3,329,25,84,156,66,93,,,,,,,,,8
23-10-06,53:15.0,4.97,125.38,10.0,5.3,340,20,91,159,70,90,,,,,,,,,8
23-10-06,40:17.5,4.905,125.28,17.8,5.32,340,20,91,159,70,90,1.22,17.0,-0.69,-0.87,0.8,0.33,0.25,-0.11,8
28-06-11,50:00.9,4.722,125.331,15.0,5.35,28,22,100,197,68,86,1.3,17.0,-0.95,-0.89,0.62,-0.29,-0.56,0.34,8
20-01-12,50:50.0,4.9,125.38,10.0,5.4,337,85,-4,67,86,-175,,,,,,,,,8
29-12-19,12:17.8,4.72,125.3,21.2,5.4,352,21,91,172,69,90,1.72e+24,24.0,,,,,,,8
16-03-16,09:53.2,4.732,125.153,13.4,5.56,102,89,-163,12,73,-2,2.8,17.0,1.02,0.01,0.16,-0.83,-2.44,-1.18,8
10-04-84,10:39.5,4.95,125.27,29.8,5.6,19,26,133,154,71,72,2.98e+24,24.0,,,,,,,8
07-07-87,36:02.8,4.406,125.158,45.8,5.68,344,49,62,203,48,119,4.04,17.0,-4.12,0.11,3.45,-1.25,-0.28,0.67,8
23-10-06,19:21.0,4.95,125.22,10.0,5.7,315,27,80,146,63,95,,,,,,,,,8
24-10-06,03:46.5,4.971,125.312,15.0,5.94,164,62,92,340,28,86,1.02,18.0,-0.79,-0.55,0.81,0.14,0.27,-0.02,8
