% ini datanya
%  stike   dip   rake
   249.0   46.0   113.0
   67.0   33.0   103.0
   46.0   32.0   76.0
   34.0   28.0   77.0
   34.0   28.0   77.0
   272.0   37.0   104.0
   99.0   46.0   108.0
   223.0   39.0   49.0
   67.0   27.0   72.0
   86.0   33.0   74.0
   61.0   28.0   75.0
   92.0   29.0   101.0
   74.0   43.0   0.0
   49.0   73.0   -174.0
   122.0   40.0   135.0
   75.0   47.0   134.0
   184.0   89.0   28.0
   184.0   88.0   34.0
   74.0   32.0   164.0
   55.0   29.0   113.0
   102.0   33.0   148.0
   109.0   59.0   -164.0
   231.0   62.0   90.0
   107.0   45.0   117.0
   318.0   69.0   169.0
   318.0   69.0   169.0
   93.0   43.0   87.0
   108.0   72.0   169.0
   122.0   51.0   -172.0
   53.0   45.0   59.0
   11.0   71.0   -16.0
   47.0   33.0   60.0
